 	vado	cercando	un	forno	che	fa	rustici	</S>
p	0.754437526	0.05332492688	0.0344152134634	0.0309071829576	0.0300092914748	0.0299320433439	0.0342191072373	0.032754819023
à	0.677813339	0.06664673966	0.0409882471422	0.0377849930518	0.0356701527251	0.0407769411363	0.0490197884868	0.0512997759589
o	0.6939684212	0.088589694	0.0404817249018	0.0349960158887	0.0341634576305	0.034109468082	0.0379246713814	0.0357664822682
c	0.2299524192	0.514866632	0.04990164634	0.0409080686142	0.0368669540737	0.0429111121177	0.0452184544607	0.0393746856169
e	0.109626634	0.61124685	0.0655738542	0.0436031171539	0.0402960554084	0.0412371032948	0.0427159899001	0.045700363531
r	0.078361602	0.581144128	0.0979124028	0.0460383883612	0.0382819441956	0.0417325417933	0.0514211833047	0.0651077894636
k	0.0788917076	0.629458986	0.080007786	0.05806006114	0.03399252304	0.0314176798394	0.0345627594028	0.0536083538974
è	0.2347506092	0.434934967	0.0975220698	0.059581257186	0.0394741153512	0.0367023602014	0.0480887455122	0.0489457754392
o	0.0745600988	0.443749252	0.2869358628	0.043789428684	0.0304761871422	0.027943363311	0.0337420649196	0.0588038437828
n	0.03836910366	0.318023823	0.45858878	0.0499706512	0.0300916241984	0.033128662676	0.0291176955292	0.0427097788378
t	0.06763873751	0.340892806	0.334472016	0.110121243	0.032701835274	0.0301493268054	0.0310561723496	0.0529681552988
a	0.1643656292	0.27711165	0.2157225508	0.132115488	0.05140720506	0.04036121064	0.0516069850336	0.0673091895649
è	0.04400720434	0.0890294056	0.5233190012	0.1453164418	0.0413618436	0.0479212713784	0.0342861800636	0.0747586040863
n	0.02337013846	0.0721885156	0.4598904028	0.2483245472	0.03350140478	0.0358682783574	0.0434825886323	0.0833742964218
a	0.05529984444	0.134925838	0.431330422	0.163303506	0.04513306886	0.022056977474	0.0386306578016	0.10931970668
f	0.042534810992	0.0697164352	0.190361325	0.356728232	0.13786456	0.078303189	0.040715659576	0.083775766186
ù	0.0284821243	0.0707541028	0.1174465492	0.38783682	0.1420611344	0.08862211952	0.0559304986	0.108866838114
r	0.02134727942	0.0364521282	0.1452243494	0.4313349346	0.157041962	0.0614437625	0.06792481692	0.07923083661
n	0.01140554214	0.05362627022	0.1396693988	0.413580982	0.169338966	0.0291423564	0.06121856334	0.12201798128
o	0.064748748984	0.037812944	0.0557889546	0.3746179036	0.19650701	0.0598198612	0.06676476995	0.143939789512
k	0.01074993402	0.01885230932	0.038969136	0.1261904168	0.422252546	0.172099728	0.0930579514	0.1178281138
a	0.0193520458	0.02538374196	0.0458833893	0.1297607228	0.3489836654	0.1223925946	0.084198682	0.2240450376
k	0.01235622407	0.017670780554	0.023669890726	0.06621322558	0.28245144546	0.318191106	0.16732337	0.112123902
à	0.0138212148	0.01856768368	0.02743006378	0.0651275659	0.214244459	0.281668032	0.204930606	0.17421049
n	0.008185819712	0.013394559312	0.025360106	0.1108253196	0.17330776	0.246737016	0.277845222	0.14434418746
n	0.0129709048	0.0214679011	0.039683847294	0.0762450066	0.1861235522	0.309914976	0.165828064	0.187765791
i	0.028619231186	0.017142045324	0.021620247174	0.0552949129	0.1224726014	0.233238808	0.389128086	0.1324838748
r	0.0061763281212	0.007266258582	0.0084759731088	0.019492646774	0.064597405266	0.32431018228	0.2909546248	0.278726636
ù	0.00792381109	0.007889335032	0.009370147142	0.02784343792	0.0724836034	0.256655736	0.402834774	0.214999032
s	0.0062207135852	0.0077473203	0.00922945022	0.019644256672	0.04749143	0.1819053558	0.487953056	0.239808312
t	0.0048000056	0.010755796312	0.019546608488	0.0500444878	0.068119441	0.18969673	0.447871592	0.209165696
i	0.0096497339628	0.0110509809494	0.010207913198	0.02551669749	0.05588346326	0.277388318	0.355450674	0.254852221
k	0.0120816387614	0.00849883733364	0.0074818999034	0.013664250439	0.016668966612	0.0922930246	0.49478922	0.354522152
u	0.0076883229972	0.0086162569544	0.013589506259	0.02383348172	0.037832171514	0.1377950218	0.569602892	0.201042302
</S>	0.0107595294246	0.0109943921483	0.011188462855	0.015408204878	0.0217530511	0.0851153778	0.354143104	0.49063784
