 	avete	cucinato	le	verdure	</S>
e	0.742189224	0.06307201222	0.04684521987	0.0504898509704	0.0974037268579
m	0.682783562	0.1181507766	0.0587277212236	0.048054003151	0.0922840984477
a	0.3615231832	0.327362132	0.2190267946	0.0500369278316	0.0420508769637
r	0.371893422	0.34862677	0.11615929954	0.0433103762205	0.120010197993
è	0.128052042	0.479950698	0.1670353754	0.0410855074628	0.18387632236
s	0.132053916	0.547655761	0.1598528384	0.026609803896	0.133827582447
s	0.155580868	0.532058608	0.1898230734	0.05001501769	0.07252234573
a	0.0698320798	0.4297937686	0.2563621428	0.0401845648	0.203827352088
t	0.0376650192	0.0903186066	0.552009908	0.0578862728	0.262120167044
o	0.05671408106	0.0815194212	0.532289932	0.1295178157	0.19995879666
t	0.031964804448	0.0418146314	0.503866004	0.18243099628	0.23992368982
a	0.01848638212	0.02628833506	0.5219546828	0.3356872276	0.097583489
l	0.027011595196	0.03442254282	0.3750500548	0.3336144268	0.2299013178
à	0.012250812668	0.0216258398	0.356015785	0.366807406	0.2433002226
c	0.019857018308	0.07874153203	0.218869356	0.4440688596	0.238463172
h	0.023953173536	0.0266053405	0.239509878	0.453529358	0.2564023398
a	0.040440851904	0.06363827534	0.452787374	0.2897594184	0.1533739346
n	0.03054498839	0.0210445022	0.15052086	0.341350346	0.456539216
a	0.015673637192	0.015253215132	0.1751255	0.525671346	0.2682763032
</S>	0.018992241896	0.0248446196	0.1480611568	0.216584921	0.591517156
