 	deve	che	entra	da	qui	</S>
è	0.807236774	0.04663803588	0.0376017163	0.035281054258	0.0365304711196	0.0367119884516
n	0.62636172	0.14572452336	0.0556520891727	0.0582913455875	0.062012373421	0.0519578414046
g	0.274402906	0.491548372	0.09083321418	0.043875762442	0.0469716041412	0.0523679039331
h	0.2554347	0.402749006	0.14362286958	0.06858918824	0.063300136566	0.0663039582189
i	0.2846172912	0.3499820206	0.230139025654	0.0511549676944	0.0420613474267	0.0420453157965
s	0.12153220572	0.323779924	0.417785700041	0.047380088048	0.0399234871047	0.0495987356024
e	0.0609803438	0.2702424942	0.4312421308	0.10192649384	0.042654663274	0.0929538870392
n	0.11065422174	0.226393032	0.402821996	0.138427403	0.043525210959	0.0781782760593
a	0.05322271588	0.1225957098	0.3004756208	0.3470116506	0.0787356556	0.097958479566
m	0.053564528	0.1110376406	0.172920894	0.46961194	0.087667575	0.10519770508
b	0.036233430866	0.06225296686	0.17292623346	0.35462582	0.2771619	0.09679963436
i	0.01062896676	0.02959060052	0.2850264676	0.2296072362	0.14271084256	0.302435699489
a	0.013376545	0.0399328566	0.1419754054	0.3380293888	0.3243416672	0.142344237
p	0.008562858552	0.01219873326	0.01775695812	0.24176356132	0.60845056	0.1112673214
ò	0.013936389818	0.018826682628	0.035133466106	0.0592681122	0.702574524	0.170260776
t	0.008311517612	0.01162172129	0.02070600304	0.084976824	0.71175278	0.1626310882
t	0.00570342208	0.010852890402	0.027866217544	0.06543067684	0.700399836	0.189746906
ù	0.00499701761	0.010993985094	0.1258737174	0.11521523	0.495453632	0.24746636132
</S>	0.00899057986	0.00940550397	0.0149250158	0.0601685078	0.45533941	0.451170882
