 	che	sapeva	che	non	può	fare	il	bagno	</S>
k	0.797537028	0.0350852609	0.024741092554	0.0242269788498	0.02392338963	0.0234133484208	0.0234051677655	0.0236243070387	0.0240434441525
a	0.638447998	0.115372423	0.0401853675801	0.0263481147473	0.0304627232135	0.031124640878	0.0311394543255	0.0437291380858	0.0431901591461
ì	0.290957044	0.432442936	0.0407304954322	0.0311471101683	0.0303132228605	0.0340702120227	0.0353838404278	0.061830117371	0.0431250124926
s	0.1051445744	0.678581542	0.0429935243	0.02496825999	0.0290176301457	0.0272775107698	0.0300113674971	0.0317885165326	0.0302169994794
s	0.1564580128	0.441945024	0.1396913536	0.043894781068	0.039105957896	0.0418425569314	0.0313576164059	0.0482956272467	0.057409115288
e	0.291588757	0.2392893682	0.15133489286	0.0598438462299	0.0648968528942	0.0416384900408	0.0332397081757	0.0693430920193	0.0488250508035
r	0.087077614	0.38234694	0.251834334	0.046249611	0.0419455077946	0.0401908348345	0.0374689385599	0.0486085715069	0.0642776966426
e	0.0553800256	0.362436526	0.256570196	0.07710783102	0.0630399026	0.04035763574	0.0343681819334	0.0498285032181	0.0609112150044
k	0.0559131518	0.099967124	0.5150964172	0.1094674988	0.03289905402	0.0321401438276	0.0349352629983	0.0445981890646	0.0749829311819
a	0.046343738534	0.0843029062	0.426127006	0.0798516303	0.12689601	0.045474431	0.08678753408	0.0492687233235	0.0549481807603
e	0.04284776784	0.0562195778	0.3137396812	0.2983702334	0.0616980872	0.03131789848	0.055850915094	0.0421623516312	0.0977935603931
s	0.021131105546	0.03072531438	0.1825430982	0.295791212	0.218542222	0.05668440606	0.07271691463	0.0498628536815	0.0720028278722
ò	0.017992883484	0.0209630744	0.068514459	0.0969305038	0.39677702	0.1401268256	0.096749154	0.081724014122	0.08022200921
z	0.020646013148	0.0299208576	0.1076047906	0.1754643704	0.356635242	0.0880118288	0.0910846388	0.0678369787316	0.0627952013916
i	0.010677632639	0.01551939352	0.0907766676	0.1209026456	0.3228053136	0.137112524	0.1078293824	0.094492251712	0.099883959532
k	0.02769987982	0.0298061252	0.05519964234	0.1021878794	0.1727535134	0.233609839	0.19164917	0.069328641786	0.117765330186
à	0.00909220564	0.01090223888	0.02833245796	0.04647142636	0.280873107	0.2357940352	0.129788626	0.1163188002	0.1424272248
i	0.018195629892	0.02589685834	0.03600277254	0.0596277312	0.1409983906	0.2279921028	0.250904962	0.15012271514	0.0902586204
o	0.010443088536	0.011077635408	0.015698663178	0.028487106162	0.0530203991	0.10075340536	0.431870637	0.268425806	0.0802234012
b	0.0144532440911	0.0149189339135	0.0194926786806	0.0259252245495	0.032319659338	0.06950413444	0.44061985532	0.2892103506	0.0935557952
à	0.00665249972	0.006789358172	0.01538713934	0.019881908674	0.03340427348	0.042897149	0.2819936394	0.4123507052	0.180643352
g	0.007668522426	0.011927304292	0.024729889194	0.025927585764	0.0181061936	0.05396174	0.194969946	0.537197444	0.1255113582
n	0.005206556434	0.005617246598	0.008760059522	0.016377900332	0.02213794924	0.0375369023	0.20502756	0.496531254	0.202804573
o	0.0100239757258	0.0055586822706	0.013093872628	0.008557275992	0.0368516351	0.0721497	0.203908976	0.46620819	0.1836476488
</S>	0.00918805473812	0.0101896255884	0.009466256024	0.0113847103476	0.01216901381	0.01970958452	0.0487558334	0.4549333448	0.424203478
