 	la	casa	la	costruirono	i	muratori	</S>
o	0.722354366	0.1233886966	0.03134297119	0.030318204607	0.0301263688063	0.0316751339495	0.0307942990541
s	0.444622992	0.372182586	0.036414813073	0.035739246688	0.0343876658685	0.0359303566384	0.0407222850574
p	0.243638644	0.521220952	0.0586404396	0.03864572854	0.033666685474	0.0375366908746	0.0666507133748
ì	0.342441423	0.353067976	0.073825689	0.05345307334	0.0371709983536	0.0433098346347	0.0967310246954
t	0.1419312494	0.65460846	0.0582937552	0.0349357562896	0.0299828237385	0.0303470536818	0.0499007790534
i	0.1391554128	0.566079378	0.139333583	0.040980907092	0.032051576594	0.0394823912979	0.0429167528382
o	0.107500116	0.298350772	0.404341865	0.0393099373634	0.0357066236117	0.0407164178814	0.0740744151444
f	0.0509128048	0.106202104	0.6322644748	0.0673349947	0.034292501408	0.0346848089638	0.0743084202237
a	0.04404234678	0.1019620594	0.45374455	0.248558152	0.04658504582	0.0410141034641	0.064093680025
b	0.0467153788	0.068535782	0.517096956	0.1713599732	0.04844763196	0.045277910408	0.102566208041
b	0.025002790556	0.0762755052	0.285150036	0.393448602	0.06236590766	0.05747837956	0.100278663
r	0.052659522	0.1081543602	0.1604449865	0.328282884	0.090899176502	0.112600774141	0.146958216378
i	0.0507743874	0.1405224272	0.263226439	0.351042752	0.045012476672	0.0460601186857	0.103361449008
k	0.0451765488	0.059241061	0.4070471492	0.298219052	0.042618715	0.027685206716	0.12001233287
è	0.104645660788	0.03985904436	0.0902622858	0.482797776	0.040222408	0.0558874437252	0.1863253049
t	0.024259142696	0.036598145	0.201317088	0.4132629856	0.123682476	0.0175511851	0.1833290322
s	0.031329584436	0.04267355414	0.1533893394	0.472038248	0.0866742978	0.0483803514	0.16551460404
a	0.03250955173	0.0241092532	0.08682748832	0.493622788	0.142564111	0.0702407272393	0.15012619038
n	0.0191426446	0.02259306358	0.0368397696	0.1609551472	0.4332862552	0.0645602802	0.26262290888
e	0.0275899590072	0.0335588122	0.0582831792	0.2525618786	0.26993439	0.112901064	0.2451707314
e	0.0112858875	0.01195251096	0.02011259352	0.073172811	0.3614505678	0.219812184	0.302213535
f	0.01014508623	0.011443299136	0.01702952851	0.0778930804	0.2753019406	0.352405918	0.2557810469
a	0.025284829114	0.0278849521	0.02148429974	0.1664015258	0.248542971	0.34691051884	0.163490683
b	0.00852693798	0.00892344912	0.01644684532	0.031044775	0.1608687766	0.408724162	0.365465166
b	0.00808553266	0.0104728412	0.01684764604	0.050454551	0.1061768424	0.433319094	0.3746436128
r	0.04110452278	0.09890011146	0.034734518	0.11674133	0.184855324	0.251207716712	0.272456508
i	0.013569441	0.13749427166	0.05876691564	0.087437648	0.1000146832	0.32721363922	0.275503103
k	0.038375932146	0.040705743868	0.053337692508	0.0883143602	0.1203753644	0.371629574584	0.2872614068
a	0.125516598652	0.0211172199	0.0207647119	0.0602018448	0.0750990948	0.395423690867	0.301876995
t	0.02495147926	0.02549631963	0.042005165706	0.07445695848	0.0994909438	0.51692390478	0.2166752476
ù	0.06117485156	0.06423748584	0.02983438726	0.06003542086	0.0985231578	0.38661168292	0.299583024
r	0.009126721858	0.01084005494	0.0357160856	0.0531210156	0.0911233616	0.350053256	0.4500194988
i	0.0126277768	0.014014308964	0.016967886499	0.030300651166	0.08439898048	0.442305138	0.39938524
</S>	0.012120060908	0.012504944826	0.013167718648	0.023346179632	0.07267327954	0.289088676	0.577099164
