 	non	aveva	dove	a	stare	</S>
e	0.789403958	0.059929170152	0.039421692924	0.035156787202	0.038037196742	0.0380511201219
n	0.665000052	0.131201842	0.05023298262	0.0536626448146	0.0554385324671	0.0444638253357
ì	0.210383362	0.438720206	0.09861969312	0.056921070078	0.0836401489119	0.111715543318
c	0.1803731064	0.590140488	0.099195764	0.04175781494	0.0420396319716	0.04649324768
h	0.0836430964	0.341644424	0.289759484	0.0785196596	0.053020095206	0.153413429322
e	0.08073280088	0.257759248	0.431051152	0.1117141848	0.0537138719	0.065028711926
p	0.0372904358	0.145121648	0.480117828	0.1669565554	0.03234210126	0.1381713149
u	0.0259871698848	0.05746064706	0.457439076	0.215371546	0.143691128	0.1000503268
s	0.02335389834	0.0334544419	0.16330789	0.446782762	0.1790200234	0.1540810154
t	0.01239503846	0.01507696998	0.1282453072	0.409233102	0.3247208084	0.1103287876
a	0.005293567144	0.00641111718	0.0567996312	0.31549455414	0.5186785428	0.0973225608
s	0.007397174517	0.010284905296	0.02134319026	0.15830769168	0.573597546	0.229069604
ì	0.0120873094944	0.01652274539	0.02298416772	0.1763447818	0.373324562	0.398736508
</S>	0.008422154742	0.00852125266	0.02735164208	0.0554764226	0.596004146	0.3042245412
