 	se	avessi	visto	le	nuvole	avrei	capito	che	pioverà	</S>
a	0.748940372	0.0612387622	0.029791827494	0.02305626926	0.02254844157	0.0224728339448	0.022509323485	0.0224093118289	0.0239440068424	0.0230888544445
n	0.610189414	0.1440696594	0.036794506526	0.0279779841114	0.0273216834294	0.0267569257629	0.0273688036123	0.0313458212047	0.0367896310239	0.0313856737419
ì	0.1254437772	0.357162972	0.1963842752	0.04640587014	0.037333074546	0.036423422014	0.0351031303279	0.0389561646308	0.0584047698549	0.0683826611207
c	0.0688428668	0.411947308	0.3208783832	0.0483433452	0.026693951712	0.0259151798113	0.0214960434115	0.0237622540577	0.0258055456193	0.0263152604625
h	0.0672819476	0.354780194	0.31064037	0.0706404598	0.043928035608	0.0424340434721	0.0223713462214	0.0257419855154	0.0305518955449	0.0316297260613
a	0.2256813094	0.273457326	0.2275125834	0.07789715108	0.0464365344836	0.0311683478337	0.0260896270546	0.0303725896298	0.0324525312473	0.028932005697
d	0.0596941106	0.131737389	0.522410402	0.1091745908	0.031776977392	0.0255630212019	0.0256530527516	0.0271833528092	0.0333948426098	0.0334121345732
ò	0.049721679544	0.0992691326	0.453044358	0.147019115	0.07653970814	0.030927261644	0.027316103578	0.0317544902755	0.0370810763971	0.0473271540984
n	0.04941714192	0.119573404	0.329354686	0.327816284	0.04510738994	0.0246589427738	0.0213484938088	0.0227600930118	0.024816626115	0.0351470066924
t	0.03926169024	0.0823907876	0.415756362	0.2517226528	0.06751701774	0.031886936318	0.025399185612	0.0246934554296	0.0270989419345	0.0342729251946
a	0.18950173012	0.0846697208	0.221077972	0.215482854	0.113341817008	0.058407164291	0.026626783522	0.0277280042274	0.0328327628243	0.0303310657362
t	0.0349860149	0.0428086665	0.1353981182	0.507448484	0.1217184226	0.02748040071	0.0259487169432	0.0319559726038	0.0329417685422	0.0393133659843
a	0.0403318796932	0.03729622996	0.073940872	0.457788714	0.1834487526	0.0374775403	0.03212032397	0.0314106583178	0.0387859379572	0.0673990551795
s	0.0352468039	0.04661467528	0.072220885	0.386942208	0.266687478	0.03338290966	0.027666781626	0.0330028211654	0.0336551657449	0.0645804121868
ì	0.0266293638445	0.026764987692	0.0423224638	0.3176883114	0.290482104	0.067958241	0.04123818126	0.03511116184	0.0430426592902	0.108762408285
n	0.02213208372	0.0348521078	0.0599875914	0.2088513606	0.362409602	0.11949087	0.03521013792	0.0306327528743	0.037981668452	0.0884519602342
n	0.025076886874	0.02879502146	0.0499700452	0.271701768	0.324265172	0.1127479128	0.0332599906	0.0266283583982	0.0284022344834	0.0991522316856
e	0.029440281752	0.03543236502	0.0365772504	0.169544563	0.3076497828	0.15950731	0.049791155428	0.0484710001734	0.0467916476808	0.116794711167
f	0.019502123702	0.02095926126	0.02568380976	0.0807924894	0.206604022	0.258083882	0.146654252	0.066485277356	0.0519035457112	0.123331303068
a	0.0410096320474	0.03200028136	0.0325467522	0.134743145	0.2146169672	0.2139059082	0.07157825494	0.0631268602	0.063063946532	0.133408273572
ì	0.01879495584	0.020394844453	0.02275980792	0.0449153652	0.1893192544	0.3083388956	0.143562442	0.04572844182	0.0329012005759	0.173284858192
c	0.016244803058	0.01554433693	0.0203237493	0.04837990574	0.2147668306	0.3426266412	0.140051795	0.06222116678	0.0445261602032	0.095314778264
h	0.0228591727552	0.02114778232	0.03082435092	0.0539826022	0.1331085284	0.3428315314	0.1405427212	0.07572268346	0.0544115269642	0.124569213777
a	0.098095550297	0.037232897104	0.032210988108	0.0609300334	0.168999819	0.291159209	0.0809813166	0.059116058	0.055094986174	0.11617916424
a	0.009630390084	0.010369930474	0.01239894101	0.0146908516	0.0456198358	0.12505825	0.405154203	0.143573422	0.058469298504	0.175034852
n	0.0127878062985	0.012271757206	0.0121346243	0.01684150066	0.047984111	0.122668917	0.2717943406	0.218297938	0.09022351772	0.1949954866
o	0.0238561496092	0.020373203918	0.023212470666	0.040022839328	0.07789959988	0.1592544512	0.276635536	0.194302002	0.0757960662	0.10864748094
ì	0.0195863474402	0.015826288764	0.01264320518	0.02337984868	0.0413496296	0.0471541076	0.169176926	0.31093185	0.156818099	0.2031335372
s	0.011220045666	0.01354447406	0.01475688942	0.02348829504	0.0629579167	0.148728839	0.193920828	0.2248969856	0.184855741166	0.1216299012
o	0.016275290432	0.0154032121	0.01186848578	0.02555373112	0.06026229612	0.1522229124	0.1619061705	0.31157732	0.1160679558	0.128862522
n	0.0112989031534	0.011073032164	0.01183654156	0.01535301296	0.01902934984	0.0257976521	0.08900947552	0.2605340654	0.3060583	0.2500097076
t	0.007861034766	0.00889678732	0.01043855366	0.018486957096	0.027878089128	0.06521997786	0.0854868256	0.298760912	0.308639566	0.1683312238
a	0.061330812566	0.00823657506	0.00798751956	0.00968284916	0.01441188466	0.02971596416	0.06706950972	0.331913374	0.2426881368	0.2269634536
k	0.005436163906	0.00598517698	0.005940304128	0.006428831803	0.009251424656	0.01688659853	0.04696895608	0.199070684	0.351631774	0.352399856
a	0.00920264327	0.0038142871	0.00393528683	0.014700559886	0.02056904174	0.04511273304	0.0445102468	0.183840366	0.373147794	0.3011669808
v	0.0066010064308	0.007095709746	0.007094208203	0.0082118607246	0.0110418080816	0.0173443445	0.03013501568	0.0955719708	0.48267231	0.334231764
r	0.0093741668548	0.004441641724	0.00405841992	0.0170925223596	0.027187093572	0.04221290875	0.0435190288	0.1063667154	0.35580229	0.389945086
è	0.0081897235426	0.017359807698	0.00935830738	0.020912437742	0.056834473482	0.021642171648	0.01495773626	0.1253148286	0.431390802	0.294039732
c	0.00542411977	0.00593029666	0.006051782412	0.0071367441208	0.009811317308	0.0162705743	0.0292468348	0.0504735588	0.465977174	0.403677494
h	0.012272263188	0.013820086296	0.0168202834894	0.0290880449358	0.0401987079134	0.0512093225	0.06772348986	0.096191842	0.35811867	0.314557272
i	0.0117632360663	0.0504444925612	0.0469637171876	0.0160079677896	0.0402741033128	0.018784534168	0.020156455688	0.095559096	0.279538018	0.420508274
</S>	0.0042502316772	0.0127598570404	0.0115061070574	0.009060751067	0.010503083998	0.019610054062	0.02441675238	0.040565617	0.3372358536	0.530091654
