 	se	vieni	ogni	sabato	ti	compro	il	pane	</S>
a	0.692143342	0.1260853435	0.03021332612	0.02565319106	0.025049674586	0.0244975895642	0.0244431184306	0.0262971876042	0.0256172196425
n	0.354852375	0.2916023872	0.16633172162	0.030421979058	0.0299430535615	0.0293897450832	0.0331635879223	0.0312070353576	0.0330881390255
è	0.1922771214	0.1916281514	0.314150164	0.05904715624	0.04500017418	0.0391133792104	0.0438663869522	0.0501577377631	0.0647598153768
r	0.1142536336	0.1668279862	0.4439582568	0.11934780826	0.03048428262	0.0263470234676	0.0286090505308	0.0303220120797	0.0398500094162
k	0.1073064696	0.226959724	0.370528464	0.11837985712	0.03234230263	0.0261592557422	0.0270824354088	0.0401061456081	0.051135426625
e	0.1976053752	0.153981887	0.303258947	0.1567536834	0.0463324924914	0.0312446197772	0.0343162667153	0.0319306376691	0.044576108307
s	0.0582253172	0.1271391096	0.391410466	0.2271737562	0.05254665676	0.0306454436286	0.0305822992053	0.0331575056817	0.0491195009769
e	0.07724502248	0.11940432148	0.323521004	0.218330398	0.05704827022	0.03654196362	0.036439585934	0.0585205065065	0.0729487363631
k	0.0753085704	0.0949564432	0.261520672	0.275679202	0.1160766086	0.0290853031932	0.0265019058603	0.0300540824696	0.0908169301088
u	0.0644114780368	0.09151583978	0.1939923953	0.3227008232	0.1447981328	0.0393665124	0.037140783492	0.033740587906	0.0723334438929
à	0.0562421832	0.058046805	0.1524272308	0.25237166	0.269991174	0.04436631432	0.035719323926	0.0344563564055	0.0963788562798
i	0.025337818807	0.030278686272	0.084270515	0.37703567	0.3159658068	0.0381785662	0.04345808122	0.0222367873832	0.0632380710149
s	0.029506600861	0.028907720998	0.04224032872	0.2970177764	0.271575939	0.1272218644	0.08436240714	0.0340335788673	0.0851336903808
à	0.0312263202806	0.024425972468	0.01826465952	0.2534013242	0.2135834792	0.2076958038	0.08719866868	0.05090167166	0.11330210382
m	0.025476526042	0.0268375009	0.0439264504	0.173933952	0.210234375	0.272338708	0.08674309188	0.0425401446	0.117969217979
b	0.016178946592	0.01905070068	0.027996967348	0.1738555312	0.1890775514	0.2482930074	0.123415492	0.08671322836	0.11541850996
a	0.029158575946	0.02145412866	0.044570134	0.19609925	0.2317084528	0.259719499	0.0722852626	0.052345844856	0.092659087997
s	0.016470908604	0.01692962492	0.019045581834	0.03726199846	0.0915089716	0.332131536	0.287291838	0.0603336443	0.139025997
u	0.0137074588729	0.013041283517	0.01384741367	0.05095568546	0.06732527076	0.420708432	0.226278508	0.0552051558	0.1389308783
v	0.01289610193	0.0131873123714	0.013980711456	0.02480538978	0.0411261598	0.1520613	0.402829506	0.17540333	0.163710248
o	0.0115651020986	0.0123306089591	0.011061432352	0.02552873292	0.03123264606	0.170003184	0.236761658	0.296008176	0.2055083628
r	0.008598365271	0.0089011440264	0.009779981036	0.014519242728	0.0242554199	0.071618206	0.316614232	0.382600423	0.1631128564
à	0.00644351089174	0.00685277146734	0.0066266073514	0.01325076814	0.018765437468	0.074530817	0.187118566	0.526910844	0.159500635
z	0.0066492802664	0.00676715011416	0.009198697132	0.015587994	0.02889232354	0.0528047064	0.190948722	0.398225206	0.2909259868
o	0.0065218141048	0.0064073226228	0.007767222334	0.0217114096	0.021520662486	0.0459750327	0.212414576	0.431358356	0.246323608
o	0.00593327674528	0.0060994583844	0.006391403186	0.008529816024	0.009759618468	0.0176377406	0.0862309544	0.515713124	0.34370452
t	0.00684200644532	0.00682770588608	0.007939045454	0.01141431972	0.013202274652	0.02025536198	0.1266159914	0.547274348	0.259628778
s	0.0076669397946	0.00780643497528	0.0057096195492	0.017869712114	0.020437534076	0.04384767254	0.1058935472	0.633102	0.157666342
o	0.0017126964394	0.0014437567068	0.00640470187	0.01383333258	0.0123997266	0.0256464164	0.0940657068	0.653029298	0.1914644038
m	0.00619320057	0.0060691051828	0.00694132688	0.04093371666	0.01155563124	0.01580673498	0.0843028064	0.431484742	0.396712796
ì	0.0047595523102	0.0050804307116	0.00562425144	0.0148732582	0.01435977661	0.0267532041	0.0860410862	0.49512457	0.347383868
</S>	0.0063172125806	0.0065153123096	0.0072589793458	0.010914275146	0.014838684212	0.0226681807	0.0762941584	0.543324164	0.311868996
