 	il	morto	vuole	pianto	</S>
t	0.81492412	0.051031358	0.04558250204	0.0443191030934	0.0441429296522
o	0.715262286	0.1230542812	0.046010765106	0.052127996093	0.0635447436875
n	0.466385746	0.360628316	0.048260101881	0.0671201187074	0.0576057616059
a	0.166015164	0.601077622	0.066358401	0.04617797894	0.120370761217
p	0.27897177	0.491851374	0.0766731866	0.080015295058	0.0724882953232
e	0.146004262	0.54788395	0.10590058	0.065716921226	0.13449423058
s	0.210847592	0.474068116	0.1267880992	0.09532870768	0.092967472004
a	0.104561258	0.482952606	0.099358042	0.050652641552	0.2624754716
m	0.1152912816	0.421038024	0.234801027	0.10705460414	0.12181523374
m	0.0664502511	0.3481392828	0.176341696	0.11305628214	0.296012494
è	0.188803328	0.266994036	0.234865482	0.0617261572	0.2476108922
n	0.077689612	0.2185690932	0.4091766026	0.020520151286	0.27404435228
o	0.098668887	0.227739684	0.352816746	0.10807262064	0.2127020452
t	0.054477194	0.1071234414	0.442507102	0.225458246	0.1704340244
è	0.021068331352	0.0440357516	0.4170156282	0.1233734968	0.3945068394
l	0.0348375642	0.0583043664	0.479655916	0.1865073416	0.2406947638
i	0.01315381972	0.03777370446	0.4286015788	0.1629381452	0.35753287
g	0.022276324332	0.02749591452	0.08588099272	0.4818783812	0.382468404
l	0.01393147061	0.04703072202	0.1691885768	0.2793085728	0.490540814
e	0.04324055904	0.06929722546	0.1336120194	0.3043261474	0.4495240916
m	0.01393513276	0.024838302128	0.030479934	0.433285928	0.497460678
m	0.0119844762712	0.034711451926	0.07139720366	0.294846702	0.587060146
è	0.047459037408	0.039628333174	0.05727924912	0.3045177412	0.55111549
n	0.01939272828	0.072123093688	0.10228885858	0.321434036	0.48476112
o	0.019601797594	0.03665084532	0.085385318	0.4015862	0.456775832
</S>	0.01834429455	0.021412614368	0.0280063756	0.338194932	0.59404179
