 	sicuramente	stanno	ancora	svegli	</S>
s	0.60918969	0.108093690028	0.081308836482	0.114293618799	0.0871142891798
i	0.624253842	0.12310964054	0.0832228897973	0.0553382917388	0.114075430253
k	0.671214232	0.08183639651	0.101888888384	0.0600442286227	0.0850162364338
u	0.595919856	0.1576421778	0.05431068524	0.059154047978	0.132973340791
r	0.719706466	0.083822583	0.0584536653864	0.0466985567251	0.0913187324778
a	0.539335056	0.2690678794	0.0399667386	0.07856969209	0.073060678528
m	0.533855782	0.2861008056	0.0597546330906	0.0430692418627	0.0772195970485
è	0.310442338	0.384237158	0.096533869	0.099209634162	0.10957716312
n	0.32640088	0.4619255088	0.0436964775	0.031085914018	0.136891126299
t	0.376658544	0.39060544	0.04844359248	0.053797970878	0.130494541347
e	0.361213064	0.326543112	0.10275368076	0.0767717791168	0.13271823574
s	0.147247341	0.536209504	0.1438753026	0.04114460705	0.131523221164
t	0.1413368834	0.536619944	0.0837820516	0.076928756678	0.1613323388
è	0.263516069	0.354625074	0.12530660812	0.045546005592	0.2110063042
o	0.082202524	0.493947596	0.2360637348	0.037794199	0.149992084
n	0.0541106682	0.286228908	0.394132248	0.08518089608	0.1803472655
e	0.1158067788	0.3164391214	0.278600652	0.077230628952	0.21192270868
a	0.0708134087	0.1070513008	0.527939766	0.121256684	0.1729388642
n	0.04104556916	0.113236643	0.4349517	0.2480993944	0.1626668878
k	0.05602094088	0.1275662404	0.455524136	0.1602746742	0.2006140266
ò	0.14022975296	0.1009986676	0.2381446227	0.1011705452	0.419456316
r	0.0363905288	0.101903742	0.243327753	0.332875338	0.285502826
a	0.0474799827	0.094749525	0.4535006572	0.1549898554	0.2492799254
a	0.0663661234	0.0770741676	0.24239461	0.217525164	0.396640011
t	0.0318015428	0.04632356648	0.1059955264	0.4560925928	0.3597867748
s	0.02061021004	0.05336702564	0.12944670472	0.374570826	0.422005267
ù	0.067490680476	0.03628849888	0.04558874376	0.23907159606	0.611560502
n	0.0218009992	0.0314502654	0.078062444	0.534775452	0.333911042
n	0.016126230552	0.03267819976	0.11131637896	0.53200511	0.307873908
i	0.038957993044	0.04051583752	0.0648514167	0.358854652	0.49682017
t	0.029042352204	0.11884150282	0.05198875504	0.45374682	0.34638063
i	0.0499775118424	0.08621224206	0.02543022796	0.365780209	0.472599786
</S>	0.022426114086	0.024726351446	0.02959580446	0.3094375884	0.6138140888
