 	loro	non	vengono	non	li	aspettiamo	mangiamo	</S>
c	0.68378018	0.15460908492	0.028200288032	0.02679183707	0.0270819434988	0.0260677961552	0.0265147585714	0.0269540636866
ì	0.56189972	0.1103667018	0.0890740309574	0.0545995862813	0.046499084465	0.0390190818668	0.0302322599385	0.0683094767866
n	0.549959284	0.2351511826	0.059254373358	0.0345802938019	0.0300527996052	0.0283414603216	0.026770548661	0.0358899072819
i	0.395375565	0.344507416	0.09625795026	0.036796056081	0.0329582794502	0.029050811697	0.0286336693745	0.0364203604311
e	0.182421944	0.500279888	0.14421539542	0.0383997372486	0.0382663337611	0.031098081504	0.0313965271305	0.0339222087132
n	0.09339202454	0.2545237232	0.375593718	0.093528994842	0.0619452838	0.055611233496	0.0288066301669	0.0365985985451
è	0.0891788556	0.134161508	0.457523471	0.1144361185	0.0701538692	0.0356466071	0.030120627674	0.0687789891262
r	0.138238947	0.1168766778	0.3934100048	0.20125876732	0.0476547985	0.02762864918	0.0266386379344	0.0482933900338
k	0.0446509496	0.07717329706	0.518513614	0.13941168604	0.0987349018	0.03105563444	0.0233751888949	0.067084723686
o	0.0400016322	0.0928477452	0.53536552	0.0833849754	0.11496786216	0.041379562956	0.0379022356335	0.0541504567603
t	0.04749941332	0.0578980156	0.213360645	0.356856684	0.212949838	0.0338690856	0.024528396884	0.053037839456
t	0.03086573042	0.047984699544	0.3042751112	0.224545816	0.218718284	0.0421453058	0.034816092812	0.0966488878428
e	0.05263175018	0.06901648577	0.214818282	0.240539236	0.232127466	0.0579341265	0.05595937904	0.076973245836
e	0.0388939066	0.0264342783	0.0618839728	0.3469141208	0.28493763	0.077817193	0.0419576002	0.121161244766
t	0.01489309974	0.01694477484	0.0330626588	0.1920595602	0.37996261	0.1815370206	0.076551907	0.1049883862
u	0.014860988	0.02131436	0.0669560724	0.0719228192	0.42381961	0.176087957	0.07291908654	0.1521189728
s	0.01594898524	0.01265427104	0.0227237478	0.0771855216	0.211718934	0.3035854212	0.2042902132	0.1518929036
m	0.0179542222	0.01344514498	0.03376338476	0.054594805	0.158732292	0.269638456	0.1944459952	0.257425686
è	0.050454676194	0.016274412304	0.03047035666	0.0359851758	0.1127608766	0.1142260276	0.2137021076	0.42612631
n	0.0132536443	0.00885605076	0.0468394864	0.0540617718	0.1434261102	0.1671345838	0.2171554	0.3492729492
o	0.016788114568	0.018723779492	0.0319044392	0.0773074244	0.1401931928	0.33931406	0.147017383	0.2287515692
m	0.0123022672	0.0123650556	0.01366787854	0.052051825	0.0520638567	0.218275696	0.278687748	0.360585698
e	0.004742159212	0.011648912816	0.01828967758	0.027029055614	0.0858492174	0.1644495474	0.373284958	0.314706403
t	0.006371532988	0.0085141396306	0.010073155104	0.01321255378	0.02560973576	0.0945305448	0.484734588	0.356953846
r	0.00393534277	0.009641029758	0.01533019252	0.011950468152	0.03557605193	0.084230511	0.44927591	0.3900604294
ò	0.002085956872	0.0061002495426	0.01155542722	0.00701391312	0.009514306	0.0388773226	0.475425467	0.44942746788
m	0.0064063266032	0.008878269666	0.00887315469	0.03569036464	0.021858075524	0.1228559008	0.419350382	0.376087564
e	0.005378532742	0.010384538984	0.017707952202	0.02702314876	0.04816350744	0.080078089	0.461698528	0.349565742
</S>	0.0086128664536	0.011071721196	0.01068978134	0.017272242566	0.01493545782	0.0510227518	0.300298202	0.586097014
