 	non	mi	aspetti	che	non	vengo	</S>
m	0.57557023	0.070590764144	0.22614633112	0.0309031191782	0.0318623690711	0.0322312620178	0.0326960334372
ì	0.2423432994	0.04280882212	0.07196707402	0.118332470546	0.04766076966	0.275505938912	0.201381557445
m	0.327064293	0.26778062194	0.2041430554	0.057286809868	0.0331266700656	0.0584074430081	0.0521910646649
e	0.2044859228	0.1235517292	0.10704400158	0.0960802938	0.0389573544492	0.280532374399	0.149348274874
m	0.1785082826	0.3083100352	0.29697305472	0.10712874808	0.0350478130502	0.0359109888663	0.0381209901259
ì	0.0330799096	0.2154012258	0.044025542	0.1614303292	0.03908401936	0.3150303934	0.191948511148
n	0.1183828758	0.1401775752	0.1813378336	0.377108336	0.0286592448	0.0476399691	0.106694065209
e	0.07863119462	0.160927539	0.164343222	0.3567947994	0.056398815	0.09380952842	0.08909497047
k	0.02971470352	0.0472720624	0.083311678	0.481808552	0.198207634	0.068151847132	0.091533546524
a	0.042031784104	0.068012102828	0.0484126764	0.4695402632	0.0623745886	0.093143264	0.2164851315
e	0.021980067206	0.03687717394	0.0389294477	0.221777243	0.3594772474	0.09658987386	0.224368958
n	0.013516179536	0.0161315002746	0.02510992102	0.148621128	0.4303916592	0.1776276402	0.188601931
è	0.02538376666	0.0244633838	0.01955531626	0.0676225956	0.201286206	0.397112998	0.2645755452
r	0.0300798774698	0.0197887066372	0.01691292426	0.079248146	0.15015631734	0.424375518	0.2794384762
k	0.01967073046	0.02330519414	0.02380672842	0.0782015666	0.2251974248	0.383215924	0.2466024168
u	0.014568853475	0.13162676322	0.02531791684	0.05369597792	0.14282771652	0.373263129	0.2586996568
m	0.0140025505616	0.02679679706	0.03032865612	0.02763740694	0.09684879732	0.29768773	0.506698212
e	0.00992976624166	0.0180891657544	0.0126969526536	0.028833653662	0.108400842912	0.556659432	0.265390144
</S>	0.0128453359107	0.024946002768	0.02498706652	0.023571532488	0.0909113638	0.287577318	0.535161422
