 	i	bambini	non	possono	mangiare	non	possono	mangiare	il	gelato	prima	di	mangiare	</S>
a	0.661003632	0.120249552	0.022755418	0.0185824452308	0.0177452383478	0.0183420785432	0.01783359734	0.0175791736438	0.0175964436685	0.017519837094	0.0176075182521	0.017658939002	0.0175991478532	0.0179270676782
p	0.359053788	0.359829928	0.025729602032	0.0214789620993	0.0199519420633	0.019498547464	0.0192276104776	0.0204525552218	0.0203295443501	0.0219326077125	0.024851879522	0.0240565092159	0.0319018778346	0.031704520593
e	0.355610936	0.24607321	0.0522580164	0.0438635672	0.024815842512	0.021323603806	0.023984779872	0.0282279783708	0.0254317168368	0.0284342169835	0.0253703908786	0.0256176156899	0.0485714087395	0.0504166143835
t	0.222987306	0.4498868928	0.05120802176	0.027753378774	0.0241349443778	0.0217644546375	0.0206816020695	0.0212500785837	0.0210217998988	0.0217845538656	0.0235935288482	0.0226292983946	0.0349242521546	0.03637992681
ì	0.201727204	0.3288567868	0.05031624354	0.063542029	0.02656451326	0.01945615458	0.0352350148234	0.029916019921	0.0279320855315	0.0378242980418	0.0299027820535	0.0285222665637	0.0492976760206	0.0709072058005
a	0.0955399694	0.410123302	0.1777775326	0.06627233712	0.0227340892006	0.0161311020734	0.0226036380263	0.021854992674	0.02186884301	0.0392061347507	0.0288515144224	0.0222200128462	0.0217020050463	0.0331147006567
e	0.079983217	0.2373982196	0.308919168	0.1105699148	0.0242666105644	0.0231252638592	0.0198978927569	0.0241049987191	0.0203372934226	0.0284665460762	0.0246301343133	0.0256408427845	0.0327947477017	0.0398652357355
s	0.0882965739	0.146031587166	0.2483740372	0.233914614	0.02756230754	0.02529808098	0.0208691015656	0.0263316292398	0.0213252982748	0.0284300707814	0.0244307024767	0.0268182787563	0.0393509784114	0.04296667315
ò	0.1069724266	0.11883505626	0.07373861388	0.284354105	0.063167531	0.0277093718	0.0475233028	0.0338984174346	0.0316732943237	0.0400559451798	0.0287064527046	0.0281717518707	0.0425228476896	0.0726707324076
z	0.0465543754	0.10687224208	0.171908898	0.3945026896	0.03620258674	0.01666328162	0.0214838150308	0.021493523515	0.0258377084371	0.0427183436846	0.0340230213679	0.0200001720024	0.0211112606142	0.0406282413647
u	0.05612192288	0.05228141968	0.1190623536	0.328368134	0.1195215874	0.037135326524	0.071268952312	0.0308301140358	0.0256815396682	0.0336538051304	0.032250240597	0.0238889480419	0.0301862798487	0.039749398831
n	0.05242057308	0.058745898816	0.2362013052	0.1572666372	0.2042570782	0.0540520972	0.03350413117	0.024949148821	0.0222474824107	0.0362812516167	0.0225392534618	0.0204312139379	0.0239910431192	0.053112992713
e	0.0352985921948	0.044072835934	0.0821481948	0.180198534	0.280973556	0.065884315	0.081952524	0.0355432176	0.032499840784	0.0250884984873	0.0247379402014	0.0288192962603	0.040522407163	0.0422601067128
f	0.02546453102	0.027236710956	0.074093078	0.06487112932	0.222394387	0.218219273	0.092008995	0.025825886594	0.020067888246	0.0284601584406	0.0207737769671	0.0230759221088	0.0519287513088	0.105579399835
à	0.0550015681736	0.047155934964	0.02840734134	0.1059423992	0.2519445286	0.0679995324	0.149551792	0.0444636592	0.0401027826	0.0291632400936	0.0297046201826	0.0475294988475	0.0537961179213	0.0492369775748
i	0.020495631746	0.02531182436	0.066627891	0.0665148674	0.204303252	0.1294612528	0.2333612586	0.02152281252	0.018962788592	0.0394275411121	0.033210076979	0.020477286325	0.0176748878334	0.102648521796
e	0.0135445620692	0.015459929952	0.0275265979	0.042101436506	0.205935684	0.26148854	0.148083621	0.0375172218	0.02540641384	0.0150526937434	0.0204906312248	0.0318545893011	0.0447741624503	0.110763793111
s	0.0197262249154	0.02604270862	0.024553589664	0.040471027267	0.093906111	0.238996837	0.2161676882	0.0501838086	0.03803553594	0.016781095117	0.0277471501234	0.0570926387294	0.0514206558631	0.0988751688275
ò	0.0151742855232	0.018149080788	0.01465679194	0.032257042	0.075621545	0.0966368734	0.2679758288	0.1271147534	0.0954906648	0.03535807046	0.0464192308728	0.057945026589	0.0603910814748	0.0568097997786
z	0.0160232711304	0.018399526017	0.037195225386	0.030036706608	0.0907109512	0.1251682714	0.2914483104	0.0970831468	0.0575242902	0.034154430462	0.0535386988176	0.0534490387528	0.0382359649832	0.0570320774333
u	0.0143264397816	0.014572739792	0.021446295026	0.02956247412	0.0624016046	0.1044586174	0.248220889	0.1568524258	0.0753461458	0.1074404752	0.0296151474526	0.0394308903123	0.0368473979528	0.0594782556742
n	0.026631987516	0.026880494932	0.028536931284	0.0302534824706	0.05224364522	0.1031101191	0.0671872748	0.2530235428	0.1454979887	0.02429271474	0.0189945512316	0.0230495854164	0.0595796567281	0.140718069605
f	0.016981140126	0.02023595325	0.0227135317382	0.033121914616	0.03802753596	0.0606348542	0.0985493152	0.2038928048	0.2158179726	0.0645161565	0.043120085284	0.0528564047868	0.0468251207467	0.0827071439431
à	0.0184291927936	0.01355353596	0.0100208927834	0.013700322108	0.0206016862	0.035007796	0.069427803	0.1459143292	0.2279808572	0.1755251548	0.06612556992	0.069524784814	0.0524608695578	0.0817271747849
i	0.01279560958	0.01394926418	0.017057777606	0.01757928764	0.040913954	0.08400788046	0.09802606212	0.1666965694	0.2136981274	0.0500007822	0.03163433538	0.03081015542	0.0626881982244	0.160142001686
o	0.0090095283212	0.009639622328	0.0110268496658	0.01261666212	0.0209879237	0.05458601628	0.04961004126	0.16723311044	0.2978419084	0.05631346	0.02596765854	0.04124577128	0.109384502412	0.13453715114
g	0.0138668311388	0.015898198992	0.016732208612	0.020752758091	0.023688782973	0.052297193141	0.054110159344	0.166265196194	0.23432836072	0.06473569368	0.015489544026	0.0344327238	0.136577845172	0.15082443342
e	0.0100414476074	0.016448238472	0.0130699905637	0.03298641234	0.02393928446	0.03358959704	0.0627478459	0.07912603486	0.16939924312	0.117253891	0.04684066794	0.088967647	0.10133067208	0.20425908688
