 	vuole	vuole	mangiato	caldo	</S>
t	0.815988136	0.0502515307	0.043461738506	0.0475463922007	0.0427523111888
è	0.750333728	0.0928389348	0.048110385716	0.0550029445665	0.0537141653801
l	0.635830338	0.216764315	0.050029618058	0.0500826163237	0.0472930223579
i	0.443240698	0.341946972	0.067086053	0.0527752052354	0.0949510914174
t	0.26626689	0.550900734	0.068864347	0.0584828237791	0.0554851584157
è	0.1096413826	0.540041668	0.1364103571	0.05746942889	0.156437102399
l	0.112672937	0.536332512	0.2344039074	0.043257155952	0.0733335426603
i	0.0641984872	0.515136158	0.140932934	0.0456517593376	0.234080702734
f	0.05334866716	0.124504048	0.634693628	0.0737805059	0.113673203364
a	0.04231599092	0.1667311536	0.373546576	0.1758315376	0.241574645
m	0.04314979356	0.0617393578	0.4954185634	0.2113496436	0.18834262334
è	0.01449081812	0.03600312534	0.293527382	0.414964492	0.241014356
n	0.0397412782	0.1056126212	0.2533846448	0.293865346	0.30739615
o	0.0303951934	0.0558170076	0.3555738236	0.253419951	0.3047939996
t	0.029675693246	0.027127457786	0.0826345612	0.519270376	0.341291862
r	0.00913603942	0.0165777627	0.0695077092	0.574302376	0.330476111
e	0.01122224382	0.01218882202	0.0333485174	0.498994332	0.4442461064
m	0.011554050332	0.0108378388	0.0431769146	0.3732546832	0.56117648
m	0.006290899173	0.00837442326	0.04641269032	0.486963342	0.451958734
ò	0.0211667899842	0.013289261694	0.03816899746	0.60932303	0.3180519244
</S>	0.01638096948	0.042767036314	0.052264315	0.41842285	0.470164842
