 	ti	dico	una	cosa	però	non	parlare	di	queste	cose	con	Maria	</S>
s	0.760611889	0.03360348544	0.02044259714	0.0195665115114	0.0183015043356	0.0188634127264	0.0182676741362	0.0182337529221	0.0182356976253	0.0182398181019	0.0182746196978	0.0187261487378	0.0186329330678
u	0.561969716	0.0979818496	0.051593735186	0.0280538504491	0.0294913111655	0.0190104663658	0.0275383126042	0.0264867886019	0.0305847710021	0.0292064824004	0.0250199682002	0.0447613826001	0.0283014200002
l	0.354304626	0.327681216	0.0473636563	0.0295584693647	0.0268718147826	0.0268260536424	0.0232803943394	0.0236982395991	0.0235541652185	0.024528928667	0.0250381768925	0.0308434040274	0.0364509967552
è	0.2322413168	0.365125544	0.0729789661	0.04071133994	0.0282262797	0.0223456193024	0.0285805602201	0.0305863183514	0.028013432225	0.0256226608332	0.0274060982574	0.0422315905701	0.0559303185235
o	0.150316289	0.38736776	0.2239743868	0.023367870868	0.0266064050786	0.0178838092976	0.0237368295775	0.0240505773992	0.021458395745	0.0234062225052	0.0256695027255	0.0267575155018	0.0254043806948
è	0.069854819	0.33498653	0.348224154	0.02782039938	0.025674058402	0.025270067898	0.022143873435	0.0229605928802	0.0224108934661	0.0230262669466	0.0225562756014	0.0261797234861	0.0288923227509
n	0.06487031148	0.207194019	0.4971532	0.02968498902	0.027577818206	0.0220267627001	0.0215598528558	0.0219343433379	0.0187502268883	0.018547998017	0.0199283782551	0.0241658322717	0.0266062709144
a	0.0607853172	0.152572807	0.448286922	0.1046054774	0.0408389848	0.023266994391	0.0219300445627	0.0238523233507	0.020858100931	0.0200631333566	0.0210067847018	0.026038351063	0.0358948276891
p	0.0637256494	0.109158705	0.468567446	0.108475572	0.0437678639	0.025427006852	0.0247506908073	0.0249342095101	0.0222880316776	0.0214117692989	0.020464301434	0.0275583429585	0.0394702463704
r	0.02909990324	0.0533456752	0.3192640504	0.222582395	0.1421271868	0.030366822428	0.02781426742	0.0284650579328	0.0266189991719	0.0257004475341	0.0256626086754	0.0303481663771	0.038604409569
à	0.03966367498	0.1148218832	0.2607708916	0.22268526	0.1377763148	0.026786613326	0.03101950267	0.026209564985	0.0247176305047	0.0214366263367	0.020981586796	0.0268626366208	0.0462677969496
m	0.0490899228	0.069446128	0.349246615	0.1620981834	0.187196425	0.02751534544	0.02288465567	0.0220099867338	0.0202358774261	0.0192414271819	0.0183205653544	0.0222956251451	0.0304192593491
a	0.0232814046	0.0345631172	0.187927296	0.2497018348	0.224072464	0.0441893436	0.0334717715	0.0328893733226	0.0287182642216	0.0230026322432	0.0256446004789	0.0353326284512	0.0572053293337
p	0.03120118773	0.0393869273	0.116963738	0.218135218	0.340077076	0.0866369318	0.026953229454	0.024412970154	0.0227246744267	0.0218096708525	0.0186081086399	0.021973134017	0.031117010835
e	0.02307928316	0.02887753738	0.0577826644	0.2954941292	0.289920306	0.0443057637	0.055281375	0.04088156934	0.0301508673638	0.0270663012969	0.027883352125	0.0374122142993	0.0418645400044
r	0.031622750534	0.0379017934	0.0810678766	0.1410113246	0.264187881	0.193738822	0.0622296482	0.03269440168	0.0274151851912	0.0266378084708	0.0202408640063	0.0312844527098	0.0499670781287
ò	0.0196667360434	0.02242637232	0.041064397	0.2183033592	0.304853664	0.0663152154	0.1116330862	0.0477845042	0.0280764292346	0.0244226749769	0.0223686791452	0.040111361066	0.0529737793861
