 	la	macchina	vuole	riparata	dal	meccanico	</S>
i	0.806023152	0.03918988074	0.0314809101972	0.0308102891228	0.0308163276726	0.0307420601814	0.0309374204274
m	0.670711804	0.134261274	0.0368075448183	0.0371418785783	0.0374317838779	0.0396997345068	0.0439460278219
à	0.487046886	0.213131548	0.1013960254	0.038706914	0.046742886774	0.0401643538471	0.0728114403764
k	0.217806504	0.58204886	0.0436964222	0.0338979551563	0.0371692067251	0.0333818668359	0.0519992690157
i	0.3139490568	0.3937399228	0.0949586438	0.03355312162	0.0403999481121	0.0554866972201	0.0679127967353
n	0.1228421	0.573643152	0.1516658844	0.035895300707	0.0358713474477	0.0408883043937	0.0391937974486
a	0.0976356244	0.455342976	0.2592915412	0.0399995268	0.0358479538916	0.04658431962	0.0652981047007
t	0.0788265514	0.254824978	0.452319768	0.065375224	0.0400641734422	0.0459260770719	0.0626631299615
è	0.0459717952	0.1375819186	0.427010584	0.0814388288	0.03843321818	0.1292815936	0.140282291813
l	0.049837316	0.122944132	0.514088676	0.1379460064	0.0384913009816	0.0527625277692	0.0839299059499
i	0.0275191445	0.1174493564	0.463934312	0.1208848292	0.0433330839564	0.071904886232	0.154974411605
s	0.043202663674	0.0693456918	0.270137934	0.3919267932	0.06194741198	0.054565713314	0.108873683443
t	0.019670569752	0.0377462496	0.3165592254	0.3249074148	0.055733662	0.1065808861	0.138802189731
i	0.053442439	0.0558663694	0.2190195114	0.288743136	0.118599463	0.09520064746	0.169128448254
a	0.02335439118	0.034183039	0.0829071768	0.42569546	0.16805824344	0.08960194394	0.17619958353
m	0.01414979922	0.02201140376	0.0492999946	0.4446958814	0.1705838974	0.16902946494	0.13022954454
m	0.01833115953	0.02757933494	0.0580495968	0.3680113606	0.250646334	0.1512228802	0.1261592936
è	0.03197826674	0.0507466284	0.0578068154	0.1675106696	0.293247292	0.130255378	0.268455146
n	0.01560240314	0.03575917824	0.11215229812	0.21578341614	0.24109133506	0.2889582074	0.09065306048
i	0.014781420418	0.029025127288	0.0644005744	0.288349782	0.237699298	0.1226118142	0.2431320406
à	0.01347014212	0.01357327426	0.02236292584	0.10249598658	0.3208171539	0.233794156	0.2934862888
t	0.00797860642	0.013668871876	0.02695635596	0.09483533014	0.2824857092	0.350688624	0.22338654516
t	0.011641197356	0.01831441206	0.02432203374	0.1141507316	0.318567204	0.370007196	0.142997498
o	0.030724243844	0.013672043574	0.02149285766	0.0952427406	0.373630112	0.279118356	0.18611967852
m	0.0097402980372	0.0113162135832	0.0120913123614	0.023813021996	0.15655178156	0.389667224	0.396820056
e	0.0084029548394	0.013982071304	0.01492472236	0.05288900688	0.240143788	0.3532382	0.316419192
k	0.0076250531014	0.0088529951144	0.010512106761	0.031597291404	0.104543554	0.453529698	0.383339302
k	0.010254987476	0.01267302804	0.013688954514	0.02931434458	0.1211568672	0.42658015	0.3863316466
à	0.006991609114	0.002310602916	0.00513585758	0.020345999	0.288615322	0.3369912044	0.3396093004
n	0.00603651164	0.007947836701	0.009860598794	0.0296763456	0.0901236502	0.42587237	0.430482744
i	0.0098126723267	0.0116430222188	0.0136429334	0.030745188354	0.1131221192	0.382320554	0.438713599
k	0.00865341907226	0.0084175976166	0.009517084301	0.01654411304	0.0581723794	0.398680832	0.500014622
o	0.0257959780694	0.030738188318	0.029803930832	0.0421991871	0.0959425374	0.34755772	0.427962426
</S>	0.0095836755679	0.0113802573976	0.0122609292	0.02347124682	0.0578048764	0.335532878	0.54996595
