 	se	vieni	alle	sette	sto	ancora	cucinando	</S>
a	0.711831082	0.1111566886	0.0332854976	0.032172135186	0.0275002904248	0.0272230607224	0.0284174942761	0.0284137900792
n	0.494933042	0.260939272	0.073380295372	0.0321694207976	0.0331289613198	0.0354212457228	0.0341147466433	0.0359129655495
è	0.2054564386	0.2002325174	0.272371252	0.067952915	0.06165081314	0.050549643176	0.0547577821608	0.087028614782
r	0.1280782322	0.193379292	0.485618098	0.05078788	0.043042041908	0.0330495158252	0.0300497606233	0.0359951040094
k	0.127771828	0.2788308772	0.377734924	0.05987505608	0.054858549552	0.0321850786628	0.0314853741534	0.0372584423486
e	0.2020976518	0.188455534	0.30965845	0.1046273893	0.0770248238118	0.0433088454604	0.0372126518348	0.0376148011528
s	0.0542524632	0.120058289	0.490993192	0.1834996746	0.034846809086	0.0451872288213	0.0321089998687	0.0390532561508
e	0.0907970032	0.096124998	0.45048851	0.173901064	0.053581952	0.03741062726	0.0396528473308	0.0580431625708
s	0.05624829	0.0696713354	0.251422326	0.436714796	0.0392522256	0.0460584268786	0.0268343964063	0.0737981518321
e	0.05403280236	0.066352875	0.213937574	0.2972614628	0.141697921	0.06058875252	0.04862617218	0.11750243198
s	0.04679809912	0.05244362076	0.1215120316	0.471287144	0.1422898588	0.068582021186	0.0276831334784	0.0694040166086
e	0.027745270394	0.03248357416	0.07848742632	0.291695382	0.320784366	0.1037627746	0.04178067096	0.10326035618
t	0.038729758636	0.04450564346	0.076050523	0.283836156	0.319284082	0.1118333624	0.039439829132	0.08632075742
t	0.018598833794	0.020656616286	0.03615964114	0.236796514	0.406406966	0.14081369526	0.05071986838	0.08984790648
à	0.0149880913788	0.01571082589	0.0450390589	0.2080342355	0.494314192	0.0631454225854	0.05106853532	0.1076998407
s	0.0176465893	0.01865784636	0.035784668	0.1225701762	0.447846972	0.2147488514	0.05862031884	0.08412463628
t	0.013949449916	0.014714093792	0.029650469496	0.1158556028	0.496154244	0.0841504794	0.038601589	0.20692411602
e	0.01858781591	0.0179305345	0.025509231	0.0965316746	0.506307768	0.121878306286	0.063485705292	0.14976901902
a	0.011752291044	0.011970484456	0.0168462726	0.0330687523	0.151609887	0.4501834656	0.08340957338	0.2411594248
n	0.0090953949076	0.0096921958706	0.012211285828	0.03265308208	0.1336602088	0.42065492	0.217309266	0.16472379348
k	0.0185649250666	0.0168515340848	0.03006190241	0.0866928155	0.1385362466	0.40384459	0.2013244576	0.1041235424
ò	0.011066314642	0.010541979268	0.093209075628	0.1245502862	0.1244945068	0.2251406198	0.15152829288	0.2594689296
r	0.004393181588	0.005065139192	0.01235108456	0.02339776152	0.0849122838	0.2229711784	0.35758139	0.289327933
a	0.0124436628216	0.0134979743154	0.01793936248	0.03831176078	0.1190287162	0.3808027086	0.158112411	0.2598633424
m	0.009990694876	0.01100237498	0.01352029344	0.01920698894	0.0257978192	0.0970761868	0.3585411732	0.46486436
a	0.031448209886	0.0171390318528	0.01423670418	0.0461711046	0.0903102746	0.2123716732	0.37060559	0.2177172886
r	0.0069253346696	0.0070474227162	0.00873930942	0.01087518506	0.01602113412	0.068654776	0.463994272	0.417742692
è	0.0092548837172	0.0090749940868	0.008952052896	0.0172801807	0.03713826072	0.067091811	0.435949538	0.415258308
o	0.0072307665212	0.0072260754832	0.011451454316	0.009616163424	0.0342282246	0.07541228712	0.48191958	0.372915313
</S>	0.0071487392706	0.0063352177172	0.00977516618	0.008851188612	0.02498559348	0.06726888924	0.380901284	0.49473391
