 	questa	canzone	venne	scritta	molti	anni	fa	da	un	nostro	poeta	</S>
t	0.710732718	0.046515028185	0.0265073436612	0.0246785330525	0.0238968289625	0.0238287552204	0.0237653689242	0.0237490373793	0.0237713896616	0.0235724867617	0.0247466643431	0.0242358704779
ù	0.612878746	0.09696282596	0.0280694702033	0.0291212903738	0.0269195674478	0.0267569654567	0.0264980311612	0.0276464739413	0.0292044093807	0.0289022829872	0.0353317777215	0.0317082642046
s	0.6273338352	0.16008698966	0.0253082874774	0.023570675106	0.0206740452421	0.0199777909382	0.0197369040451	0.02025222726	0.0205672456098	0.0201648490524	0.0213546913754	0.0209723338762
o	0.492417428	0.260397213	0.029188621222	0.0241071883568	0.0232640120559	0.0242507742431	0.0221344418877	0.0228506194227	0.0231773052321	0.0215376102539	0.025854900802	0.030819812862
t	0.575207406	0.1850928282	0.0265136665428	0.0253967125235	0.0216133838983	0.0219615577721	0.0214790053329	0.0220545250201	0.0228891961428	0.0227215498708	0.0278754910873	0.0271948428547
r	0.232012246	0.346650846	0.0572899414	0.0365051248975	0.0375063036992	0.0369558390494	0.0334954328335	0.0305731413132	0.0295319905014	0.0298462777586	0.0439181416121	0.085714629532
a	0.439074858	0.2571920668	0.047985809107	0.0295994852906	0.0267594671902	0.0295297274828	0.0251882289024	0.025842549713	0.026287143463	0.0253060282953	0.0323072361341	0.0349274296432
v	0.2391239472	0.3834113672	0.06978658786	0.0377813710204	0.030083100085	0.03433412654	0.0290875614908	0.028781226646	0.0292513007602	0.0292153647651	0.0383066371283	0.0508372305389
ù	0.085861229	0.375024768	0.1090174051	0.086182252726	0.0455403512614	0.0414989728469	0.0398090009994	0.0404159246212	0.037638238134	0.0349927105416	0.0492246910263	0.0547943597479
d	0.1139678954	0.50773841	0.161909807	0.025443085696	0.0380444880428	0.02607565197	0.0222894323553	0.0209054183732	0.0207719184439	0.018670160237	0.0204642413578	0.0237194569723
i	0.0449326864	0.369633628	0.278298809	0.0675115052	0.0399544150558	0.0283106963069	0.0325043017157	0.0237634762325	0.0221281533565	0.0206068498774	0.0279486507182	0.0444067816765
ì	0.06308902694	0.15981436	0.471907702	0.0900311328	0.0298271196981	0.0303651235575	0.0275692242695	0.0235271204733	0.0228361176955	0.0221604490183	0.025324696622	0.0335479642583
r	0.034039573922	0.0958341114	0.605794016	0.07462828806	0.0435151577044	0.0295928243141	0.0203712152041	0.0194198780591	0.0180624191946	0.015175077485	0.0173546758169	0.0262128509937
t	0.04397645448	0.151039905	0.465768752	0.1158424666	0.049057055144	0.0303275202347	0.0276187937224	0.0207399611401	0.0192730179026	0.0169683429013	0.0244151973144	0.0349726291909
e	0.12164574802	0.1575427492	0.3111802112	0.1022405768	0.076355649924	0.04121493122	0.0547055325529	0.0299496708976	0.0279091426952	0.0218789273659	0.0289959148061	0.0263809685017
g	0.06148033702	0.0758875876	0.313674822	0.29627601	0.0467427815052	0.0343076865581	0.0326127543403	0.0263106745256	0.0241039250252	0.0232155953317	0.0261911532697	0.0391967689782
r	0.0262864374	0.0460245358	0.210448528	0.387149727	0.09505354986	0.0460141981458	0.0431770681445	0.0286003610325	0.0246647361984	0.0232595591225	0.0270642908072	0.0422569524624
a	0.033936536612	0.052610546	0.1245124234	0.499565924	0.0931066912	0.038326048544	0.0324495865714	0.0248465617538	0.0215443678448	0.0203693455198	0.0254909440627	0.033241068244
m	0.042446384774	0.04660715014	0.1547933048	0.387184644	0.1210547006	0.06916960592	0.0385249398384	0.026758701457	0.0220026497066	0.0203836069725	0.0250764482798	0.0459977999092
m	0.0236257985	0.03251931555	0.09694654276	0.3670820652	0.160408096	0.078658436492	0.050295437196	0.0362768494088	0.03729742813	0.0395327977314	0.0359811026716	0.041376242594
è	0.069665364794	0.0729140736	0.1395303588	0.204486524	0.1625414392	0.069186881	0.05111218576	0.044407165952	0.0396049276048	0.0324657813306	0.05065808727	0.0634273738378
n	0.025978880775	0.0323882576	0.150148066	0.29328674	0.242285218	0.0794036893	0.035399019088	0.0253756699056	0.0210616990696	0.0195236598236	0.021749527067	0.0533994106984
o	0.024279873748	0.03154206568	0.14214823508	0.277712421	0.2626868728	0.09900514104	0.04135074664	0.0281664023677	0.020739210735	0.0181175300396	0.0207711819956	0.0334803302825
p	0.036095836048	0.0354149183	0.0724890844	0.22429965	0.180077244	0.18346340878	0.11377559712	0.041045304562	0.024859328325	0.022073558209	0.0224183978332	0.0439878459964
o	0.020819635292	0.02959531018	0.05300058118	0.1973570461	0.276594542	0.1733770638	0.0684389708	0.04360996192	0.032439635252	0.0248289560892	0.027309264063	0.052629324372
d	0.029036904462	0.030071992028	0.0498661203	0.1265016576	0.215681482	0.1821676418	0.1644091856	0.06736793243	0.0403506849936	0.027132427432	0.021722870522	0.0456912697184
d	0.014008464186	0.01923173099	0.04428206649	0.11072116632	0.216009806	0.23561449	0.1094853916	0.0811423786	0.04774570556	0.04225012726	0.03209112928	0.0474175458877
h	0.022126657156	0.022428767726	0.0364323363	0.068879126	0.262799874	0.230189944	0.13683223568	0.060071224644	0.0415625474708	0.0213591379346	0.0335339643294	0.0637838937246
ù	0.030435917703	0.025388248476	0.05661507882	0.07893629332	0.25023022	0.159917368	0.15291438997	0.099523874092	0.0458572003834	0.021458027013	0.0289180517937	0.0498053155633
c	0.0345189447666	0.036226690048	0.088314291	0.07710785832	0.112067845	0.174813081	0.2060395726	0.100362631	0.05471582356	0.039375429876	0.025880150552	0.050577632228
h	0.02826334975	0.029649179904	0.05631512802	0.08673103314	0.1649435988	0.178259532	0.139777992	0.1163428263	0.076410630428	0.0312961820984	0.0421230955429	0.0498875406324
r	0.0246758513492	0.028855164808	0.04024137656	0.0669707586	0.297629802	0.1605020876	0.1127328459	0.111791369186	0.0600120562958	0.0234560256564	0.0287928010648	0.0443400085075
ò	0.0273501407424	0.02761795119	0.040086490434	0.08057826964	0.2750158334	0.103821796	0.1160204071	0.13790163954	0.0926244675147	0.022101668361	0.0309007511169	0.0459807500643
n	0.0290176585526	0.02912229664	0.04511426194	0.0474730853	0.1176515748	0.1000134848	0.207142309	0.1721593614	0.1326449156	0.03656985134	0.02423897503	0.058852363476
u	0.021688818704	0.024789938226	0.05564392522	0.06404544768	0.1586478726	0.160803401	0.1581858174	0.1276121928	0.1065968698	0.0239227252	0.0309258655754	0.0671371615744
a	0.017735839778	0.0175948808932	0.025093828886	0.02367405916	0.0444732413	0.0742521272	0.2240777354	0.214166901	0.159778652	0.0593951272	0.0518594138	0.08789800034
