 	non	ho	finito	lo	posso	finire	di	scrivere	</S>
e	0.7858018852	0.03818374484	0.03553340904	0.023600120929	0.0232449530535	0.0234144707976	0.0231634141032	0.0233605021279	0.0236974631301
n	0.563044414	0.1341765688	0.10798748932	0.0272678470947	0.0282494665377	0.036279184555	0.0344923578094	0.0383490279384	0.030153776804
e	0.1326341544	0.3599911952	0.288536518	0.03423858734	0.030147033069	0.0311399711072	0.0299182958875	0.0427117281734	0.050682371941
s	0.201782619	0.30165296	0.2785208284	0.03371460976	0.0280599465394	0.0350086530029	0.0340686768015	0.0468260613375	0.0403655157469
p	0.079796789	0.216483027	0.386322762	0.04044777	0.04373989544	0.062284481446	0.0455692480992	0.0456472791165	0.0797086897354
ì	0.16890228228	0.181347407	0.337736524	0.0617121509	0.052137920736	0.0307333147753	0.0429348187422	0.0375827504314	0.0869129759466
c	0.090801636	0.235582596	0.449487724	0.0586980444	0.037162640648	0.0243962015854	0.0287673154213	0.0256831142663	0.0494208987627
c	0.0536269236	0.168865912	0.493540398	0.0838707414	0.06811221154	0.02924023024	0.03240136306	0.0267571975283	0.0435849417791
e	0.0726845047	0.196349322	0.387716946	0.11761050702	0.08517707717	0.0293423344104	0.0353746111358	0.0302036615043	0.0455410027509
t	0.0423293542	0.067110928	0.179727139	0.508774362	0.0575471558	0.031214979986	0.0279899062325	0.0274717530621	0.0578343833532
s	0.052772294382	0.1003317223	0.28027254	0.300905754	0.0952464926	0.037701351386	0.043101400976	0.0346489142358	0.0550195374174
a	0.08313510692	0.1312947788	0.2319333852	0.2418955415	0.1530174104	0.036799807108	0.038295684332	0.0355344569138	0.0480939653222
o	0.02600662046	0.0349405852	0.0686228498	0.374546522	0.259987208	0.039841731928	0.036482981528	0.0535226177049	0.106048878328
s	0.028427146048	0.03483103058	0.0520671294	0.3162511296	0.329227338	0.0879974186	0.0754017868	0.0283609933349	0.0474358874558
ò	0.020121618384	0.028702830966	0.0496671373	0.1323772248	0.506800946	0.0637092001	0.073576248934	0.045017954365	0.0800268137781
z	0.018337575194	0.02650570052	0.0381091484	0.1070182186	0.573508148	0.0759328574	0.07005184392	0.0253078816	0.065228736048
o	0.01400838522	0.014963215076	0.0290468675	0.1559016048	0.490673012	0.0761387448	0.07508808548	0.0384348038	0.10574546649
s	0.022084327	0.02811759086	0.04217019026	0.0840717588	0.31151561	0.282370498	0.087240186	0.04290544084	0.09952439272
p	0.013251691398	0.013882133814	0.02356098448	0.0755298738	0.40944652	0.17912736	0.110942903	0.05815874456	0.11609972244
i	0.007998717254	0.032344297554	0.0168252535	0.0282467005	0.31992174	0.186237453836	0.1464150399	0.03938754114	0.22262320816
c	0.01006317682	0.011539263368	0.01836776742	0.0325419734	0.104746176	0.389190216	0.152711678	0.093424576	0.187415246
c	0.0100878271	0.01366148738	0.0212022069	0.048834760312	0.1180465232	0.3995903216	0.1181212166	0.0661472082	0.204308472
è	0.0203601793615	0.0146591567752	0.02160304452	0.03150944234	0.2314353782	0.1531640814	0.1135517004	0.1118171164	0.3018998088
t	0.008389053268	0.01136008853	0.017545669	0.03203956046	0.1724224428	0.2818105166	0.2134782552	0.0746413192	0.1883130515
s	0.0135605901112	0.01992388698	0.02274335164	0.04249091806	0.162717616	0.31674582	0.17141898	0.1334715388	0.116927082
i	0.0092691811584	0.03385503334	0.01525293734	0.02259052606	0.253774828	0.14794791818	0.12667256668	0.16097333	0.2296635504
t	0.005308538632	0.00620211327	0.00893762608	0.00936326364	0.01397496668	0.1084704372	0.3082027336	0.299000178	0.240540134
s	0.008358162072	0.016375297626	0.018479898918	0.025476338964	0.0680381216	0.199520942	0.1975686372	0.236728616	0.2294541826
e	0.0070055989228	0.0674809673848	0.025971366364	0.0168025196	0.05591373926	0.09572590814	0.2241670964	0.2649201	0.2420126706
g	0.00483023748	0.005956711906	0.00967825252	0.00887637272	0.01017481842	0.05606222514	0.2284231814	0.349980532	0.326017819
r	0.0071230512626	0.00915957406	0.01124886392	0.013742456346	0.03441598728	0.1152456599	0.15666023492	0.395541642	0.25686249
à	0.0018880628746	0.010044473072	0.00563050304	0.00491085604	0.03388448148	0.07376325846	0.16418376974	0.489712752	0.21598194294
t	0.005089809226	0.00683118738	0.009016090628	0.007711047148	0.01170559404	0.0311462246	0.1946988112	0.499885264	0.233915962
s	0.005393846956	0.00540867432	0.006909221252	0.008425157418	0.02193218086	0.122193333	0.1539750986	0.437883678	0.23787885
i	0.002641758526	0.046003882628	0.00885627697	0.007253151282	0.04213306048	0.040247199214	0.1563165165	0.418117208	0.278431016
</S>	0.005648926204	0.0077606293	0.0099080131	0.00617194755	0.01028668148	0.01824213452	0.1106569692	0.33767934	0.493645288
