 	se	aveva	vestito	la	figlia	l	avessi	portato	alla	chiesa	</S>
a	0.75119609	0.0658595474	0.02632927358	0.0199940506	0.01959755648	0.0194303164851	0.0193278617995	0.0193447965424	0.019458161379	0.0197067931744	0.019755548695
n	0.558454172	0.203497936	0.033313833434	0.0265313293628	0.0237864965079	0.0230319319697	0.0237456225884	0.0240967543126	0.0266951892912	0.0292677408381	0.0275789438173
ì	0.1440190376	0.3521454612	0.1378602168	0.0548304626	0.03161350702	0.0283401180978	0.0411998970502	0.041674743923	0.0439044364331	0.041487604064	0.0829244471428
c	0.0925490042	0.39753844	0.2526528784	0.0869161062	0.0238780658	0.0196235223226	0.0257337137017	0.0264941013953	0.0266406664115	0.0231567650822	0.0248167230049
h	0.084810616	0.305243507	0.2247169484	0.068945883	0.03341011668	0.0243721833584	0.0654290458327	0.0764938723391	0.0424429886628	0.0361075570573	0.03802727679
e	0.2060036098	0.2982379888	0.2311521728	0.0602820364	0.02939933518	0.023908034647	0.0296747874295	0.0298996978849	0.0298103582338	0.034637421674	0.0269946281323
n	0.0762192484	0.176591904	0.392756892	0.144778646	0.02904580144	0.0267880907976	0.0263695935076	0.0263041016028	0.0267868660251	0.0381853923409	0.0361735039904
d	0.0399921148	0.0901894526	0.368846966	0.249050252	0.0410711824	0.026267346786	0.033304934834	0.0334261400981	0.0352283491324	0.0411652875663	0.0414578915111
ì	0.12729749376	0.1198358854	0.227765032	0.224170991	0.0430092688	0.028318866674	0.0480426373222	0.0519922232879	0.0405600730706	0.0481743530615	0.0408329816469
s	0.05830003752	0.0825838642	0.235391116	0.388803208	0.07121572	0.026637439806	0.0301474813676	0.0323810157463	0.0237468316688	0.0228454048011	0.0279478912095
o	0.0371962635	0.0610339136	0.230497164	0.42661772	0.0673371976	0.03538451044	0.028060424472	0.028954266209	0.023878058158	0.0375188881105	0.0235216139034
n	0.04627743214	0.06105509232	0.19322648	0.289890746	0.247502628	0.0316494654	0.023705318884	0.0223023028099	0.0225138070678	0.0256321656073	0.0362447225409
t	0.0373920479412	0.040994412868	0.10989342	0.426244212	0.1885658208	0.0635700592	0.02199667736	0.0210689784729	0.0216773390483	0.0315143508019	0.0370825524216
a	0.160454377481	0.06566352604	0.1270176922	0.32802023	0.0925177608	0.0491362884	0.0343719142	0.03267819608	0.0312458294654	0.0418493018865	0.037045009438
i	0.02904754897	0.03708615696	0.0754148316	0.190687324	0.367355842	0.1203525754	0.02878718088	0.026290454819	0.0269707350795	0.0411541188642	0.0568529641892
k	0.041823024012	0.03808418744	0.05578070524	0.1249296708	0.420042028	0.126532488	0.03054325204	0.02501701465	0.0258024680644	0.0395387758641	0.0719062523532
i	0.134326254121	0.0413855623	0.0487354014	0.0964966912	0.248346518	0.134819344	0.038633952	0.07109388242	0.05730224668	0.0442369245442	0.0846235140592
a	0.02591938226	0.02843575846	0.0467442278	0.0865095618	0.254993934	0.350547588	0.0344560984	0.02642975057	0.0239440449608	0.0376565448577	0.0843630690768
t	0.0345899280988	0.034085318938	0.04014037266	0.063164566	0.328678059	0.2541375198	0.04403105648	0.0272227848	0.02470108603	0.0676298763412	0.08161967341
è	0.038175352358	0.0324307694	0.028804207	0.0522198406	0.181032997	0.192891496	0.0801439934	0.1629732572	0.0593757844	0.0518785652	0.12007374009
r	0.021112288888	0.02553355234	0.0325545212	0.0634424606	0.1647438686	0.292092953	0.1702817224	0.08248353252	0.028931548824	0.043989375432	0.0748339628506
a	0.017211472072	0.01936580612	0.02461257298	0.04807341754	0.1768341028	0.3284935846	0.1610970926	0.0836208206	0.02506251126	0.052872452786	0.062756138372
i	0.02388963346	0.02609538184	0.0342784929	0.04037985952	0.076739795	0.2289324226	0.279397776	0.1097927684	0.0243844185	0.028866298694	0.12724308514
n	0.0359722261674	0.036976864126	0.03878326419	0.043095453214	0.0715440116	0.185522767	0.1714426748	0.1723150812	0.0333847852	0.065697577434	0.14526533648
ì	0.0360089166576	0.03540645406	0.035018147052	0.052987094648	0.0985563738	0.1165169148	0.1627388108	0.226588042	0.0670297854	0.058973403048	0.110176194928
c	0.0242094591964	0.028937513641	0.032360228616	0.043856609314	0.09079358524	0.1117230518	0.2917337986	0.202007416	0.032241861	0.0513235449108	0.09081267568
h	0.027516652678	0.02893344546	0.0338997721	0.04677960784	0.0621334917	0.1205688546	0.1409595294	0.2656831794	0.0619548968	0.10731020268	0.10426033518
a	0.041412491922	0.023424192026	0.028365048508	0.03826062303	0.06178074484	0.0781107612	0.1795541818	0.307829444	0.1342603146	0.0282045228724	0.0787977039
p	0.0092099974345	0.0100260814	0.01025735488	0.01237333914	0.01744630358	0.0315543374	0.1006987934	0.2414500112	0.233579892	0.080808726	0.2525952464
à	0.019627657741	0.02142701334	0.017281971796	0.021219352854	0.035918609704	0.03049186216	0.059902243	0.3166679678	0.2373162388	0.06775021696	0.1723968142
r	0.009598156352	0.0151080466448	0.016451621268	0.020475107858	0.02875609232	0.0353071412	0.154001452	0.2294981516	0.213789212	0.1018965652	0.1751185394
o	0.010360182596	0.01521805112	0.014254005004	0.019203066656	0.02092198288	0.0513832954	0.0911001036	0.296531572	0.2272067088	0.0634881876	0.1903326134
n	0.00714600799	0.0080065284	0.012217133114	0.01298713073	0.01220435249	0.0179301768	0.0481021676	0.1193964476	0.2325663222	0.183788072	0.345655808
t	0.011539815044	0.01694260784	0.018088204556	0.0210649046592	0.029761179398	0.02767018694	0.05560239794	0.20967598826	0.2829094587	0.1281526106	0.198592553
a	0.111585757644	0.01891361736	0.015382076546	0.0174511344	0.031079697788	0.02497053048	0.0620014696	0.1528548814	0.1976988736	0.0948815837	0.273180368
s	0.00568641257726	0.006383488014	0.006408585572	0.007299024698	0.006182110126	0.00808038958	0.02606891944	0.0610404991	0.2401886814	0.23216922	0.4004926212
t	0.0104648028872	0.0087590787	0.006019813126	0.00878010424	0.0124024448896	0.01335014588	0.030007554946	0.16672770874	0.306640622	0.2616007212	0.175247155
i	0.00756869855	0.02685247664	0.035009331548	0.02472084942	0.020378093306	0.03024926736	0.039517649	0.1148402834	0.2624987154	0.141486704384	0.296877872
n	0.0058850936228	0.00683050729	0.007891313192	0.00883558741	0.00761113187	0.009794716326	0.023043293054	0.04206344888	0.2210300698	0.254418936	0.41259585
a	0.01014604404	0.010684265546	0.01117219929	0.014834543742	0.0184718819	0.021349184894	0.03290880117	0.1241840455	0.281273404	0.3523095696	0.1226661968
g	0.007298188985	0.0077909689446	0.00854957445	0.009328732038	0.008665976917	0.01053155996	0.015093566102	0.02172719412	0.133502403	0.352142954	0.425368926
l	0.00769195323	0.008446729252	0.00662644228	0.014577678888	0.018820388122	0.023882174816	0.029661867752	0.08273151058	0.147125311	0.373103414	0.287332868
i	0.005034496154	0.03384374296	0.063169237468	0.042882432456	0.014639935668	0.014989468	0.0142307806	0.0278884506	0.24131777696	0.276431033824	0.26557254
s	0.005665750328	0.007172832168	0.0057917810148	0.006553245002	0.0064069886072	0.0072987923366	0.011945331128	0.02002581836	0.2108049448	0.339223996	0.37911048
ì	0.007216376536	0.020487124792	0.008738666612	0.013273602692	0.0301016204368	0.027233012256	0.01709418719	0.06381525994	0.1535708352	0.1611554443	0.497313848
a	0.00889369186	0.009216820606	0.010094770824	0.010763405074	0.013212339484	0.014867162426	0.02031178586	0.02941790598	0.09830829348	0.436179846	0.348733972
</S>	0.0053139757434	0.006467138446	0.007770684856	0.010558956358	0.0100378334884	0.010966810527	0.0153973999572	0.01969013572	0.1287783558	0.329374196	0.455644586
