 	io	non	ho	scritto	mai	una	lettera	al	mio	fratello	</S>
e	0.60899329	0.18007919868	0.0312666069572	0.0236964633872	0.0218869663332	0.0218499912931	0.0214389699243	0.0214911947409	0.0216060325372	0.0232859408915	0.024405327231
v	0.59489988	0.1000190602	0.0346714150836	0.0291099906394	0.0266853322937	0.0292602223718	0.0314518529349	0.0342100675129	0.0378067709998	0.0456544424464	0.0362309018294
ò	0.4334921548	0.0853979708	0.0857826968	0.04867726964	0.044347443126	0.049219868732	0.039376933802	0.0453358390182	0.0352142203943	0.0418324684316	0.0913230092017
e	0.2589396572	0.44489499	0.09325120578	0.0281697897314	0.0252504333324	0.0272835293867	0.0209063168154	0.0266256657618	0.021220792056	0.0248290278364	0.028628596992
n	0.0889290816	0.5007454352	0.1509281328	0.051369142872	0.026050499486	0.0297359066422	0.0282400467528	0.0296153745865	0.0314075031592	0.0351545751369	0.0278243608463
ì	0.0668299926	0.2548038634	0.3431294148	0.11840721694	0.03743728556	0.030995392566	0.024561981176	0.0251373333379	0.0236164898116	0.0279976733791	0.0470832563808
m	0.1115563884	0.3016881918	0.304476412	0.09371483048	0.03706670278	0.0322403493388	0.022005006459	0.0255743748683	0.0212229684951	0.0229257876957	0.0275289935267
e	0.0467237288	0.087640456	0.410338332	0.16532627	0.0611294064	0.056974709452	0.0287439892692	0.047176389356	0.0216574375899	0.0219901194402	0.0522993098127
g	0.04485907	0.088757758	0.1879169126	0.409347684	0.1119137978	0.031880351428	0.023879581909	0.025063470922	0.0247685112345	0.0252146789457	0.0263981294166
r	0.06576086774	0.069863186	0.178607934	0.344997764	0.1391223	0.05591685856	0.02781094091	0.027560593208	0.0251756988848	0.0208668177331	0.0443171303012
a	0.108658562814	0.04023509684	0.1098186576	0.27849728	0.252608967	0.08575454007	0.02466733654	0.02454705504	0.0216567223744	0.0241466397733	0.0294090708958
m	0.02992165248	0.0365694712	0.067375853	0.192168055	0.3991742948	0.106994774	0.054127765314	0.0298886106098	0.028514425964	0.0250959444604	0.0301692032223
