 	vado	trovando	un	forno	che	fa	pane	buon	e	non	so	dove	è	</S>
i	0.687733194	0.03853453502	0.0287497195204	0.0244673602548	0.0220932229825	0.0218420915614	0.0219721025777	0.0216377839145	0.0217257808202	0.0216992228288	0.0217730730155	0.0216632878119	0.0222487729639	0.0238597768421
p	0.56026071	0.10850691954	0.0317378696404	0.0277378934804	0.025040604928	0.0250073182804	0.0238141384302	0.0257346335491	0.0257883761371	0.0248689480731	0.0248386746922	0.0279400579509	0.0368221795376	0.0319016303773
à	0.473959987	0.189891073	0.0406618207	0.025778068354	0.024347029524	0.0239928560086	0.0231893102454	0.0259433435863	0.0243666003847	0.0185738014306	0.0217599348017	0.0229329328548	0.0365565071456	0.0480467696618
o	0.445969939	0.250505486	0.03464081684	0.0291786463298	0.0254462736383	0.0239896468038	0.0245496153089	0.0244050621134	0.0246714204647	0.0173271698722	0.0231343184564	0.0237430153839	0.0251102619081	0.027328235587
v	0.1099633356	0.543230486	0.0758508238	0.029205930754	0.0250292121856	0.0210804826796	0.0221774917629	0.0235967598299	0.0236325615031	0.0231119853688	0.0225365684608	0.0256384068375	0.0294802446446	0.0254658556047
r	0.0918765844	0.520270412	0.0777285124	0.05387097566	0.029498431021	0.028270449469	0.0247208347276	0.0270733932467	0.0234214642719	0.0176206271312	0.0213848145466	0.0220980552681	0.0255448015492	0.0366205942898
ì	0.2361915374	0.439708708	0.05500247679	0.033648733216	0.0266989927515	0.022859835014	0.025020015661	0.0254176822998	0.0220508206755	0.0189541141523	0.0207458293945	0.0210631494547	0.0257846313122	0.0268535985329
s	0.1321689948	0.412872205	0.219302748	0.0331125797	0.023505996086	0.0217945798036	0.0229729566243	0.0237896292953	0.0196493512775	0.0167890077944	0.0173371638855	0.016916596872	0.0176577187347	0.0221304339017
k	0.0915571592	0.495663092	0.1304144712	0.0591609225	0.0328128658	0.0269723780825	0.0259888862641	0.0243563036905	0.0181402768727	0.0170228517083	0.0177310846073	0.0164586301637	0.0191918299821	0.0245291425154
o	0.1550021304	0.407091402	0.0906447368	0.06627069096	0.046244530892	0.0394907837952	0.035257469723	0.036840583526	0.0236690103556	0.0178138631817	0.0198506079787	0.0179591064443	0.0189080381495	0.0249569683671
