 	le	canzoni	più	belle	sono	scritti	nella	notte	</S>
t	0.783686064	0.03394909326	0.026811440606	0.0259621995279	0.0257767396842	0.0257024930997	0.0257871835317	0.0261101301303	0.0262147394996
a	0.681255164	0.096492654	0.032811250286	0.0305551860953	0.0315238330642	0.0292214270306	0.0304087426633	0.0335364532414	0.0341951980203
t	0.573709638	0.1874709872	0.0381408097102	0.0316740607961	0.0311196579099	0.0306930368398	0.0322032761034	0.0392651274818	0.0357233904408
r	0.200229586	0.431413356	0.05113839368	0.0547854435802	0.0517414992732	0.0296802731642	0.0352768222051	0.0468324083039	0.0989020438272
a	0.4110025	0.368722382	0.0310727327	0.0312148816481	0.0306652672111	0.0276492680731	0.0297783742189	0.0350160572801	0.0348784760005
v	0.2343985888	0.493559365	0.05224539826	0.0351573436784	0.0316574488624	0.0290794040474	0.0328542242332	0.0423203440546	0.0487278907998
ù	0.124073798	0.442749312	0.136355827	0.0593777632473	0.0448906767394	0.0369974645141	0.0408855902351	0.0517690886206	0.0629004818505
d	0.115193893	0.57752079	0.098860141	0.050322840072	0.0339517429614	0.0255430919259	0.0273118532937	0.0285944627485	0.0427011197261
i	0.072946893	0.437172192	0.2478552758	0.06058209604	0.041687198566	0.0311089275839	0.0265854079327	0.0301096408004	0.0519524376496
a	0.0601617598	0.140784518	0.582801002	0.052841080492	0.0332642626417	0.027287579943	0.0307681920426	0.0300185218817	0.0420731685585
p	0.04785091426	0.0649615234	0.614279144	0.0943150492	0.03030893374	0.0246507957721	0.0601804214902	0.0216513436451	0.0418018794663
l	0.05906751412	0.09988212168	0.468596764	0.1206564436	0.04911923096	0.06716329882	0.0423506734702	0.035898257497	0.0572656783117
è	0.13184946004	0.1027756952	0.3020772608	0.147333851	0.0813784326	0.04708832584	0.047732598402	0.0521503602823	0.0876141272375
o	0.0398485346	0.0915987924	0.393675003	0.233070181	0.0518570548	0.037403504134	0.0216615405978	0.0248303836351	0.106055228802
n	0.03336190288	0.03337046334	0.3690157836	0.297156602	0.0662932396	0.04454088218	0.062258629854	0.0212073425014	0.0727952937298
ò	0.042675279804	0.05132807776	0.220651808	0.3406931872	0.122549227	0.03393364276	0.0357806957328	0.0279208110623	0.124467412461
r	0.0332706475	0.03994296748	0.0927507364	0.46000572	0.136874074	0.08186255152	0.05178482757	0.0241676962289	0.0793408909614
r	0.015384739272	0.0252768246	0.1444360588	0.416157164	0.191937354	0.050860608	0.024449117612	0.0273122975116	0.104185881673
i	0.12996513326	0.0407559322	0.1002648848	0.3246239434	0.18102463	0.0702506211	0.027750013902	0.0380817172064	0.0872830236295
a	0.03408823429	0.03641514172	0.0549378534	0.1849568764	0.3497287848	0.1033777048	0.0410053369	0.045779655246	0.149710241143
è	0.021852370156	0.02229055148	0.03460209808	0.0969251467	0.30744761976	0.2302939102	0.04576663	0.07346656424	0.16735498024
r	0.01475969574	0.01657949864	0.0300875004	0.1324441013	0.3282375906	0.196453126	0.085864011	0.053010579592	0.142563979465
k	0.01630992858	0.0214339888	0.04143853904	0.142548632	0.362764759	0.170942468	0.04874991722	0.0463578052168	0.14945396282
u	0.03509407874	0.0171507112	0.023878827	0.0892896672	0.310996628	0.212300176	0.0470224646	0.07666997548	0.18759726994
t	0.01641432106	0.016596504254	0.021185506536	0.035357002782	0.144579221288	0.27217030858	0.1871002984	0.19946100324	0.1071359569
t	0.01290640318	0.00968282598	0.01702892336	0.0316810066	0.0949962253	0.3660833156	0.1529107242	0.07239576368	0.2423147076
e	0.0301685133054	0.013663689714	0.018554522786	0.024846422116	0.07337666796	0.2987689966	0.13517659572	0.21274008918	0.1927044317
g	0.014528832211	0.01477699457	0.0173507441758	0.02196210113	0.053777669274	0.221045022044	0.2621510168	0.2209154102	0.17349202
r	0.006044982586	0.00760411858	0.011202248048	0.02126357022	0.03736081032	0.237699073	0.2426386294	0.232263836	0.203922887
a	0.01170209106	0.008466920698	0.019959070672	0.014706519288	0.0397844765	0.2590466254	0.338136358	0.1331048832	0.1750932688
m	0.007806530416	0.0070690877214	0.008891300264	0.009806494143	0.022349600286	0.101845873068	0.2672644916	0.3674007706	0.207566054
m	0.005834915534	0.012713160482	0.018095389228	0.029215676666	0.03148668768	0.09130928488	0.3083919424	0.193608065	0.3093448934
è	0.0268462350729	0.0213379154232	0.0240528344784	0.0317272886984	0.053884150732	0.1522182391	0.2816865974	0.23869178	0.1695548394
n	0.0060530707374	0.0091572874714	0.018699325646	0.022759342214	0.03333414218	0.070242475006	0.24281019836	0.438250264	0.15869387508
a	0.0080413321002	0.0136633205758	0.0147180206318	0.0172656809466	0.022971909014	0.06886327983	0.25642706148	0.3412944726	0.25675472
s	0.0087839780668	0.007927631102	0.0089675315296	0.0116535516092	0.01649016468	0.028232730096	0.15922550006	0.443011854	0.31570709
i	0.00658985896	0.00830433598	0.009175106282	0.0117177004	0.0138269137	0.0414898386	0.267484128	0.265074942	0.37633717
n	0.0074949092888	0.005883900274	0.0068825322228	0.0071082640376	0.009441531092	0.01528283583	0.07709117512	0.50637386	0.36444103
ì	0.00584851965	0.007813258126	0.0088920828788	0.013686775106	0.01853230614	0.03209821844	0.1445676988	0.385327144	0.383234026
t	0.00525061738	0.00719509592	0.007318657178	0.009305037182	0.01465176036	0.0173246452	0.0774495768	0.606615526	0.254888976
t	0.00539827732	0.00945171106	0.00946353462	0.01443829874	0.0195372034	0.02953276948	0.1119265958	0.425594474	0.374657132
a	0.0056772341154	0.004380284438	0.007793940752	0.0070051935932	0.01405364392	0.033762727566	0.157531751	0.469381926	0.30041342074
</S>	0.0135833280256	0.0166948959458	0.0093483219536	0.0231081078072	0.014209164346	0.011618849878	0.0728589236	0.420076686	0.418501736
