 	le	buone	canzoni	si	scrivono	alla	notte	</S>
t	0.795926096	0.03641107736	0.0284711777006	0.0276841622035	0.0276377992637	0.0276108761886	0.0282767928595	0.0279819640996
a	0.701190336	0.0919700368	0.0343265634248	0.029825544301	0.0320263239567	0.0355316248533	0.0381278133226	0.0370018249405
k	0.553921276	0.2046978618	0.044488788696	0.0359478080339	0.0349427794418	0.0361083943778	0.0466947030437	0.0431983847887
à	0.267606334	0.345991494	0.1143949685	0.039096147456	0.0452005400806	0.0449972679696	0.0609967072136	0.081716535264
j	0.1473517428	0.647485316	0.0397600226	0.0438096168061	0.0282703354293	0.0273317889458	0.0285641160185	0.0374269771412
o	0.189469843	0.38695156	0.1739109382	0.104188400368	0.0367886010283	0.026609192682	0.0302560380984	0.0518254223938
t	0.150676675	0.5030866192	0.1353520988	0.0663584507488	0.0322387506135	0.030225194192	0.0339141936976	0.0481480419204
r	0.0577964976	0.3611209466	0.2572478528	0.13685515819	0.0444141743095	0.029832740739	0.0347360096346	0.0779966898553
a	0.083163284	0.469944854	0.2165616684	0.0644271207768	0.0418854311446	0.0340475781812	0.03935115334	0.0506186409785
v	0.1083277668	0.239337274	0.359461386	0.0983229776	0.0407222991524	0.0378243800083	0.0425336556414	0.073470507059
ù	0.0355377678	0.1386604332	0.369376796	0.17127318988	0.085699590508	0.053478160379	0.063901299566	0.0820726129917
d	0.0495305212	0.0952735114	0.4860231734	0.1668566734	0.04295694506	0.020037803328	0.0245508546906	0.114770483756
i	0.01752379568	0.0637865114	0.463604972	0.206512057	0.0703616602	0.02549790768	0.0288101480658	0.123902989989
a	0.03547801812	0.0465143465	0.1594324576	0.489583784	0.11619082374	0.030235824904	0.0246547943726	0.097909953299
i	0.027029646764	0.031908580576	0.0585277196	0.4771285388	0.20100951456	0.03853224522	0.02691688641	0.138946975676
g	0.041073633514	0.051652061966	0.0594582474	0.3073495096	0.2870221402	0.0618445139	0.051172365954	0.140427499344
r	0.027101077684	0.048335799832	0.0495141705	0.0973482814	0.404382354	0.1597300484	0.04950460698	0.16408369989
à	0.018149735902	0.03939435203	0.04678220646	0.100163719	0.494679994	0.0866555436	0.047574839646	0.16659956778
f	0.02049735162	0.024475258094	0.06063541896	0.2023184476	0.3090438018	0.107051471	0.073340768	0.20263745057
u	0.01200171715	0.020550323	0.0303608227	0.1051099562	0.428294418	0.126007783	0.10247413586	0.17520091554
t	0.01482636178	0.017197392634	0.02472619304	0.05193280488	0.1336245826	0.383093116	0.2322669636	0.1423326236
t	0.009855725448	0.01479685408	0.01621669476	0.0495085476	0.2320965646	0.372195274	0.1722733524	0.133056925
e	0.016593859374	0.02415717044	0.02119441184	0.0231481896	0.1774995862	0.3333043652	0.17168528288	0.23241706028
a	0.010367140388	0.0107361646648	0.0120092512732	0.014007505042	0.03072143743	0.2941134325	0.3624058212	0.265639284
t	0.0078297918748	0.008224374994	0.00821271966	0.012698600938	0.02557238542	0.27078525774	0.505529896	0.1611469116
s	0.01009649196	0.01482823124	0.01619587103	0.01906663674	0.0658615566	0.374809826	0.300658752	0.1984827184
è	0.0093680990788	0.03717637534	0.01559366446	0.00464610194	0.0505323372	0.3069805224	0.44508124	0.130621682
n	0.006124121388	0.0101276972932	0.00722372231	0.008118439988	0.018720044734	0.14949194294	0.556114098	0.244079984
ì	0.0051823327256	0.008701254972	0.009647760516	0.014107792486	0.042175466832	0.18188944932	0.452125142	0.286170884
t	0.0051208435956	0.0086086580696	0.006054669512	0.00799179122	0.017205871796	0.07303873654	0.655393848	0.226585602
t	0.00740369612	0.011640963	0.0143536762	0.0146102103	0.0475352864	0.1024574824	0.47147815	0.330520564
a	0.0070037292504	0.0102387790812	0.006617697976	0.014736369548	0.03311750952	0.189076454	0.49415465	0.2450547508
</S>	0.009542131144	0.0274424426566	0.010746828588	0.006292854308	0.028927933154	0.0753316322	0.423644908	0.418071316
