 	ora	che	loro	non	vengono	più	</S>
à	0.785920768	0.0432949806	0.04120986072	0.0334240003	0.032166031974	0.032361380083	0.0316229939234
r	0.692864502	0.08111230368	0.0468622436588	0.040884554052	0.0467077881573	0.0453728760929	0.0461958033026
t	0.4265081576	0.3430197938	0.08090710112	0.03446801084	0.03735552388	0.039119807236	0.0386214718557
e	0.45989931	0.221156692	0.132037038808	0.039648369919	0.05263796477	0.0439586277655	0.050662096089
k	0.1352912294	0.600922584	0.0950607912	0.0419731851587	0.0358733199614	0.0415062129641	0.0493727176243
a	0.0870907428	0.490183874	0.2307476594	0.04351808044	0.047817524746	0.04692571146	0.0537164745778
c	0.0691991746	0.482273262	0.2189317494	0.07054721106	0.0368585263084	0.0450678750507	0.0771220673039
ì	0.05030854332	0.209933734	0.484928164	0.08497883706	0.060315864266	0.046791262026	0.0627436172532
n	0.0494365596	0.207117186	0.450236322	0.115639767	0.04486624508	0.026476690564	0.106227364141
i	0.05661466676	0.2518607108	0.407368866	0.0997708636	0.04845683766	0.044237652034	0.0916905177052
e	0.03118748622	0.077487363	0.19408309	0.510826992	0.0763587978	0.032585084264	0.0774712659732
n	0.026118336328	0.04021332352	0.10614652	0.427039716	0.21592938	0.04956617566	0.13498654578
è	0.02993433372	0.0658440243	0.204636414	0.178138472	0.291342094	0.089949694	0.1401550005
r	0.02517254288	0.0475345016	0.108624736	0.1746287918	0.450780514	0.0785647188	0.11469435764
k	0.0390359112	0.03813481022	0.095438576	0.1718275268	0.3731431244	0.09777407532	0.1846461623
o	0.022963742084	0.11978599042	0.049346216	0.122998446	0.381711564	0.1356531472	0.1675409346
t	0.0104434999	0.01431876914	0.02340276346	0.0823885378	0.1624912286	0.413027094	0.293928229
t	0.00877973066	0.02406300198	0.0353298256	0.049645927	0.2693681756	0.331803764	0.281009716
e	0.009680304594	0.08255279588	0.02896834886	0.03203228172	0.159026936	0.329668266	0.3580710854
p	0.00509685726	0.007660699896	0.010320803148	0.01846298582	0.0389022538	0.539694088	0.379862324
l	0.00235305064	0.007646452977	0.0112650479	0.01223069076	0.081523849	0.679256234	0.2057246472
è	0.003910305252	0.012191794644	0.0083111896	0.00874182406	0.062756583	0.603347214	0.300741034
o	0.00652425868	0.005740642422	0.00913834046	0.025878867854	0.0517108866	0.60900708	0.291999855
</S>	0.012196975387	0.00623786550894	0.0078918255576	0.013976829946	0.0453882234	0.545662702	0.368645426
