 	le	melanzane	devono	girarsi	dopo	le	cucini	</S>
e	0.762882038	0.04169962436	0.032241805078	0.0324298050134	0.0320943103927	0.0318844981762	0.0340414377215	0.0327263356033
m	0.700597347	0.06398221084	0.034249055797	0.0329556131599	0.038982874326	0.0419335347836	0.0433022768666	0.0439971731637
a	0.60082379	0.1366255502	0.061892663	0.03086778736	0.032703762386	0.0366202755427	0.039444431245	0.0610215756747
r	0.494960072	0.188099434	0.0525250638	0.0377138750891	0.046453517785	0.056419206303	0.0612433756967	0.0625852048503
a	0.367395504	0.296387756	0.1206994736	0.04140064	0.0354917337	0.0326216423834	0.0336811331236	0.0723221345697
n	0.182520902	0.533288702	0.0759224488	0.0293362063409	0.033280254733	0.0346563819968	0.0405839986165	0.0704110501738
g	0.1427820448	0.473487654	0.1358109482	0.0465578454	0.037403528406	0.0349495259586	0.0449217690884	0.0840866063548
i	0.418641494	0.1971587576	0.1078889642	0.037544444	0.070399722056	0.0454659705945	0.0411363237369	0.0817643473383
à	0.0852314564	0.2448921628	0.402658657	0.040324393	0.039753493788	0.0475159761523	0.0491254099747	0.0904984559483
n	0.0813601576	0.286876312	0.383748633	0.0611546188	0.050264158948	0.0315665056746	0.0302559067674	0.0747737356496
e	0.070330949	0.19918622	0.431373994	0.0666048606	0.0582681762	0.030257371211	0.0343150046327	0.109663391286
è	0.0608891	0.1208980292	0.517822544	0.0966162534	0.043480047954	0.0355440301554	0.0348946543673	0.0898552247175
n	0.05035091318	0.0799513298	0.498733338	0.1671179854	0.06203912546	0.02750175198	0.0269549987367	0.0873505838239
e	0.04707579176	0.0797948326	0.4649367748	0.1777955992	0.0555359286	0.026130634724	0.0305522086698	0.118178349167
s	0.058171526712	0.0739248114	0.2317392744	0.357961038	0.0918443094	0.0378305103	0.029344910044	0.119183739142
e	0.04392671326	0.0510911314	0.2084207404	0.303556688	0.135005105	0.0464512026	0.043038310492	0.16851008139
g	0.038129168792	0.0507269209	0.108699719	0.346246916	0.221058302	0.0601913246	0.027808221696	0.14713935006
i	0.04819317306	0.05075214418	0.095643336	0.349394493	0.154557866	0.0976993888	0.05340404383	0.1503556114
r	0.029719141652	0.03118535712	0.0719321334	0.2848828628	0.248458198	0.1103475466	0.04662715766	0.17684760538
è	0.02145878294	0.024921074208	0.0575156338	0.2438040994	0.317114266	0.0931597208	0.0486659034	0.1933605636
t	0.0184307788	0.02893846126	0.0653881456	0.1718824054	0.439598262	0.0996106348	0.0237664984	0.15238483916
s	0.01252962728	0.01630129446	0.0436539092	0.1882510154	0.399086868	0.1113609916	0.0526659558	0.176150309
i	0.01867521654	0.0360118447	0.0422329926	0.192505812	0.34268465	0.130181059	0.0353752505522	0.20233331942
d	0.01567723188	0.0177256003	0.0269194008	0.063643999	0.292821068	0.2876943032	0.0526690748	0.2428492696
ò	0.00738699684	0.00894095912	0.0224934115	0.0592208982	0.288656646	0.2774503548	0.0773777056	0.258473068
p	0.01020817858	0.016005519108	0.0285586578	0.0369628608	0.28303814	0.2828874576	0.098749565	0.24358966
u	0.00757980031	0.00994437976	0.0142605255	0.0297926226	0.26657435	0.2814679074	0.1732985982	0.2170817972
e	0.010230344208	0.014698067006	0.01712009142	0.01534717608	0.065406748	0.3160401048	0.260944176	0.300213259
m	0.0094441309392	0.008244394504	0.01012024598	0.01314228676	0.0572108322	0.267456426	0.421085938	0.213295763
a	0.017759530988	0.03177680932	0.04753925724	0.06434627662	0.0635422916	0.3911946914	0.1077182242	0.2761227312
r	0.0063477190416	0.009684121504	0.011298120572	0.01060850097	0.02759866056	0.15279353086	0.401181868	0.380487478
è	0.01094932238	0.008654936406	0.011922551132	0.0205736965	0.0652738616	0.194097002	0.392588708	0.295939786
i	0.00639763784	0.016880018968	0.02112257452	0.01343404482	0.04738979286	0.0984459062	0.436378466	0.359951432
</S>	0.0068901917388	0.00866767317	0.00902369664	0.009926609994	0.02996078676	0.08967183908	0.454601106	0.391258084
