 	dove	aveva	per	stare	non	aveva	</S>
p	0.7834909	0.0567359707	0.0317573180932	0.030724280088	0.0313639604656	0.0338093715777	0.0321181287779
u	0.665030224	0.0711539196	0.056261629596	0.0422846048152	0.0386276208692	0.0544476937546	0.0721942039528
ì	0.215623064	0.515434786	0.057372072142	0.0459323682422	0.0410036654317	0.0549627225445	0.0696712474628
c	0.112599386	0.621311082	0.108408959	0.04223355672	0.0292345163014	0.0352306903166	0.0509817513316
h	0.105128247	0.49063928	0.16724107	0.04416597184	0.0285919235912	0.0661008362647	0.098132651849
e	0.194614026	0.33095856	0.296986716	0.0542408648	0.0439028232985	0.0386763049704	0.0406205311995
n	0.0588050348	0.236319394	0.512390026	0.078649341	0.032082926758	0.0335752411553	0.0481780707817
a	0.06089671702	0.1295791616	0.5818008172	0.0793601156	0.034667004572	0.0397137074892	0.0739826520636
s	0.0394200864	0.0726162616	0.379551086	0.365978506	0.03643660444	0.0350926495309	0.07090495447
t	0.03113763546	0.0528927082	0.365011163	0.269910422	0.0517329824	0.1008257332	0.128489609
a	0.0483979934	0.0459542514	0.21396765	0.429983074	0.0606911023	0.06213254628	0.1388732478
s	0.01649006792	0.028849163	0.1279144646	0.45998884	0.1423731226	0.0665283959	0.1578558134
ì	0.007287633252	0.013119850752	0.07944679734	0.2384813974	0.1308856038	0.263678566	0.267099954
e	0.0168821947	0.02900382226	0.0741068382	0.2522267134	0.2467538088	0.190258878	0.1907678676
n	0.011566351972	0.01348948988	0.034612834648	0.24722694604	0.2526507244	0.333055002	0.10739856806
ì	0.01130440126	0.01519290587	0.03550019816	0.0817231958	0.163958389	0.51211724	0.180203742
c	0.01332225459	0.017237071652	0.040040533846	0.0636656286	0.1263239434	0.639402262	0.1000082146
h	0.0135813420128	0.01610031655	0.029610050728	0.04020827626	0.1354055262	0.583929208	0.1811652658
e	0.0340852390104	0.0126502230674	0.024025669606	0.042783260754	0.0756448612	0.609433736	0.201376789
</S>	0.0080622370166	0.00902675274	0.008508438144	0.018358579782	0.0461212504	0.49097937	0.418943278
