 	io	voglio	che	Maria	venga	qui	</S>
e	0.754344014	0.06682696574	0.0358114266492	0.0332503981509	0.0362302882218	0.03703683534	0.0365000715298
v	0.610398762	0.135727448	0.0420478306206	0.0427493284354	0.0456823003633	0.067272693015	0.0561215533559
ò	0.43347539	0.199319928	0.0667023272	0.0635120741	0.0551793129014	0.0835310690067	0.0982798137348
t	0.259200616	0.530861416	0.04943877424	0.0388606226212	0.0332418595716	0.0394183116288	0.0489782951466
è	0.109236946	0.546506486	0.070857782	0.053240474223	0.0255334314269	0.079240269101	0.115384621671
l	0.1454344412	0.524136346	0.1540953456	0.0638597165982	0.0347808844691	0.0356941732629	0.0419989445548
o	0.07309517424	0.4002484108	0.189525651	0.159361951357	0.0447313026535	0.0447440452777	0.0882934018618
n	0.102909915	0.2228902	0.48694484	0.06051979406	0.0381603231	0.0357341848907	0.0528406716163
a	0.04720284453	0.117581415	0.423645116	0.185287821	0.0963939436	0.03668587393	0.0932031281186
r	0.07942052706	0.0960179276	0.366621249	0.2603431672	0.0807937155	0.0345391189	0.0822642012826
t	0.05685516362	0.0677221092	0.3204356566	0.21073575566	0.1330721448	0.0695944128	0.14158449116
i	0.220756326	0.0655023618	0.185052324	0.149760676479	0.203209446146	0.067452864646	0.108266082692
e	0.0701100829	0.08530948626	0.267432596	0.2283899804	0.1607201352	0.06312583076	0.1249118904
M	0.009436517624	0.014079735032	0.0844639458	0.2557652892	0.410406018	0.0625554122	0.16329307838
a	0.06380871654	0.0495485313	0.0542284876	0.134902315994	0.31971733104	0.23172956128	0.1460650968
r	0.02154833584	0.031450724	0.140787691	0.215173096	0.293249172	0.1202128147	0.1775779992
ì	0.013099866472	0.028266819486	0.10716765099	0.08443788274	0.146925991	0.378857332	0.2412443732
a	0.026444413104	0.0324542747	0.0917183466	0.2258219614	0.1868910386	0.17703490726	0.25963517554
e	0.01963235904	0.02183358702	0.08294705632	0.1006063999	0.199410699	0.311227812	0.264342053
t	0.0078740743196	0.01186602721	0.050625653194	0.11237056694	0.0761535984	0.528327942	0.2127820484
t	0.00745048974	0.011285092618	0.031169212141	0.085322005148	0.12203935416	0.60647788	0.1362560898
ù	0.02004230727	0.00752747198	0.02714747432	0.0664749396312	0.124178894086	0.539088432	0.2155406032
</S>	0.0196041312288	0.019664500066	0.030079131428	0.042388000564	0.030495212	0.59584918	0.261919828
