 	mia	mamma	e	mio	padre	non	andarono	mai	in	Grecia	</S>
i	0.76064821	0.0340957806	0.026077593196	0.023050012306	0.022307468858	0.0224549522007	0.0221582083696	0.0221128312652	0.022190645824	0.0221607433785	0.0227434888278
m	0.653250743	0.1013906425	0.030464577402	0.0244796371447	0.0231605663616	0.0228194144584	0.024529772024	0.0261924561058	0.0283474748259	0.0336330349945	0.0317317640291
à	0.386125588	0.19329167	0.1144805702	0.06471868264	0.03051764154	0.023531055752	0.0320018636918	0.0295115808882	0.0294444361163	0.0364739838303	0.0599030452021
n	0.187691636	0.5635005628	0.04856546908	0.0265057533034	0.024237747722	0.0214149114415	0.0260611398964	0.0256901965272	0.0241042940987	0.0253918235115	0.0268364302029
a	0.247096044	0.400326372	0.1192702932	0.0460238706	0.0292227316	0.0220847748639	0.029053034708	0.0260698003697	0.0248855475079	0.0256540561888	0.0303135580021
m	0.086216876	0.4841960992	0.194795917	0.04031316464	0.029277561766	0.0258522846609	0.0278922690589	0.0253461453512	0.0254983368727	0.0315708475733	0.0290406778985
u	0.060034996	0.259559412	0.226020984	0.14321541	0.08196815048	0.0471466356212	0.0396160114071	0.0285492311686	0.0269360667439	0.0284293775184	0.0585236147137
c	0.0504578904	0.157167448	0.379039562	0.189380365	0.042869351	0.03083484925	0.0348304919092	0.0258866064857	0.0259824261819	0.0305058919871	0.0330449856948
e	0.0376132188	0.079372339	0.319081998	0.215301708	0.135313351	0.0407595162	0.0426985466954	0.0319445632672	0.0271415882903	0.0287758498981	0.0419973483357
o	0.0340251688	0.085164764	0.247311978	0.286331264	0.140514147	0.041667409072	0.0341992462431	0.0248934806124	0.0246898289302	0.0316385175462	0.0495641917831
c	0.03071285236	0.0456897818	0.17726233	0.324819554	0.2027133572	0.05835422546	0.033968411903	0.035064563788	0.0308555181305	0.0282221829983	0.0323371953174
i	0.055701221264	0.0639921948	0.136571166	0.300332944	0.178608844	0.06510644152	0.052776992504	0.0362809078	0.0346366627488	0.0308639355087	0.0451285440237
ù	0.0309802666	0.0502291622	0.1025636458	0.28727506	0.220489246	0.1202264976	0.039621043139	0.029614664728	0.0268780770985	0.0324588174488	0.0596636786881
r	0.0216993672	0.0407587586	0.0905068004	0.220746252	0.325218168	0.11111026964	0.071930089426	0.028199279054	0.0195921004871	0.0197407978352	0.0504982314379
i	0.033791212264	0.03873612126	0.095900768	0.280776344	0.246957624	0.10128280786	0.0914181866	0.02900675446	0.020893420754	0.022946938238	0.038289740284
m	0.030774417572	0.03777206064	0.0499547314	0.1119332872	0.26937071	0.251337382	0.10073065934	0.0431498156	0.020789252308	0.0229342138226	0.0612535591079
u	0.028765399774	0.02875080326	0.0509614604	0.1221745892	0.2336816316	0.074547256	0.240078642	0.065224851	0.0445999084	0.032009072182	0.079206395872
e	0.026284662876	0.0346669336	0.0353736118	0.0656076742	0.174920862	0.309224672	0.167717424	0.06822791174	0.02261398482	0.0234214469334	0.0719408513186
p	0.027733761536	0.0290234939548	0.031700295506	0.0455453298	0.1524292812	0.2766659514	0.19268234686	0.1170201426	0.0390315898	0.0295728352102	0.058595137844
ì	0.025841519126	0.023865623434	0.0367839148	0.059223196	0.0881400654	0.0729597936	0.403990386	0.1050099032	0.0697300118	0.035027556408	0.079427957902
t	0.0187950954792	0.023557079814	0.0247832802	0.0403175028	0.114030452	0.1453967248	0.3498792888	0.1601026754	0.03738562266	0.016079834672	0.069672336732
t	0.01422249629	0.017568019518	0.0204450842	0.03476778964	0.0954235104	0.103279768	0.395249175	0.131514982	0.0425526727	0.03396205132	0.11101418776
a	0.034284555168	0.035974124314	0.03152946126	0.0644373464	0.08254885448	0.0720601294	0.448095053	0.0904228528	0.0450328487	0.029686346228	0.06592851525
