 	voi	avete	mai	mangiato	il	pasticciotto	</S>
e	0.80357665	0.04111918546	0.031188815616	0.0300844347372	0.0307157128214	0.0321982915308	0.0311169568109
s	0.608864766	0.189514248	0.04096418374	0.0354223939972	0.036547514061	0.0453210066992	0.0433657499616
ì	0.34380409	0.342609904	0.083625599	0.04695294514	0.04119925262	0.0619867160822	0.0798214243953
ì	0.19902368	0.563721564	0.088197091	0.0356451136867	0.0304715953722	0.0325885283815	0.0503524025616
s	0.11687537	0.571102016	0.1723188268	0.036804105422	0.0302847608224	0.0292742513954	0.0433406341177
e	0.0847177096	0.389894312	0.347134854	0.0673185016	0.032620539492	0.036571014822	0.0417430095127
s	0.0914464892	0.255550856	0.457414684	0.0667719562	0.037399988678	0.0355972559893	0.0558187023459
t	0.0541285108	0.1734748392	0.519760353	0.1118189616	0.03957348768	0.0393046259204	0.0619391849059
a	0.2099617576	0.115764544	0.390595332	0.1261250834	0.046826924404	0.0462883927331	0.0644378633562
f	0.06163225352	0.09633342734	0.35847443	0.290653966	0.05189731216	0.0377198008826	0.10328863423
a	0.031913368692	0.08238154574	0.2879006304	0.311539526	0.1242053708	0.05781120132	0.10424849724
m	0.0373327568	0.0599374738	0.175502297	0.408011502	0.1532067474	0.04071899797	0.125290325862
è	0.029253883792	0.042884652	0.1533104308	0.295542896	0.22970558	0.113443551	0.1358591226
n	0.0284408134	0.0711370814	0.1747648452	0.321693839	0.204156348	0.02753750752	0.1722697536
a	0.03762631807	0.0489170477	0.1029054402	0.447992406	0.174586534	0.04163108314	0.14634115204
m	0.02191450152	0.0233551963	0.03546940546	0.2165132908	0.405016736	0.09692017126	0.20081081916
a	0.018036154548	0.02693528972	0.03067251894	0.0992923524	0.336894862	0.274955344	0.2132133504
i	0.01483786786	0.03234000798	0.03944696184	0.084841224	0.247351746	0.2701063366	0.3110759626
i	0.021809625408	0.027898909986	0.031380965324	0.0520435522	0.2307986752	0.443905234	0.19216296174
l	0.017819168666	0.028128877958	0.029632872428	0.04061403704	0.1611596782	0.536413696	0.1862315906
p	0.01303613576	0.01544029706	0.02017907495	0.0229199102	0.1707315516	0.532906592	0.224786444
a	0.04896434248	0.03801529813	0.0167234103	0.0368992232	0.1931571768	0.442790102	0.223450378
s	0.006082214832	0.021688851988	0.0203785079974	0.01751004144	0.0827424052	0.569828816	0.281769182
t	0.010682109054	0.01838424012	0.016729131184	0.0191297163	0.1218070194	0.568014634	0.245253212
i	0.0576922549	0.01723311514	0.01509767684	0.01754017552	0.142259592	0.459936092	0.29024112
c	0.0127536219692	0.017419792514	0.018287785386	0.0266064767	0.0690120436	0.572843124	0.283077326
c	0.050246135507	0.02157612739	0.015230636036	0.03897929892	0.070303563	0.49486796	0.308796224
i	0.07136324034	0.041606008734	0.012483126264	0.03790486288	0.1616780212	0.3076820112	0.367282784
ò	0.023618994818	0.03161660219	0.0215343778988	0.0209059914	0.0942151842	0.436687256	0.371421558
t	0.0106524794564	0.0330425981412	0.033731609007	0.03066842092	0.0359821836	0.382316578	0.4736060866
t	0.012379531628	0.01509172456	0.015339755356	0.02157872404	0.08878290976	0.452791694	0.394035658
o	0.020817478	0.03570201818	0.041020247566	0.0247627055	0.0860432272	0.482516088	0.30913833
</S>	0.0254229510274	0.033652296604	0.0327902491434	0.0525251226	0.0579684176	0.356149584	0.441491512
