 	io	non	sono	ancora	pronta	bisogna	venire	alle	sette	</S>
e	0.613284822	0.1856752477	0.0317633037434	0.024619622408	0.023560341634	0.0234353633699	0.0237352402227	0.0234288831573	0.0245436654516	0.0259534568386
v	0.627358186	0.0894322736	0.034648362962	0.0329032835636	0.03286848969	0.0336804808003	0.0328534019439	0.0357570201564	0.0418573874923	0.0386413034847
ò	0.456465056	0.0938924926	0.0721026718	0.0508252417	0.05279491196	0.0524959547737	0.0406321106935	0.0507825606125	0.038656413534	0.0913526143662
e	0.312281046	0.440535824	0.055408818916	0.0261978700695	0.0256143634179	0.0437747320057	0.0204552192001	0.0249445574372	0.0222001599604	0.0285872361405
n	0.1118750062	0.570037448	0.0870713642	0.04034625998	0.0290153961887	0.033270718862	0.0276351742076	0.0315416247962	0.0354573311161	0.0337496813406
ì	0.0759147492	0.2268061308	0.385020684	0.09564475764	0.039930691494	0.0333420193598	0.0274405689147	0.0326635502658	0.0301528225792	0.0530840562208
m	0.135099924	0.338699218	0.3061059188	0.05218253496	0.030295344012	0.0314709097143	0.0227043042078	0.0250879593085	0.0253565716855	0.0329974793995
e	0.059240779	0.1077948132	0.467299614	0.1250109854	0.05297358222	0.0377502481526	0.0249255056209	0.0236962223315	0.0240876428034	0.0772207327256
a	0.057096497	0.1085194446	0.212043948	0.44580593	0.0410056524	0.0249674830866	0.0263008525481	0.0255003926854	0.0275596249975	0.0312002053517
n	0.035947635344	0.053472253	0.1513938914	0.519298906	0.0793819758	0.03950351734	0.0252923703267	0.0300804263848	0.0284160548932	0.0372130236967
k	0.0458121939	0.06850549224	0.11688600024	0.382666812	0.195442746	0.05093303	0.025018324986	0.026266015282	0.0269045562811	0.0615649485082
ò	0.09126968578	0.04004160848	0.0713445884	0.16970924992	0.316194844	0.06224901708	0.03389339753	0.064869546404	0.0314646582832	0.118963374769
r	0.027017128534	0.04077788526	0.151044876	0.265677947	0.275498187	0.1147482656	0.027081642872	0.025994249554	0.021325954142	0.0508336154737
