 	non	so	cosa	stai	scrivendo	</S>
e	0.799395434	0.05795232884	0.036302009052	0.035907055732	0.0347107682713	0.0357325462559
n	0.539786016	0.27790256	0.041904271404	0.0562745282158	0.0427888889579	0.0413436158689
e	0.15557811	0.55333841	0.0852969964	0.070753591486	0.0548530559704	0.0801800771122
t	0.160819988	0.498553324	0.1671994912	0.0819883385114	0.0508883408157	0.0405505950558
s	0.0883539538	0.291981726	0.2717194352	0.16880880428	0.06253146754	0.116604755036
è	0.11537926514	0.370180228	0.1795306024	0.184374518	0.0530172103668	0.097517982727
r	0.0792632082	0.455503523	0.156400338	0.1419512066	0.033527704515	0.133354167627
o	0.0662311387	0.316960422	0.347810408	0.1242976202	0.0329045086758	0.111795963654
e	0.0665529468	0.173415474	0.463327982	0.1634896446	0.0449999384653	0.0882139097467
s	0.05628308526	0.0993324996	0.2598175492	0.434309566	0.05827221502	0.0919852635
ù	0.0406114685	0.07977183838	0.1892141428	0.519824015	0.0429964424	0.1275821818
t	0.05404105249	0.0824382394	0.1493881852	0.528118426	0.0887370544	0.09727713084
i	0.0449500258	0.0656209225	0.1744865992	0.47667155	0.0598186482	0.1784522328
s	0.05639240636	0.06112271828	0.079972497	0.2544344116	0.3274112106	0.2206668266
t	0.023547136188	0.031775211988	0.0447872074	0.3451537166	0.2920425474	0.2626943608
e	0.0154501588632	0.021385397404	0.04890641346	0.3583148838	0.225442766	0.33050047758
g	0.0312940649	0.03329226103	0.03819546668	0.0591668306	0.4751737752	0.36287766
r	0.007416400274	0.009318405304	0.01961852065	0.1677615922	0.410819666	0.385065232
à	0.0024085773	0.006933571252	0.0098352835	0.2408018528	0.444454798	0.2955659347
f	0.012282889128	0.012414302036	0.01814356444	0.076868958	0.566909886	0.313380568
i	0.009955591952	0.01085449696	0.01520818205	0.05912377	0.4900514992	0.414806506
</S>	0.011760415034	0.012118230498	0.01407444642	0.0263784662	0.3668616008	0.568806834
