 	Marìa	però	sta	ora	sta	seduta	nel	giardino	e	non	può	rispondere	al	telefono	non	può	parlare	al	telefono	</S>
e	0.6349514404	0.0509572536	0.028887579	0.019076427482	0.0170573662528	0.0170779904645	0.0163599773763	0.0164436404176	0.017484126652	0.0167976558557	0.0164523866027	0.016259165152	0.0162710950193	0.0162837727142	0.01634425905	0.0165457666794	0.0162499971775	0.0163457850855	0.0166196307619	0.0175346743924
M	0.6251000692	0.0366568707	0.0244557668033	0.018856529284	0.0173036876034	0.0163971930962	0.0172281160291	0.0170196929041	0.0169241235129	0.0161387590474	0.0158859607053	0.0179909103582	0.0177895265953	0.0183393637015	0.0176246341374	0.0175114594729	0.0201933029926	0.0230960702995	0.0210387941186	0.0244491614089
a	0.275121797	0.265325271	0.05456358	0.0244308429766	0.0227110101036	0.0197547023488	0.0216268631291	0.0212719903816	0.0224589381147	0.0189215829731	0.0202752973116	0.019588007298	0.0202878624886	0.0261652253451	0.0188116318211	0.0231156896209	0.0204209357174	0.0315926932347	0.024705773859	0.0488503372623
r	0.4136450906	0.1904072048	0.0265719211	0.0236010909808	0.0197269953207	0.0194496171591	0.0189748132577	0.0187850091768	0.0190406126854	0.0188791645643	0.0195332658821	0.0200378107713	0.0191755459555	0.0213315833944	0.0198151337481	0.0211700824141	0.022348618946	0.02708334718	0.0286478445821	0.0317751816028
ì	0.3165827484	0.3131770892	0.0312513924	0.020452349698	0.01905858904	0.0156287247645	0.0177279669275	0.01752037869	0.0204479176972	0.0146265921294	0.0223135167467	0.014950444964	0.020748210577	0.0223601052024	0.0132497270991	0.0225127737744	0.0138158343491	0.0201246624509	0.0170335374229	0.0464173311137
a	0.34469077	0.360571588	0.0363952174	0.019390258443	0.0166655431928	0.014336551582	0.0142682963417	0.0139806310975	0.0162467601719	0.0120627475728	0.0196139845384	0.0120353595675	0.0172916498857	0.0148058955313	0.0114674195146	0.0175165794449	0.0120907093931	0.0168764339675	0.0124181971016	0.0172753831225
p	0.0949226932	0.4881692934	0.0615728847	0.02433775333	0.0221809710538	0.0202518468967	0.0217108928037	0.0208566981295	0.022847780274	0.0172850055626	0.0249053853551	0.0180014996388	0.020106855677	0.0200968269098	0.0167812100513	0.0204378105852	0.0192899991613	0.021197761624	0.0198905477619	0.0251563288
e	0.03995683008	0.4040982106	0.1324200506	0.05531207858	0.030038083504	0.0247905486088	0.0237498333983	0.023702948963	0.0244501092478	0.0157999137481	0.0233741095202	0.0196488754029	0.0239247093796	0.0242860934516	0.0145317792116	0.0229258796787	0.0164805597675	0.0231652099444	0.0201624457288	0.0371816851065
r	0.05808406068	0.2490209458	0.2815584108	0.029863407892	0.0243265566234	0.0223842075516	0.023403879092	0.0228175399442	0.0246189667604	0.0239159779205	0.0257587392684	0.0230518619811	0.021641921758	0.0228433266177	0.0213880607531	0.0227448646167	0.0213361482342	0.022691560979	0.0247115193305	0.0338378319543
ò	0.03955653202	0.3249791746	0.212988202	0.04312856456	0.03162435	0.022409622097	0.0236902142001	0.0235215014684	0.0249837418062	0.0189238219843	0.0243941893432	0.0230578713377	0.0245117883429	0.0262677753915	0.0171701968178	0.0246394810839	0.0165681334654	0.0210338464819	0.0195460249133	0.0370049078236
s	0.07717594806	0.1963944256	0.32989677	0.08044131732	0.0233436569	0.016585980399	0.0163562904799	0.0165560579383	0.0192783222524	0.0174184790264	0.0268573568272	0.0222559012912	0.0236313482185	0.0219812820119	0.0143069946967	0.0251935445298	0.0118369904576	0.0197340164037	0.0126637174546	0.0280914944396
t	0.02695251428	0.257449558	0.308532612	0.0751580818	0.03550859334	0.0241258113612	0.0157968405841	0.0161004999207	0.0163111720805	0.0131137723771	0.0197655784268	0.0184181941875	0.0179783242283	0.0160413291923	0.0203198988176	0.0183941117327	0.0139110928932	0.0264201306209	0.021622954794	0.0380790230723
è	0.048876002	0.235162015	0.125588695	0.111476078878	0.0524972863126	0.0375881652937	0.0275741595046	0.0267655402977	0.027348677799	0.0216484512439	0.0509499098007	0.0212936286354	0.0387515028604	0.0220941511715	0.0156264243186	0.0471877174246	0.0181326532073	0.0317683578367	0.0167563098608	0.022914299203
i	0.06259220489	0.1477086678	0.3441365	0.1728595218	0.02483408142	0.0247977532588	0.0135269493962	0.0134890774639	0.013594025845	0.0130535165926	0.0226310533454	0.0139773958043	0.0174166145083	0.0197994644151	0.012815993144	0.0225435679182	0.0108947402501	0.0146378378324	0.0118399007179	0.0228511448159
à	0.027736200728	0.056085367826	0.2832019368	0.2736285994	0.088198165	0.033927508372	0.0190758002485	0.0178570027492	0.0179384810898	0.0148827268913	0.0180209508756	0.0144447000413	0.0157306495512	0.0200947079199	0.0132850764514	0.0177708882465	0.0129680608836	0.0169869331341	0.0136597630529	0.024506470485
r	0.041704385276	0.06123047814	0.216444296	0.3525097292	0.0699723912	0.02337878144	0.0131402511604	0.0149526743673	0.0130958628253	0.0156963641547	0.019938691269	0.0212226647316	0.0157838514456	0.0274163600624	0.0123046998805	0.019377114009	0.0092786907151	0.0139559886096	0.0105336601035	0.0280630820611
t	0.040530814208	0.07246217274	0.198678148	0.281910302	0.1214601008	0.04501645984	0.01716213654	0.017776752094	0.0139808713729	0.0170570492073	0.0207439931213	0.0231573506775	0.0170172955364	0.0205957776652	0.0119595049736	0.016007990708	0.00946354008945	0.013957889122	0.011206760941	0.0298550569705
e	0.03087147972	0.09618090384	0.2159257108	0.22148533354	0.0756756198	0.055039586014	0.024750440494	0.0211614709699	0.0196161101921	0.0203397040512	0.0353130714674	0.0206960653496	0.0249812711599	0.0195350106435	0.0178659960957	0.0298329051702	0.0145480214136	0.0193240585132	0.0163409646442	0.0205162491023
n	0.045453449726	0.05209550711	0.1216210578	0.141532441	0.2316536134	0.1074416682	0.03208166854	0.02229342116	0.019819694908	0.0144407261062	0.0226827238144	0.0150157055098	0.0200972630483	0.0255625388098	0.0149424765581	0.0250918020564	0.0131817202437	0.0198927793028	0.015867172276	0.0392325595015
a	0.025387821176	0.043550220652	0.1166522204	0.2270948278	0.213356021	0.0722147266	0.03896965494	0.0305398273	0.020619073589	0.0158887025821	0.02470481616	0.0233380650749	0.0200384901805	0.0247885762535	0.0115106744431	0.0195012563516	0.0117808918373	0.0176889813658	0.0134119091728	0.0289633393863
s	0.027394717248	0.0291012922424	0.0711343976	0.0878877962	0.23648888	0.2505821614	0.05123887982	0.031478829	0.016423995398	0.015194689958	0.0165767431391	0.0160994621636	0.0144218889875	0.0208237617652	0.0152215721095	0.0185781915373	0.0124512034612	0.0176553803036	0.0165102046614	0.0347358873118
t	0.0192881506392	0.025493157894	0.0639805186	0.11922814414	0.333958474	0.0738488604	0.0641935836	0.0340102254	0.01811317326	0.01345178451	0.0218760056464	0.0213283850678	0.0164903592378	0.0303809356083	0.0177194136838	0.0244481206842	0.0157623368799	0.0268897003079	0.0218748798239	0.0376637743771
è	0.01498014022	0.113799118588	0.1522591276	0.093338671148	0.214105418	0.064556476	0.0401219494	0.0231074344	0.01934942231	0.014823748324	0.0258096292406	0.015367702546	0.022285421254	0.028883592286	0.018479582	0.0324909600984	0.0145998920942	0.0235373457427	0.020735950229	0.0473684759277
i	0.029080821114	0.032055052092	0.0744067884	0.144908784	0.2140739326	0.1693246714	0.0406636168	0.0330618482	0.0133521164	0.013368541225	0.0338556273304	0.0175123314122	0.0189854008965	0.0289474927465	0.0170888884824	0.0291963514883	0.0143868116694	0.0238562118912	0.0184743317313	0.03340049764
k	0.013713344202	0.015470478534	0.0466227345	0.09718169212	0.1817312766	0.2097267764	0.0906370266	0.0929486948	0.0222037286	0.01202032842	0.018075900032	0.0145360938348	0.0134873260209	0.0234164597478	0.0138813004709	0.0264509132948	0.0134135573301	0.0417251711397	0.0163757437497	0.0363815520058
a	0.01860423316	0.03003156374	0.0488922766	0.0622459424	0.1318456576	0.100214718	0.2156094624	0.0874761908	0.03209813464	0.014034722694	0.036984395188	0.019465259866	0.024863110686	0.034041354058	0.012971937399	0.0308323629684	0.0121280789455	0.0283864120728	0.0169907697402	0.0422834838742
m	0.019935694842	0.0206837431812	0.04410641186	0.055511622452	0.1046501876	0.25224594	0.1260559354	0.113645619	0.0317185776	0.0173608052	0.01764423364	0.0208443812736	0.0116838314564	0.023118740511	0.015826538296	0.0198121266761	0.0126923943869	0.0234753702727	0.0201326734375	0.0488553628218
m	0.0112232341	0.01652318102	0.02971771374	0.03706339942	0.1197114664	0.1299877978	0.1730041534	0.0658663846	0.0346975546	0.01330814904	0.0461064834	0.0222157434	0.0329822736	0.03016833806	0.012297285334	0.055094376416	0.0191298449784	0.0799730821767	0.0346335908842	0.036295980194
è	0.0081699215	0.09350793461	0.0770041893	0.07284896556	0.0752936378	0.0939764066	0.104170735	0.0694759976	0.04009768174	0.01750555144	0.0314316922	0.0198814029	0.03184064376	0.03529270876	0.016480815284	0.041874594898	0.016275553036	0.04731305223	0.0349800244	0.072578498786
n	0.01269472352	0.01694040262	0.0425542333	0.0806421071	0.1278756928	0.1915812782	0.1241490064	0.0929774626	0.03315287272	0.01581537091	0.04421787276	0.011238278066	0.0232219106688	0.0252150843232	0.0180167591826	0.0211456757913	0.0119493029974	0.0331042073631	0.023589796264	0.0499178542185
i	0.01352384102	0.021171115306	0.036844296424	0.0672089157	0.1030483928	0.0984921364	0.1647217204	0.132823584	0.06737219656	0.0348819579	0.0569358406	0.02773329996	0.03329267538	0.02361483819	0.017401070476	0.0237146859986	0.0110740354618	0.0166062877837	0.0131835280478	0.0363555803891
s	0.0115937546152	0.0121778116806	0.019247973174	0.025907235096	0.05251091608	0.108611079	0.133493528	0.2137642354	0.1056125712	0.0577185262	0.0432235778	0.02909508044	0.023361103632	0.0248555180068	0.012731728456	0.0192045854049	0.011985000038	0.0304238403609	0.0158072643055	0.0486745945608
t	0.011820554218	0.014552246556	0.019517745168	0.02284187574	0.0653243226	0.1045141904	0.179276814	0.1282910486	0.0879926842	0.02215019816	0.0639817764	0.0441581706	0.0348783914	0.0449023286	0.018545880768	0.02978299219	0.013406939175	0.022994300414	0.0190879061014	0.051979509324
o	0.00863257705	0.03293379568	0.022439743596	0.0284240767316	0.04517011722	0.0490151264	0.212799458	0.1179854886	0.0686061472	0.02274919734	0.0621257114	0.02454219	0.0595667692	0.0797691247	0.023913231728	0.03314179901	0.016703045362	0.02283876996	0.022489421932	0.046154304594
c	0.01274044417	0.013666113402	0.017349133168	0.020271671534	0.03988629392	0.0858922274	0.1115139992	0.1901346004	0.1090110724	0.041790178	0.053744637	0.0307655684	0.02488944212	0.040012887126	0.01635953714	0.026020420628	0.0171883218544	0.0352871488627	0.0334148660732	0.0800614715056
ì	0.007276917934	0.00806845249	0.017282798754	0.0227993057	0.0348677024	0.053423387	0.1077222454	0.1359893772	0.088016324	0.0596630566	0.0876221716	0.054866408	0.042031821	0.04451263306	0.02002659366	0.05209144404	0.026135955972	0.047491500263	0.0407615861398	0.0493504533352
p	0.009675761244	0.01027435788	0.023409178746	0.0318773873	0.0499146386	0.101409272	0.1103177304	0.1807760972	0.061841236	0.0373384886	0.1369411566	0.01825531	0.05323241876	0.027374927062	0.015540903526	0.019149916832	0.0178006587463	0.0234770407094	0.0203360524055	0.0510574570546
o	0.007216422436	0.011572827946	0.024120785034	0.0268676333	0.0409224477	0.0600404658	0.1094177072	0.1213450882	0.0894376904	0.0474083494	0.133794879	0.059725681	0.0570161174	0.04474254714	0.01893296308	0.03294548154	0.015671804996	0.0214788820748	0.017696237271	0.05964602602
c	0.0072468623473	0.0084005720352	0.011657007512	0.011399145318	0.01948256858	0.035341663	0.0640978732	0.1448096628	0.1202494468	0.1095690876	0.0932626714	0.059491514	0.0584927502	0.0522073292	0.0233373454	0.02518883254	0.0176627739494	0.0513099243282	0.0260564701818	0.06073651026
e	0.006543733596	0.008553456976	0.013838767494	0.01423711784	0.02182878286	0.03412325172	0.0782587098	0.099565137	0.0804156258	0.0581103499	0.1249135126	0.069455528	0.0918684604	0.052569881	0.03323303846	0.0416275596	0.02308011932	0.0480432427166	0.0431956736426	0.05653808962
e	0.0061411486436	0.0066446822272	0.0085284133194	0.0094153711288	0.014987250454	0.0264378578	0.0590077141	0.1289489072	0.12052568956	0.1276167	0.088547135	0.0498744654	0.0389484054	0.05719719346	0.0445003132	0.02212399808	0.01729846542	0.032245618684	0.036691553112	0.10431911502
