 	lui	sapeva	che	oggi	stava	per	fare	freddo	o	freddo	e	non	poteva	fare	il	bagno	</S>
c	0.738808658	0.0347003581	0.022325762401	0.014829068515	0.014767125198	0.0144841543958	0.0153647967723	0.0143016938389	0.0144205378299	0.0143030975713	0.0142712113687	0.0143586188829	0.0144089529911	0.0142680829585	0.0143365248045	0.0143928377818	0.0156585971212
ì	0.5370744526	0.0853428302	0.0390945604272	0.0319153018308	0.0255956833445	0.0258540742388	0.0229968958115	0.0231116189552	0.0232629021767	0.0228490650026	0.0221328464076	0.0160380122401	0.0214831884832	0.021033952513	0.0209100417795	0.0291283900205	0.0321762101262
n	0.4084267372	0.304218666	0.027934541846	0.0212846257266	0.0206556391051	0.0169926892995	0.019167348964	0.0187494516303	0.0182725627446	0.0186983558235	0.018536714921	0.0143776986752	0.0182783649824	0.0178045668591	0.0174728501533	0.0198392471982	0.0192898873994
o	0.3635416534	0.345739758	0.046565011856	0.017821545508	0.0242266076169	0.016714484753	0.0185455888832	0.0171972225062	0.0159030336514	0.0186872744217	0.0168844940053	0.0138786609659	0.0175188802211	0.0170995151088	0.0154102668886	0.0180598491752	0.0162061343412
ì	0.138318524	0.5339287224	0.0446397029516	0.0213094499429	0.0216631376309	0.0187817476822	0.0246809375798	0.0185229932428	0.0224342863682	0.0184940329169	0.0182152742622	0.0180081356322	0.018042773758	0.0180297890273	0.0181264038542	0.0222196571547	0.0245844704114
t	0.0758559864	0.62216939	0.05842239086	0.02043354024	0.0346578844172	0.0151812753926	0.0176276880172	0.0185429833635	0.0162209905769	0.0196834240752	0.0148910672625	0.0132858307746	0.0139668701536	0.0126262693113	0.0133231716759	0.0161203392206	0.0169908183055
s	0.145359123	0.3828326346	0.0979498564	0.0551533828	0.0480481817294	0.0249239953673	0.0267105916781	0.0253728284393	0.0233630647543	0.0264660793615	0.0219029689807	0.0168776471817	0.0196224650677	0.0173735458811	0.0157379550129	0.0245181665824	0.0277874003601
e	0.1275835034	0.2811954444	0.12870387186	0.0710030669752	0.0501784798028	0.0286844899522	0.0333649181854	0.0378741840317	0.0286232473328	0.0331116320202	0.0278662950326	0.0202610910928	0.0264343379544	0.0232152713997	0.0189349005072	0.0347859164682	0.0281794124444
r	0.09372711206	0.3334354696	0.217815122	0.0379208464	0.02505908464	0.02177350389	0.0250603876073	0.0269216963606	0.0254551695413	0.0267832756679	0.0251191572945	0.0214324986961	0.021746640267	0.0204561875004	0.0202081176391	0.0248001173346	0.0322857778906
e	0.0529524416	0.3055962086	0.229776318	0.0844511394	0.04291426687	0.0199320256575	0.024364551066	0.0299312992004	0.0213996505038	0.0287034333276	0.0246059821351	0.0206884808626	0.0211415197094	0.016707797403	0.0153121331581	0.0299166705502	0.0316060558807
k	0.053075013712	0.1015238678	0.4935028432	0.0650906672	0.024202722	0.0189608673481	0.0197987569008	0.0237403223652	0.0196648807456	0.023971898513	0.0224761719492	0.0203258428351	0.0206298949303	0.0180862207492	0.0176207191783	0.0230690217273	0.034260355486
a	0.04982204234	0.0857378896	0.3983316268	0.1160361974	0.0542810987	0.04458356828	0.0334758624156	0.0221461385285	0.0235561934099	0.0219756452998	0.0209212595753	0.0159352531913	0.0199103842733	0.0173905671534	0.0177353745681	0.025953449476	0.032207429841
s	0.035878690864	0.0536154946	0.346152126	0.2267925546	0.064266106	0.019600128538	0.0203408185737	0.0242193840994	0.0199826950315	0.0244037645599	0.022852898865	0.0210986211617	0.0204815948574	0.0181192039574	0.0184747711772	0.0252460873476	0.0384750362649
ì	0.0326120818	0.0477778973	0.3041062432	0.2116820706	0.0752599482	0.02609176488	0.02878070758	0.023860241524	0.022493743585	0.0245232396208	0.022068620119	0.0191301985526	0.0223301983586	0.0215901231349	0.0329325240325	0.0301630842736	0.0545971744829
m	0.0310116725	0.054798309	0.1701423696	0.4078937174	0.093393286	0.01718024936	0.020261103804	0.022246571319	0.0166714340528	0.0233909890893	0.0173341894282	0.0198359448592	0.0172959797629	0.0145003589324	0.012091674916	0.0235058446537	0.038446368183
m	0.0194379789	0.03827605628	0.2079729728	0.2999910554	0.1215381926	0.050500432	0.03445518786	0.02315622002	0.0243872768573	0.0203736611176	0.0200924688146	0.018089657235	0.0168185413401	0.0160692797015	0.0181387020885	0.0325893127535	0.038113083665
e	0.0264964902	0.106715125	0.27736835	0.1899405706	0.049833735	0.04022655006	0.04102132248	0.03445241184	0.0328409083611	0.0272818263355	0.0259349595446	0.0240323388719	0.020205900587	0.0181600172514	0.0186319969675	0.0396913836431	0.0271659472995
r	0.02393855206	0.0310313356	0.1292851488	0.2756804664	0.1869953412	0.0606651932	0.04958696937	0.0248200602648	0.0322240965494	0.0239730077692	0.0239468500342	0.0236727779212	0.0217649027932	0.0208152720274	0.0213039306521	0.0226504655762	0.0276457778198
i	0.019120919172	0.02497080008	0.0817924174	0.218220474	0.279003842	0.0797061274	0.063077301	0.0303714534	0.028874557428	0.0272871235106	0.0211515417747	0.0194634382048	0.0201692469871	0.0168377509406	0.0160963671415	0.0257198139572	0.0281368709855
ì	0.027532104124	0.02967152577	0.06047297366	0.1305665406	0.235492569	0.18340435	0.09778757316	0.023993202836	0.031379062854	0.020326217117	0.0210125796108	0.0206034136745	0.019468938255	0.0173450546559	0.0161474015445	0.0236723319947	0.0411241808481
c	0.01729412764	0.02111825304	0.06386042146	0.1815964374	0.359662256	0.0673766834	0.07095891418	0.02968190899	0.02488353894	0.0264013194024	0.0142890538889	0.0183651417141	0.0181177073801	0.0123564001674	0.018501488922	0.0295767602299	0.0259597569734
h	0.021140770088	0.028258312	0.0444217296	0.1502230264	0.231013674	0.1493143092	0.09220732392	0.0432666562	0.034479150846	0.0247821785745	0.0174550637832	0.0179477732505	0.0181885213117	0.0158635085246	0.0264906133998	0.0588041441159	0.0261431966428
e	0.018106333	0.01847825098	0.0902834836	0.1357321	0.181107534	0.1506542074	0.1328953858	0.0567124734	0.032250932738	0.02991143006	0.0308145216653	0.0247856308745	0.0203512861911	0.0166671603304	0.0155741287938	0.020887165834	0.0247880948657
n	0.026587272974	0.02681143746	0.03253369532	0.0829989118	0.148732154	0.2440175092	0.131944598	0.0640081284	0.05769007218	0.022846192084	0.02507879502	0.025606698229	0.0200984951941	0.0174949026327	0.0166956810469	0.0189700916931	0.0378852515132
a	0.01591463296	0.017583940786	0.032898277808	0.0690246316	0.236109607	0.21331478	0.1520942104	0.0469796704	0.0358467844	0.03058140814	0.021614538722	0.0182650560337	0.0223366558142	0.0155719225112	0.0150535616721	0.0208232299204	0.0359871037147
k	0.02415482686	0.024043038406	0.02935174091	0.06559222598	0.092211578	0.2524390204	0.1324199932	0.0849554708	0.08386483	0.025647023606	0.036688157754	0.0281123874853	0.021065976271	0.0166245082421	0.0269560797279	0.0186210363374	0.0372521485657
à	0.01439755598	0.016232991948	0.027276866856	0.041649107	0.1996715544	0.1548352488	0.2000307746	0.0877688128	0.040258874	0.0292982972	0.02354944414	0.019189592462	0.0205518430692	0.01773550217	0.0383842146416	0.0275016638329	0.041667560012
m	0.0202459134	0.02183317234	0.032746794116	0.07553555682	0.1110786108	0.185449994	0.127872704	0.154444466	0.0626859625	0.0381359368	0.02870918092	0.0362385720112	0.02418110501	0.0129937853346	0.0105644037202	0.0258143930805	0.0314694639892
i	0.01160080425	0.013393358948	0.023463121748	0.0378082526	0.105644748268	0.1367901796	0.1732532732	0.1168301944	0.0652430954	0.040932471	0.0251046844	0.0173794362	0.021121890054	0.023059105072	0.0354272444386	0.10528652949	0.0476616730978
f	0.019792491488	0.019444989506	0.023095569238	0.05388220294	0.06018735428	0.0858493134	0.1441809558	0.1150823524	0.1624279992	0.0808756872	0.0745460162	0.0410695286	0.02817281765	0.0183825181372	0.0169461813532	0.014533694254	0.0415302024034
r	0.013363841268	0.01423463856	0.021003133514	0.03636362886	0.121247206574	0.118567621	0.1129723472	0.1298671852	0.0753696414	0.1058974564	0.0530591008	0.02522959978	0.05035510658	0.02425297004	0.028221513788	0.0269008000573	0.043094094602
ì	0.01271285718	0.013141608339	0.0211215710292	0.045846131692	0.05561424074	0.0729640472	0.1171543016	0.199554906	0.09214439994	0.138608482	0.07424355328	0.0326043340132	0.03945395408	0.01675281801	0.0158649476255	0.020604622168	0.0316133011775
s	0.0275227718	0.027429776	0.0312036626232	0.06058852644	0.07491213302	0.0993914747	0.09341276172	0.14151274	0.081126505	0.0790773808	0.0668218732	0.0516588448	0.0458725614	0.03037419908	0.018886522344	0.0178945034868	0.052313818392
k	0.00938601664	0.00993903192	0.017740016636	0.047501104	0.07479847796	0.0880264018	0.136327694	0.1414440084	0.1040120244	0.0781661862	0.0715304156	0.02415871492	0.04847918892	0.03734258074	0.02988899334	0.0379399075974	0.043319187004
o	0.0158073731	0.01383539428	0.024885652164	0.03477655302	0.06498021314	0.0852966324	0.1065198532	0.1611129112	0.0584758696	0.1387564056	0.0720458174	0.03348682817	0.0557852046	0.03126878488	0.0223827780686	0.04007149866	0.0405121565302
o	0.01815866501	0.01703465524	0.017336990014	0.02747561412	0.042397545	0.0399513596	0.0585710213	0.091846906	0.1500716624	0.132973326	0.156633794	0.054638193	0.0564486424	0.0365326183	0.02801698326	0.0195132130964	0.052398765386
t	0.01254990532	0.01154127158	0.0122220001192	0.023548262768	0.03729950168	0.0427186234	0.0453446095	0.0687372378	0.109091362	0.095077821	0.167054936	0.1251944604	0.0599798756	0.047795573	0.0744902628	0.02270703579	0.04464730846
s	0.00833532562	0.00806919094	0.017167628554	0.024137208674	0.042710429932	0.0531075336	0.0528891988	0.0824994578	0.0939632864	0.171177851	0.0863212474	0.04455251026	0.095061665	0.0657165376	0.07190865696	0.038688038128	0.04369425774
ì	0.01053107916	0.008851143798	0.0168702737382	0.02901501208	0.03915618773	0.032820545	0.04527640412	0.121732802	0.0498503268	0.1137759088	0.1311843592	0.0568007928	0.0850604652	0.107625589	0.0390416086	0.049304944	0.06310268368
c	0.01604036314	0.01306136442	0.01413418104	0.03155209954	0.03001752346	0.0358941159	0.03908361034	0.0565541404	0.0657585722	0.0917510402	0.123962185	0.149690474	0.097188786	0.06838866	0.066849588	0.035503619252	0.06456974164
h	0.009772994114	0.01032925099	0.014245142256	0.02273233034	0.041166074004	0.03797443096	0.03212708632	0.0497490946	0.0547714226	0.0649894392	0.0990108084	0.1111424298	0.1076765296	0.1048806226	0.0612719348	0.107651715136	0.07050869196
r	0.01261546852	0.01188741202	0.019253349916	0.02221654272	0.04821344066	0.0365057301	0.062359708	0.1173973644	0.0509666934	0.19319592	0.0838592176	0.0456241592	0.11271515	0.0538490794	0.0298609294	0.047640764	0.05183895524
a	0.01261072632	0.013412571488	0.016579473136	0.0227385874	0.0447301784	0.03153544464	0.05679194792	0.1542481976	0.04066222682	0.1569831408	0.0779867282	0.0432622714	0.1208645986	0.0698207678	0.0473315755	0.03248662848	0.0579549618
c	0.0174943184	0.01028664034	0.01039246592	0.013399543772	0.0239887752	0.01676076344	0.01895668984	0.0464727266	0.0909569528	0.0797207932	0.1433602928	0.1082767134	0.080048084	0.092848252	0.0904369639	0.0380532646	0.118546708
e	0.012945057434	0.01321908972	0.016858709184	0.02456526272	0.045180992832	0.03957727864	0.02949908644	0.047983513	0.0408257534	0.0742776708	0.0961522466	0.0786135848	0.1435234836	0.081428908	0.107269552	0.07034055676	0.0777391686
e	0.01167722598	0.00940746653	0.009979724906	0.013025333016	0.01856165306	0.0188825953	0.01972611192	0.0327671702	0.0488692762	0.061148295	0.1063605906	0.1245874736	0.0591782208	0.084204823	0.124895712	0.0759302064	0.1807981218
n	0.01543936888	0.00947207747	0.01017718097	0.01471921774	0.01975527088	0.01763482548	0.01795449776	0.0387728698	0.0356408688	0.0640189464	0.1022869386	0.1035837096	0.0974933208	0.094723684	0.17004591	0.10049393756	0.0877871451
ì	0.00863110604	0.00966892784	0.014421005374	0.021611771048	0.042450693454	0.035626356672	0.022541771234	0.03033562452	0.0384225876	0.0447908378	0.0791723474	0.0884407016	0.1135788902	0.0762391372	0.123273646	0.1410501984	0.109744289
s	0.00752318126	0.00898409252	0.010255012844	0.018140289	0.016992035292	0.02429737583	0.022047054924	0.03421082034	0.03866423918	0.0676658373	0.1057113984	0.10296072936	0.0815369724	0.073370186	0.1226669626	0.14309746964	0.1218764372
o	0.003824623218	0.0053049198	0.00676094074	0.0209106396	0.01907794032	0.019864696588	0.0202654105	0.03127374436	0.028477371	0.05065601852	0.061246707	0.0678212326	0.1445264694	0.12652833	0.0880995856	0.17943896464	0.1259223996
z	0.01187936194	0.007441373452	0.007929148584	0.0107578806	0.0110589483	0.01527389742	0.014137716956	0.02551662134	0.03075314276	0.03907342016	0.0603605305	0.060314389	0.0626787818	0.1104932964	0.175612906	0.120687063	0.236031538
e	0.005133386414	0.00525747174	0.006931741454	0.01650087988	0.02025482769	0.02355336976	0.01800758712	0.02556397636	0.0243958956	0.0359797128	0.04935320088	0.0359824758	0.1374349982	0.117737794	0.1726044	0.165506419	0.1398017752
k	0.01876548426	0.0064600401	0.00684075884	0.00827569704	0.01025483094	0.01165917678	0.010284419434	0.01910928654	0.024045471	0.0297135958	0.047940929	0.0558515296	0.0543032716	0.0983053444	0.160189136	0.185398958	0.252602074
à	0.0041317161	0.00458304586	0.007171355812	0.01301799116	0.02773427064	0.020487418376	0.014447146954	0.0192345386	0.01267209368	0.0241711213	0.02148829344	0.02507382808	0.08657268046	0.0551633388	0.1600037724	0.32546886	0.178578546
m	0.005093128692	0.004800629544	0.005569824768	0.00901234988	0.0090927286036	0.010923694354	0.0120211922852	0.022995840506	0.023180591404	0.03369980352	0.04902397466	0.0490342182	0.05455136154	0.1070320988	0.159534058	0.221758716	0.222675712
i	0.00333103655	0.003885789434	0.006373712284	0.012893299666	0.02489734827	0.02465081002	0.01430525182	0.02325495952	0.01636298178	0.0229266943	0.02821307872	0.03552492762	0.0530377894	0.0933755626	0.154199928	0.2912889564	0.191477836
o	0.009711248306	0.00490237979	0.005150261074	0.00609974729	0.008553082946	0.00873672386	0.007319303674	0.01427006006	0.00996192424	0.0222595297	0.02308855742	0.022158804726	0.04015636434	0.0668679436	0.1445887974	0.286853948	0.319321298
b	0.00861959615	0.007045300286	0.0072719217826	0.0088796214	0.0103600698986	0.008920218772	0.008426433396	0.017754469388	0.010536676398	0.023737597316	0.025794744988	0.02565217667	0.0314724243	0.05891116674	0.190019534	0.3343218484	0.2222763088
à	0.00271460404	0.003241186014	0.010517625469	0.01501444786	0.016658020948	0.022998267394	0.01940582506	0.01980942232	0.01554908604	0.02812587724	0.02214359536	0.02382620472	0.054971292	0.0478265852	0.1440276686	0.375394834	0.177775342
g	0.00336550242	0.00336414136	0.00430585922	0.00730941394	0.008083962984	0.009162113176	0.009853728185	0.01484525016	0.013369037406	0.0246178089	0.0311478232	0.03471375502	0.042599366	0.0880287852	0.1585320976	0.305435748	0.24126558
n	0.00396842071	0.004846878586	0.005400421068	0.011458146784	0.021888666988	0.016521958694	0.011712419136	0.020483317408	0.013088976	0.02010043804	0.02148823558	0.03161609619	0.04232789574	0.0513282438	0.175361342	0.300702592	0.247705904
o	0.0027391255408	0.0038718112168	0.0065327064024	0.007227949012	0.0086833067308	0.006459510805	0.015614147108	0.025875799936	0.004260543036	0.051359711472	0.0115278272	0.01131737179	0.1392833005	0.064906714	0.1391041718	0.313910658	0.1873253412
</S>	0.0063489991436	0.0093073474466	0.0051475727258	0.0086818754666	0.0078015071328	0.0062771145574	0.006155254477	0.0075190494412	0.00841039071	0.0094063578876	0.0117714345352	0.015806182602	0.020903814204	0.03083409576	0.1081427026	0.42388576	0.313600462
