 	non	aveva	cosa	a	fare	</S>
e	0.794715296	0.056467613456	0.0369170218918	0.035559591688	0.0392326161549	0.037107927943
n	0.641009564	0.13493681944	0.050305603932	0.0873652502078	0.0396403847071	0.0467423138644
ì	0.1885539002	0.453987416	0.08596440082	0.073066389006	0.0805147232546	0.117913108752
c	0.1856919236	0.598659086	0.081948385	0.04425477448	0.0425799715705	0.0468657871574
h	0.0697561594	0.329024914	0.222296194	0.15795856	0.118864253082	0.10209991618
e	0.0749725374	0.268611644	0.40522366	0.1165079774	0.07118469638	0.063499443428
t	0.0342776034	0.1330852396	0.4916806892	0.186535611	0.043808558428	0.11061217368
i	0.026488172084	0.15904125648	0.313979522	0.267380291	0.07869711854	0.1544135334
k	0.02185781414	0.0341991717	0.165525096	0.442790156	0.15683681358	0.1787910498
à	0.011002977026	0.01407872814	0.080540038	0.2748142408	0.408704482	0.210859545
m	0.016872467732	0.0225379932	0.0553598822	0.2185209	0.377655097	0.3090537294
i	0.011564409142	0.01510602224	0.03284319674	0.221393873	0.559438054	0.159654484
</S>	0.0133253829134	0.02014710454	0.0298904358	0.0587276767	0.443028906	0.434880614
