 	il	morto	vuole	pianto	</S>
o	0.81492412	0.051031358	0.04558250204	0.0443191030934	0.0441429296522
p	0.507457374	0.329495993	0.0497391005738	0.0584676957113	0.0548397748412
e	0.337640194	0.475739878	0.06014294906	0.04953032086	0.0769465112825
s	0.40286871	0.404944796	0.056204701584	0.0717700337047	0.0642118503678
a	0.18622863	0.57399216	0.0720481022	0.051738308606	0.11599270784
m	0.20913376	0.536102128	0.0851183302	0.079017541368	0.0906282521548
m	0.1077782012	0.5154793068	0.1396560166	0.08330053	0.1537860442
è	0.264501916	0.314093304	0.189894944	0.05857590514	0.1729340292
n	0.1491978426	0.389881392	0.2030386272	0.017186513688	0.240695457656
o	0.199212646	0.382560234	0.212862392	0.05788025096	0.1474843272
t	0.0898970892	0.184787905	0.482213684	0.1262506554	0.11685066042
è	0.0383474028	0.1194368186	0.4087988208	0.0742117978	0.3592051036
l	0.0480433154	0.083721073	0.565843176	0.1289571724	0.17343537932
i	0.021569314	0.0701554478	0.5132862352	0.0970862466	0.297902672
g	0.03203243326	0.0454494593	0.2022478332	0.448722874	0.2715475318
l	0.02363348756	0.0582001258	0.3128836632	0.179498056	0.425784528
a	0.0701418356	0.0770913976	0.281110118	0.224600782	0.3470560866
m	0.0155919247	0.0288683924	0.0538292726	0.440551342	0.46115921
m	0.010809491012	0.036183854816	0.09668517114	0.348759542	0.50756192
è	0.03602993614	0.05007601095	0.07201841796	0.326352528	0.515523066
n	0.0214017128	0.08158193923	0.131275961644	0.269835964	0.495904498
o	0.01883067747	0.040470807632	0.1010441396	0.321119474	0.518534938
</S>	0.01804452476	0.02229899507	0.0285838577	0.361201924	0.56987055
