 	sono	stato	sempre	poveretti	</S>
ì	0.802627658	0.0579556006	0.048334318388	0.0453879632234	0.0456944595491
m	0.7335954	0.0847450378	0.0616702591285	0.0642502936286	0.0557389768984
e	0.383010946	0.3418328388	0.09049271676	0.0578947914004	0.126768652962
s	0.316098512	0.509659798	0.0602680462372	0.0527726449976	0.0612011641995
t	0.10662868	0.696547344	0.08581480086	0.0358058233746	0.075203167431
a	0.1210803058	0.611660194	0.1178417518	0.0662451952209	0.0831725141931
m	0.1922366014	0.562156144	0.109841287	0.0487811667874	0.0869848644453
m	0.0612813128	0.52317744	0.2437772134	0.0579429043	0.11382122234
è	0.08278253212	0.372743634	0.297804206	0.093799193076	0.15287036924
n	0.1206416588	0.431595228	0.2414196972	0.04031119946	0.166032205702
a	0.1114564858	0.478623188	0.19231912	0.0626768998	0.15492429866
p	0.07026529114	0.1194926418	0.511186562	0.1065061896	0.192549334
à	0.021271974	0.13105860086	0.516153926	0.1402189504	0.1912964134
n	0.02928601514	0.0825866348	0.41664571	0.196814678	0.2746669952
t	0.02876135672	0.1225978836	0.508386608	0.1314910128	0.2087631546
a	0.0302642428	0.1291582044	0.377647568	0.1684503972	0.2944796342
t	0.016432830448	0.01851985818	0.1489651863	0.355464428	0.460617666
e	0.00870348861	0.016585957376	0.119787539	0.480277452	0.374645742
c	0.0130808383	0.015701552006	0.058962507	0.504385284	0.4078699028
h	0.005356466728	0.01131754498	0.05400095932	0.403234406	0.52609054
ù	0.0044752268	0.02109078892	0.0857687612	0.510106644	0.378558636
d	0.006232021402	0.009451932786	0.04491301586	0.47668809	0.46271497
d	0.005979249888	0.015384574186	0.049749047	0.441913788	0.486973362
h	0.0047367114304	0.01255339758	0.16100299912	0.424509488	0.3971972642
i	0.006285101115	0.02066072884	0.1148499622	0.425311506	0.432892663
</S>	0.0235990835	0.0113362352	0.0956490388	0.293989118	0.575426508
