 	il	vestito	della	sposa	deve	essere	bianco	</S>
o	0.761452594	0.0760263852	0.02900661648	0.026602618934	0.0262254094218	0.0263860775913	0.0272787961202	0.0270213977669
à	0.3994548672	0.1819872472	0.22932446	0.04759789465	0.0318223201956	0.032256372467	0.0385021111132	0.0390547358093
b	0.0968666186	0.2345241564	0.485029698	0.05296719506	0.0306582721026	0.0305128142964	0.0334241306407	0.036016998168
b	0.0845558092	0.1787046542	0.401270158	0.1624109369	0.04173270734	0.0391912996743	0.0478007364447	0.0443337509422
e	0.281972704	0.2185826528	0.23316387687	0.0544146827948	0.0543466197696	0.0486620360735	0.0595498568925	0.0493075524251
t	0.104748995	0.334216074	0.346787854	0.08147598	0.032789127128	0.0321227083327	0.0330220268841	0.0348372472271
o	0.101349436	0.2678350768	0.3588109526	0.1096883844	0.040669344114	0.0377502286724	0.0408501969915	0.043046218342
u	0.1142099346	0.2342646	0.2920966	0.201506416	0.03771029878	0.0327278631174	0.0358107792116	0.0516737013807
k	0.04221361504	0.0692123554	0.1443741628	0.4764061128	0.098221852	0.03348817674	0.0356041560163	0.100479560043
o	0.12522227932	0.12735179636	0.14759597762	0.367337344	0.0556729538	0.0547968594	0.047439980048	0.07458265474
r	0.05946541148	0.0928251186	0.132950556	0.457975232	0.0826550576	0.04604543054	0.0407237254931	0.0873593845146
a	0.036649233768	0.05521350444	0.1439261978	0.459483058	0.0612778052	0.0521303918	0.06927654712	0.1220433305
s	0.04867190408	0.068862319	0.08564292316	0.3615978108	0.192135968	0.0471069984	0.0440082856414	0.151973775442
ì	0.01923411294	0.02784424024	0.0974244602	0.3610532242	0.1335873946	0.07393941266	0.12859819	0.1583189048
u	0.03940772382	0.04912993928	0.0696094754	0.268568926	0.29430048	0.1169397362	0.036028323246	0.12601550846
è	0.01616091726	0.01996355338	0.0244377313	0.2000994064	0.3945601928	0.1359903902	0.04021435594	0.16857351282
n	0.022783409072	0.0225101947488	0.034632252916	0.1702904968	0.362905816	0.176870258	0.0623315276	0.1476762418
a	0.025035069862	0.0257821094084	0.037208400464	0.07156588	0.3930007528	0.189291562	0.10264799512	0.15546840382
n	0.01715482228	0.018259192514	0.016645540486	0.03411688716	0.2236779022	0.3953647474	0.15563683272	0.1391441176
e	0.01237099081	0.014201224398	0.02235129754	0.04557295096	0.2234525996	0.2878665356	0.2552104334	0.13897374774
à	0.0123651114	0.0129293197412	0.012881766542	0.021039910074	0.1013980239	0.38290656752	0.2931490776	0.1633301298
s	0.00593844323	0.0063819045386	0.0070397281	0.017217503574	0.08677107766	0.2462464714	0.4934666856	0.13693803126
p	0.007300812176	0.007834936775	0.004995848268	0.017066827916	0.0520940532	0.135868477	0.69360911	0.08122972616
r	0.001820773112	0.0026868842812	0.0032165529072	0.0082042610772	0.03461176924	0.12237850306	0.641712262	0.18536890928
o	0.0143415638756	0.00747928988434	0.002486363076	0.0072275844334	0.01556509546	0.05442890948	0.63863685	0.2598343768
</S>	0.0099634444836	0.0091458215	0.009476228506	0.010566071134	0.02216142444	0.1135584314	0.447257279	0.377871372
