 	se	vieni	a	casa	mia	ogni	sabato	compra	pane	di	portare	</S>
a	0.640400508	0.1609016158	0.0258980264	0.0201767463	0.019083122382	0.0189274118412	0.0187965891926	0.018769454774	0.0188963776326	0.0193823722085	0.0192095137661	0.0195582216874
n	0.401078578	0.2825391512	0.062897923868	0.0536641980646	0.0249312048652	0.0246764951685	0.0226636512698	0.0227589517306	0.0252536307472	0.027889782686	0.0247013224621	0.0269450933931
è	0.1639486408	0.2141818886	0.2265435112	0.1080175912	0.036619704	0.0351438275	0.03386140529	0.0293637473965	0.0286532172476	0.0344645279044	0.037717144503	0.0514849586019
r	0.0975022928	0.143974406	0.310757032	0.232458426	0.0350435663	0.0258776806364	0.0266202462531	0.0248778103694	0.0205854705553	0.024636154123	0.0306411075227	0.027025743132
t	0.12517436958	0.2153040996	0.306455682	0.112062658	0.0310196422	0.026743689684	0.0334749536291	0.0278408701423	0.0412826053142	0.024080315919	0.0276024338327	0.0289587983646
i	0.2481853724	0.0993986854	0.2289470344	0.110403215572	0.0456870217404	0.0373664857041	0.0587678097323	0.0436219587624	0.0258060751887	0.0342250111676	0.0381176094638	0.0294736022414
n	0.0597909328	0.1315259368	0.340639839	0.23504926	0.03546084768	0.0289299545449	0.0277173503094	0.0234461841436	0.0243561917652	0.0277373485119	0.0307884602705	0.0345577664002
è	0.03978046344	0.06388955736	0.309390686	0.331814558	0.0670851952	0.03151014972	0.029218069234	0.0238850136642	0.0217928035281	0.0261420927616	0.0248369663626	0.0306545604949
s	0.0517746395	0.0831315238	0.1769965276	0.403971986	0.121952994	0.027804684974	0.0282369838456	0.022138241003	0.0189580814255	0.0198425480961	0.0215140282684	0.0236777633264
s	0.037837320828	0.05675844012	0.222679632	0.392565196	0.0929673438	0.0412937958	0.0311825275	0.019477104418	0.0453071124779	0.0202899759402	0.0201418979566	0.0194996164736
u	0.072934857932	0.04617286282	0.2357751638	0.297472646	0.10925210394	0.0717543986508	0.04250115712	0.0272630865317	0.0242588626164	0.0246664048255	0.0255586013242	0.0223896584958
m	0.038926010996	0.05477322923	0.1401262522	0.2328925312	0.30581641	0.0553991286	0.02968872488	0.0234536374708	0.0240435044854	0.0275723062936	0.0268201229895	0.0404880128205
u	0.0707655334904	0.04309375202	0.08004221284	0.1047914128	0.262177977	0.1208218984	0.068972772	0.043482895254	0.03513125618	0.0323565233083	0.0391833259096	0.099180444261
k	0.030351055	0.033889907	0.066893166	0.1204113142	0.365823128	0.154652722	0.0706405018	0.02527266462	0.025338131174	0.0295831937129	0.0282946830301	0.0488494907529
u	0.0469735201687	0.046354674099	0.06998235098	0.0919101896	0.2219429032	0.209626989	0.1083173876	0.0468929607	0.03952805776	0.027663945238	0.0283691441897	0.0624377104296
à	0.02420329176	0.02592875194	0.04380545266	0.0809452354	0.1877925914	0.3359553274	0.125482888	0.02795659498	0.024143106826	0.0255027873781	0.0284349438296	0.0698489013023
i	0.0164677912676	0.0183267825028	0.038469915252	0.087301119	0.204385948	0.3315372152	0.1641473924	0.0324107968	0.024293215652	0.0247380934525	0.0186676866359	0.039254053792
s	0.0201213850379	0.0203316379074	0.029317331448	0.0545011518	0.119213641	0.2763452836	0.2250206412	0.0693372642	0.042902127154	0.0598055093046	0.0200547638504	0.0630491828009
à	0.024415979136	0.0223970152707	0.02351509398	0.02816966394	0.0867366468	0.2182558706	0.276931028	0.0821167796	0.06034057032	0.06617353492	0.026068324002	0.0848794659728
m	0.0181906065912	0.019804422068	0.026663470578	0.04758134054	0.0807776432	0.235746211	0.284501134	0.1310944256	0.0500452506	0.030322504372	0.01977969128	0.0554933029806
b	0.0127334617874	0.0160760688856	0.025258354516	0.03137028514	0.0622947024	0.1098702742	0.393519884	0.1256345112	0.04533425454	0.04852132646	0.045577158219	0.083809509216
a	0.041493561356	0.017769632122	0.04022165746	0.04946042968	0.104842545	0.1433042032	0.34187075	0.09427845748	0.05707133708	0.0324103135	0.0364513707376	0.0408257823592
v	0.013631753603	0.014211577883	0.016900744724	0.020885672166	0.0344340097	0.0705679296	0.1436064678	0.329743196	0.1996267964	0.049430149	0.0212589144	0.085702567146
ò	0.0172863500227	0.0167814932874	0.018402249362	0.01841216588	0.0318337412	0.0902895884	0.15808307	0.2210425238	0.1610089172	0.10450849784	0.05786363864	0.1044876894
r	0.0137821695043	0.0168986519532	0.021568133446	0.0244838939	0.0396704916	0.0737527548	0.134013479	0.3198171092	0.187141768	0.050315148	0.0272463698	0.09131016156
a	0.00835792983747	0.0101860365799	0.0129277558528	0.014491428108	0.0287773962	0.0597072404	0.239168608	0.312578072	0.121085168	0.0542336938	0.0506952696	0.08779127648
s	0.0119765492359	0.0123427341647	0.014539240146	0.015879889324	0.01909533972	0.0264474982	0.076113331	0.2257434946	0.26031493	0.166631886	0.0478952964	0.1230199546
o	0.00873859585396	0.00924702892858	0.01079130034	0.010552981386	0.01997843578	0.032097482	0.1306661368	0.2113228522	0.260574356	0.1560621426	0.043862405	0.1061062286
t	0.0121365921802	0.0126248033902	0.014075159616	0.014781171928	0.01776861361	0.02077590244	0.0529729252	0.1018280214	0.218225296	0.2496151728	0.0834502886	0.2017461486
s	0.0069571655585	0.00627259517485	0.006431960102	0.005834278726	0.01226855858	0.01846167886	0.0627289822	0.1417006894	0.32143974	0.234773393	0.062196669	0.1209344048
o	0.00321667319638	0.00291390494674	0.007099756266	0.009286601	0.01563314852	0.01751912786	0.0488252646	0.0780829808734	0.350991592	0.2850254234	0.068858716846	0.11254675426
m	0.0073630213418	0.00783991518946	0.0087437846	0.00971416478	0.01109314682	0.01226359812	0.02548438636	0.0430350574	0.1234031872	0.30516033	0.1583052192	0.287594208
ì	0.005521161988	0.005863356354	0.00658531135	0.00610043184	0.01439243056	0.01666160256	0.0465551282	0.0566561346	0.2312801028	0.268549274	0.1798326232	0.162002462
n	0.0047744577806	0.00528571349672	0.006266484414	0.00742391092	0.00877905905	0.01346416556	0.0228661454	0.0692670726	0.0591662072	0.1917750972	0.308007668	0.30292423
a	0.0090569906	0.00928450426	0.010560630482	0.011523179064	0.012782690896	0.01519070214	0.0268076074	0.043138402	0.190674082	0.234137504	0.2245586512	0.212284876
f	0.00605607226108	0.00596722247678	0.006132083928	0.00662858914	0.006664850566	0.007422674538	0.00968948602	0.01339353406	0.0243926053	0.1777954418	0.327930676	0.407926566
è	0.0103578230608	0.0098805296387	0.00906252936	0.00550391869	0.010607364908	0.01386316388	0.01793905974	0.0236390302	0.0998369712	0.265852621	0.269767229	0.263689836
r	0.0044937797758	0.0045181988005	0.0051034582704	0.005374660034	0.006603962108	0.0105375661268	0.01106562594	0.01901074068	0.03320424944	0.1245706487	0.452028182	0.3234889268
i	0.00410271553	0.0040329124928	0.004744973576	0.00540308204	0.006808174666	0.007110991492	0.0189885752	0.0212210552	0.0674282182	0.1533797552	0.298254986	0.40852457
</S>	0.00661323226654	0.00664939017524	0.007829002023	0.008212833544	0.008793960556	0.00811060063	0.01009072241	0.009949302984	0.01847005711	0.09634965332	0.298477804	0.520453554
