 	Anna	ora	sta	vicino	a	me	dormendo	</S>
i	0.626822362	0.10815412568	0.052700081348	0.043562870707	0.040729334358	0.0396882033019	0.0429275781707	0.0454153798482
A	0.698498824	0.05450000886	0.0346843945485	0.0342794225276	0.0377740869289	0.0422819221153	0.0535017291101	0.0444795333004
n	0.454719574	0.2805250288	0.109762657	0.0297157758304	0.0300059156204	0.0309137060521	0.0331392597614	0.0312181898171
n	0.498335346	0.263499064	0.04237005592	0.034219407712	0.0351705361622	0.0319927441824	0.0397950681422	0.0546178712949
a	0.4937608972	0.2243542024	0.053281927478	0.0367082496724	0.0463946749425	0.0466366816477	0.0529936636727	0.0458698715054
à	0.245654748	0.495672604	0.05135307828	0.041698154973	0.0380605781426	0.0403983770481	0.045736887966	0.0414254753819
r	0.1226312168	0.5184428212	0.1380586185	0.082324959756	0.0340867840544	0.0304672782113	0.0321245836839	0.0418636254233
t	0.166891888	0.407101783	0.226685998	0.04792064554	0.03974450232	0.0312502626183	0.0362531540217	0.0441518705649
e	0.2771448978	0.3431672742	0.12986694144	0.0805958436754	0.045144453712	0.0386319678078	0.0425997288201	0.0428488157858
n	0.1335870854	0.1890729854	0.435073432	0.0696277212	0.04133924717	0.042574641324	0.0368188000397	0.051906168262
a	0.1040592792	0.262441507	0.3581780348	0.075266929	0.046093701912	0.040038032819	0.0459909326226	0.0679315206428
s	0.06589987834	0.0812424558	0.44541511	0.2197935906	0.043296588968	0.048835519394	0.034174796203	0.0613420326814
t	0.04680745053	0.0416898263	0.475279339	0.197757247	0.0548353479	0.05584881	0.0385671094859	0.0892148140194
è	0.14468383468	0.07538426452	0.3757543188	0.122774585	0.0674978892	0.052363478654	0.0525952117641	0.108946360586
i	0.040173396	0.0581662654	0.355581917	0.3056000848	0.06869707872	0.04640607966	0.0312625619672	0.0941124871525
i	0.023228886454	0.02709346362	0.20747465	0.438852842	0.0938763408	0.1014464128	0.029134142628	0.0788933146143
t	0.0302959454912	0.03466680153	0.1464172628	0.3995209322	0.1484778516	0.114035387	0.022681512566	0.10390440792
t	0.024085659772	0.01383417438	0.1079708026	0.359136006	0.2531077528	0.1014698831	0.05751849182	0.0828772902
u	0.0431112191	0.0384976514	0.1182851508	0.2052087018	0.3462626894	0.0894053624	0.054786229415	0.1044430955
m	0.021922866404	0.01667011854	0.0630054694	0.310858668	0.242317822	0.143844824	0.05324716232	0.14813323846
b	0.01379244042	0.01615188714	0.05876586598	0.3165575824	0.186529414	0.14186375566	0.1224618783	0.1438770972
r	0.016131177416	0.017696296856	0.1066716508	0.3597537026	0.113049518	0.08327353468	0.096333108784	0.207091084
ò	0.021016128796	0.0195511397	0.0655951544	0.4181408834	0.149092235	0.10269428068	0.041714733674	0.1821955472
s	0.012680677714	0.0147871787	0.0741518282	0.2326714206	0.270827794	0.2164162006	0.05022954386	0.1282354466
e	0.114152036256	0.02469990806	0.05343018216	0.1310126658	0.295250256	0.164708061	0.04908577384	0.1676610924
m	0.012144940294	0.005719793208	0.01915435214	0.0811034986	0.145511896	0.3557742682	0.09593313368	0.284658124
è	0.01018698406	0.00682118242	0.02642324936	0.05600073382	0.1226576908	0.2226790078	0.238656621	0.3165743784
n	0.008882718556	0.01200143152	0.0287302061	0.077787094	0.1216785134	0.251013114	0.206932954	0.2929738944
a	0.011292272214	0.0146081596	0.02159759016	0.047072694106	0.1218234548	0.41475605	0.1302868522	0.238563208
s	0.006664591812	0.00632825594	0.007778046671	0.014217953774	0.03558920506	0.1817197612	0.322655344	0.425046546
t	0.00731583338	0.00410256402	0.01167638918	0.023523942666	0.0694371764	0.1640663482	0.410006294	0.309871358
e	0.03112177804	0.0057978183	0.05564061366	0.02388660556	0.1098470732	0.199952588	0.301234863	0.2725187416
p	0.006478207558	0.0052913778348	0.0078888499292	0.01054080422	0.01759203612	0.0986620012	0.467380512	0.386166292
l	0.0068919808	0.001725740126	0.012852422946	0.018592591906	0.0248440756	0.0455286945	0.625303386	0.264261104
ò	0.090663498191	0.003348829746	0.0301732483	0.03652664034	0.0249010367	0.1067347044	0.3458053554	0.361846716
n	0.004300170902	0.004381918892	0.005705355514	0.01101408208	0.01531737634	0.06453575946	0.594174798	0.300570546
n	0.0129238072792	0.0095058660196	0.015861087736	0.02290391474	0.033835723204	0.1264786742	0.463601394	0.314889485
i	0.0268056051356	0.0077932579178	0.0226338638008	0.0444779355	0.01942889628	0.06542047766	0.3316498044	0.481790284
</S>	0.008620417632	0.00819627333	0.00968775886	0.014111631868	0.017371523608	0.0442795654	0.529108366	0.368624404
