 	ancora	sto	cucinando	e	non	sono	pronto	</S>
a	0.7483047588	0.05200952222	0.03437984232	0.0337488409068	0.0327090896893	0.0325726486544	0.0331735982378	0.03310177925
n	0.695705266	0.0762944884	0.033996352796	0.0337767697521	0.0334081409371	0.0374195598912	0.0472071248591	0.0421921245983
k	0.401168658	0.331893569	0.050499451	0.0368463065	0.029721799704	0.0325560395184	0.0586461595021	0.0586682521641
ò	0.319356282	0.377122922	0.05997364908	0.045880911788	0.031887167472	0.04803492955	0.0541596402388	0.0635846141798
r	0.191803892	0.410249788	0.1559538768	0.039673364938	0.0313105290544	0.0620684080526	0.0423974428793	0.0665426407642
a	0.355079079	0.3591594216	0.0920970466	0.04442062716	0.033238561496	0.0370587310678	0.0408119669901	0.0381346406349
s	0.0896839358	0.382773618	0.3197338288	0.0436813176	0.0306428245606	0.0307005292402	0.0389089525951	0.0638748847371
t	0.108401426	0.391197014	0.218407144	0.08378695392	0.035884471894	0.0399606401	0.0418085885114	0.0805537902076
e	0.0995846126	0.3085311508	0.266539918	0.0825806062	0.045198573418	0.0589125716674	0.057094862028	0.0815575745228
m	0.05572964036	0.207263436	0.437125272	0.1314946484	0.03199230562	0.0304383205	0.0343636583341	0.0715926303584
a	0.05976081854	0.168540984	0.347298116	0.181398774	0.044767937008	0.063026697	0.04948204822	0.085724428906
r	0.0502879656	0.1148761066	0.292201934	0.3080211328	0.0622541558	0.0394186654	0.042106194027	0.090833829521
è	0.0365290311	0.1213933012	0.2268464552	0.2717502932	0.08677322778	0.0512520928	0.0710525192	0.1344031124
o	0.0256044836	0.061170767	0.1912382242	0.369732506	0.1131350072	0.0575413746	0.034156277748	0.14742143085
c	0.014745280248	0.0229084998	0.0795082154	0.468423474	0.1441730216	0.085447384	0.03985604928	0.1449379463
e	0.02371344098	0.0407948022	0.0730099444	0.28587987	0.18947313116	0.149898513	0.079983898	0.157246327
e	0.01881233104	0.02700699756	0.0555022174	0.2122813926	0.3027313344	0.1087773648	0.0663331636	0.20855513288
n	0.01408301874	0.01861275331	0.0225284813	0.1129223802	0.2800026132	0.2232996298	0.182384176	0.1461668883
ì	0.0208562874	0.02871651364	0.0523260606	0.169441186	0.136639132	0.200003914	0.204159652	0.1878574092
n	0.01598199226	0.02100230062	0.0405139137	0.0873339452	0.1413029028	0.304195592	0.241463978	0.14820532306
e	0.012565661454	0.01488159194	0.02940231552	0.05792645708	0.099348052	0.372604154	0.205313464	0.2079583984
p	0.0195557531514	0.019843569467	0.0207288234444	0.040017122134	0.07070258354	0.138816348	0.496801918	0.1935339076
r	0.0085573906448	0.00523034087	0.005030368386	0.01600390916	0.01415040082	0.1079369754	0.69485159	0.1482392538
ò	0.001217272166	0.003520591346	0.00182786502	0.01259839006	0.01032751368	0.0978058726	0.70327232	0.16943022748
n	0.005345954504	0.0059064124634	0.008033390098	0.01735303992	0.04330997018	0.0712285968	0.62340134	0.225421228
t	0.0161608990738	0.018174464176	0.0067356496952	0.01274055892	0.02312841496	0.079467946	0.65354696	0.190045052
o	0.00510026113132	0.0105241820164	0.0066798483304	0.00932452866	0.00858469296	0.0419283977	0.65917182	0.258686465
</S>	0.00946259028768	0.010696576908	0.0106747895366	0.01322129562	0.0272552138	0.1361036318	0.407048468	0.385537518
