 	ora	io	sto	studiando	di	diventare	medico	</S>
à	0.798921996	0.03453420268	0.02993927788	0.026922245446	0.0266654270026	0.0266294577207	0.0291040141716	0.0272833905137
r	0.68849398	0.05537444246	0.036113622072	0.0376761150899	0.0429134350114	0.0398447967163	0.0489667881403	0.0506165867478
t	0.4649403958	0.2964613468	0.0654905726	0.03370190221	0.033860488109	0.0313324333539	0.0368637591687	0.0373493005371
e	0.410427562	0.2700037404	0.09002764544	0.046759349084	0.0455355899214	0.0363347304696	0.0501906637534	0.0507205918307
n	0.1041159706	0.617347818	0.067802027968	0.0423375225957	0.0369162270505	0.0376223097372	0.0431768508328	0.0506812926783
a	0.1676893496	0.3752584932	0.15996404946	0.062113258446	0.0553114856273	0.0519414955318	0.0579693614225	0.0697525713249
i	0.0607920816	0.557175113	0.1664788688	0.0411598226692	0.031337796365	0.0329659424418	0.0350985626076	0.0749918337017
v	0.0585958669	0.315478289	0.358609882	0.04423369798	0.0322816046	0.0728316162982	0.0300588208044	0.0879100768332
ò	0.039089892288	0.1666773568	0.515015289	0.09313998866	0.04000902214	0.051588156968	0.0379517147155	0.0565284925924
s	0.0385810988	0.191154628	0.504128106	0.090420397	0.025475518574	0.0192812606304	0.0238629955742	0.107095824911
t	0.04849107738	0.1720991973	0.4790211396	0.1014976688	0.02561982412	0.0207736564644	0.0384410457031	0.114056209913
è	0.04329459694	0.2120931631	0.426188914	0.14061988128	0.0549437818918	0.0396604800063	0.0387988105733	0.0444004941205
o	0.03400531726	0.0981038422	0.3562913626	0.322015688	0.054509361	0.03384714427	0.018898938599	0.0823284179099
s	0.01889855916	0.0450174892	0.2090839874	0.448555996	0.123184328	0.043984976654	0.0251723811474	0.08610228109
t	0.023851117354	0.0393717579	0.1574865358	0.498552084	0.0707841328	0.03760230776	0.0376866440572	0.1346655354
u	0.021338894494	0.05233340928	0.238518338	0.376280364	0.1206855294	0.062778764428	0.040796705637	0.0872680380205
d	0.024811676996	0.04035496194	0.0700045498	0.372592064	0.23764878	0.0600782548	0.04349643795	0.15101324051
i	0.01075437176	0.018177162986	0.0629589612	0.320715506	0.269184686	0.14932803	0.0632122701	0.10566912836
è	0.016904333714	0.03238588106	0.0520073978	0.224478113	0.3746676926	0.0672142558	0.03168854146	0.20065392268
o	0.01241896114	0.024919689064	0.04808951564	0.2058985454	0.430391514	0.1477006928	0.0632763778	0.06730477622
n	0.01320723658	0.015948909732	0.0248805165	0.0977597271	0.358487608	0.253749002	0.106969502	0.12899744512
a	0.018887025	0.023191032136	0.037954651928	0.115538856	0.335156509	0.269506704	0.1088596728	0.0909056376
g	0.015644164754	0.0170926685	0.02016728768	0.0380444942	0.145833482	0.452872152	0.1320959468	0.178249837
h	0.01226463689	0.02040322056	0.03176934326	0.1024278564	0.1083716838	0.354036542	0.237359796	0.1333669143
e	0.005101643848	0.0219524447672	0.08661672307	0.0397931869	0.221637832	0.335680014	0.1515041842	0.1377141612
t	0.00839182782	0.008565583982	0.010353458513	0.021939011228	0.0909176258	0.357994591	0.210387396	0.291450482
t	0.007124965548	0.009397806682	0.01333799326	0.03374643576	0.0965987728	0.329964068	0.363609557	0.146220226
ò	0.00208922483	0.0260663202806	0.07433873212	0.0496367626	0.1015832022	0.2626642776	0.254791426	0.2288301152
m	0.006125580592	0.00750721295	0.009058493566	0.014630133464	0.04362032936	0.151925706	0.51617576	0.250956931
e	0.0065590354358	0.009439322148	0.019146819114	0.0402784298	0.0765486478	0.1765029218	0.448689794	0.222834818
s	0.005398380012	0.0066258355208	0.00776804006	0.011185421988	0.02140436706	0.0872078192	0.48393772	0.376472466
s	0.00465699757	0.009350755896	0.010852630074	0.013388386344	0.05190396977	0.1368069554	0.540089532	0.232950604
è	0.002621046456	0.0334639325446	0.06780436724	0.025773125172	0.06334846565	0.059487535	0.508737434	0.2387640486
r	0.0051677251	0.005931789014	0.006944108776	0.01050029586	0.02396852772	0.087438914	0.434557086	0.425491522
e	0.0057362307892	0.006399187674	0.00691445559	0.009944882886	0.03321909244	0.09873906	0.483185194	0.355861922
</S>	0.005457424716	0.006749416074	0.007516968574	0.0103073123188	0.01469627833	0.06581456666	0.423916312	0.46554187
