 	mia	sorella	ancora	non	è	venuta	qui	</S>
t	0.780146622	0.03537953408	0.029613974442	0.0297491446951	0.029399987021	0.0352853049624	0.0302176069263	0.0302077779855
i	0.711847984	0.06336632436	0.037954846325	0.0288130895565	0.0392236968636	0.0341129912094	0.0435009199099	0.0411800480004
n	0.626288964	0.11083848924	0.0475764170969	0.0368810010297	0.0397346361765	0.0364912916534	0.0538442618694	0.0483450524719
a	0.484019576	0.2146630854	0.0644090474	0.032068770652	0.0371546200736	0.0325443699584	0.0584386624618	0.0767018350689
d	0.364519218	0.30614946	0.07614384916	0.04386084581	0.0463089856527	0.042928198505	0.0596481028809	0.0604412395092
r	0.2643649672	0.392631112	0.1070785722	0.03196164611	0.0405062012958	0.0358903051019	0.0641964226009	0.0633707532502
e	0.350415228	0.2729581408	0.137454566652	0.0362161192476	0.0520063363111	0.04491432223	0.0495407481511	0.056494533317
f	0.112678902	0.5274241772	0.1544087236	0.0363964418228	0.0399896375853	0.0377268116142	0.0400951782166	0.0512800698311
f	0.116329999	0.490690083	0.1544496004	0.048598237916	0.0422990373	0.0336696694892	0.0542080925257	0.0597553655155
ì	0.1660431344	0.357054491	0.194867515984	0.0541712615592	0.0641803047533	0.0473176579273	0.0457960985665	0.0705696737329
m	0.0925681605	0.479362872	0.178820291	0.06632031236	0.03392950028	0.0265986325817	0.0401191377131	0.0822809677753
m	0.06097121614	0.391008793	0.2849601152	0.0700298974424	0.047034047974	0.0312650635786	0.0344926184046	0.0802381170478
u	0.1584850336	0.30183571	0.2000039376	0.0584368563284	0.103093475041	0.0580621686433	0.0541064686826	0.0659763795041
a	0.03695375166	0.089737078	0.494288142	0.15991184	0.0707524078	0.0526200337	0.0447335973805	0.0510031661289
n	0.02352449214	0.0361595604	0.375071516	0.2187848106	0.170961102	0.0732307019	0.0388409156086	0.0634268100933
k	0.048553286606	0.0788865494	0.356099746	0.16175583744	0.1262163008	0.05168409524	0.047105291322	0.129698770144
ò	0.1684778971	0.0931766386	0.1337355312	0.095312286	0.157566181	0.08344017356	0.077237947878	0.191053217966
r	0.0183010894	0.070598259	0.1558376968	0.2982025726	0.1910751578	0.0872826584	0.05091383168	0.127788731198
a	0.02254749328	0.0685176578	0.267271181	0.16290509	0.2120481968	0.07236084354	0.03683292688	0.157516524786
e	0.0198628251	0.04428864948	0.0966825006	0.245642637	0.283350176	0.0797810792	0.096668738424	0.133723190594
n	0.008383389514	0.01074023238	0.02487865988	0.14216715322	0.264438282	0.2411471724	0.1842391788	0.12400617232
ì	0.022047490366	0.02976044246	0.0705433084	0.1225776576	0.189204752	0.1349544808	0.253541442	0.1773706483
r	0.0106714011	0.0220349188	0.0340859726	0.0592907974	0.111328598	0.278208074	0.380170242	0.10420984966
t	0.01217882388	0.0653602674	0.0326491482	0.104652105	0.1561216166	0.1457673076	0.310753075	0.1725176616
e	0.03926997236	0.0563334502	0.02853381526	0.05408828348	0.1499595118	0.070719119492	0.366902168	0.234193554
e	0.011753165156	0.01585293132	0.019407630418	0.03905585104	0.05115000984	0.0743231408	0.540129194	0.248328114
t	0.0082953603528	0.009328825154	0.0113230533958	0.01575992579	0.02595849478	0.0746714428	0.70125107	0.153411846
t	0.0066467022588	0.003061132694	0.0127841129	0.01237102704	0.0217830784	0.034352931128	0.81964385	0.089357126
ù	0.007757081608	0.00406266794	0.003173191482	0.003514294188	0.008100527888	0.012598445366	0.833146058	0.127647748
</S>	0.0054318923448	0.009190959128	0.0176559545	0.0207114727	0.01828040888	0.07554250232	0.59029097	0.262895848
