 	lui	sapeva	che	oggi	fa	freddo	e	non	ha	voluto	venire	</S>
c	0.743531094	0.0435068048	0.0281660477	0.02036117155	0.0205626284392	0.0202214722958	0.0201741519631	0.0201582593709	0.0201406985481	0.0200877891664	0.0211574017932	0.0219323514188
ì	0.578574732	0.0959580656	0.0456296659843	0.0342724662405	0.03171390493	0.033158178755	0.0306079051369	0.0221001179648	0.0278502918442	0.0281167327867	0.0313360391622	0.0406817528786
o	0.419700095	0.3284883222	0.0344204060648	0.0271505526877	0.0243020379009	0.025009742491	0.0249642312634	0.0196139517638	0.0247249828979	0.0246443175417	0.0215895143359	0.0253918262207
ì	0.2155913128	0.5234380992	0.04088429933	0.02388404594	0.0253411342508	0.0249995605859	0.0236061216598	0.0228824365535	0.0232671820401	0.0235376099779	0.0266707833326	0.0258974396524
s	0.0969721004	0.676408926	0.032038433714	0.0243898234742	0.0213168446558	0.0262647786779	0.0217945091423	0.0177771386125	0.0216080482298	0.0192560813386	0.0186052692682	0.0235680012515
s	0.161588414	0.479198317	0.0894827258	0.0381972216	0.0342325228454	0.036889380325	0.029053024285	0.0196504561298	0.0252832950423	0.0224267610893	0.025585595293	0.0384124125245
e	0.2378730148	0.255497585	0.14254955744	0.0660021967596	0.047168356144	0.0478557810294	0.0405615652578	0.0232947757854	0.0431636472487	0.0288408449478	0.0288910355428	0.0383017209782
r	0.08905246106	0.441645858	0.1767887384	0.03651072076	0.0327501308293	0.0372305701577	0.0349153039336	0.0246779074165	0.0281578979253	0.0276518369075	0.0284024180605	0.0422162224977
e	0.0797716178	0.399712552	0.1807769916	0.0698913126	0.037032232374	0.0399956051136	0.0360864950991	0.0243297437847	0.0331596722804	0.0228555328886	0.0274742652958	0.048913976201
k	0.06596301986	0.14457203	0.499057288	0.055560451	0.027426776702	0.0306492529038	0.0300146943059	0.0252366517258	0.0236912346918	0.0230838810912	0.0268812148467	0.0478636418368
a	0.07529929808	0.132285354	0.415481805	0.097082534	0.0756648168	0.03072881944	0.029631166696	0.0210904329241	0.0286653446934	0.0259248588378	0.0263962716621	0.0417494090044
s	0.0456927919	0.0757998658	0.43301625	0.185730774	0.04076901358	0.031037833278	0.030125108552	0.0260879557604	0.0235112881588	0.0230635376524	0.0281126567629	0.0570531324141
ì	0.03774576878	0.0588325028	0.348332256	0.224577968	0.0735683998	0.034845039	0.02784448644	0.02263482778	0.0322662619477	0.0322769993339	0.0321242808117	0.0749511416112
m	0.04041351662	0.07673633726	0.235429377	0.409175426	0.042505981	0.035059188	0.023983010328	0.0224394259614	0.0230669007219	0.018006104445	0.0189903634308	0.0541945090736
b	0.02784556324	0.0586712348	0.2340256922	0.340036628	0.1201474276	0.0409900022	0.030441901786	0.0243520104342	0.0282975644373	0.0240950082532	0.0242904087564	0.0468065791761
e	0.0354029446	0.0803721614	0.323270696	0.22122751	0.07158702948	0.0573622208	0.0414261443314	0.0256833618142	0.0517068093243	0.0268030452896	0.0246425664008	0.0405154274291
r	0.02983833022	0.041421381	0.1591519494	0.261150509	0.301366635	0.0406650912	0.03357429292	0.0251036711284	0.0240728181236	0.0247661467057	0.0236007460174	0.0352886704535
i	0.024279139218	0.03015136456	0.1103427694	0.262568524	0.282219452	0.1076660476	0.04514482664	0.022804696448	0.0292426764284	0.0219394318073	0.0254064989375	0.0382347212567
k	0.031904857508	0.033451660228	0.07181847484	0.1555911958	0.366780609	0.120247626	0.0698740986	0.02989564852	0.0225058900244	0.0207305413519	0.0205631042989	0.0566361630441
à	0.0251958386	0.03399738777	0.07442632272	0.1761129106	0.2663335248	0.1822978294	0.06738938994	0.02521190972	0.032171774488	0.0362753355796	0.0250180026871	0.0555698002422
n	0.02858453812	0.0342856305	0.08792930458	0.1623266742	0.2650912832	0.1712727176	0.0857127156	0.02090483658	0.024506824788	0.014254858489	0.014258435919	0.0908721384013
n	0.02000281342	0.03549320066	0.06273305886	0.115127116	0.291437891	0.182131928	0.1279966516	0.02340124388	0.02847334518	0.0169892551692	0.0223699647562	0.0738434812107
i	0.026790831768	0.02751526204	0.0680522273	0.1301007592	0.191666006	0.232387648	0.12981168	0.03598320284	0.03685463744	0.029307676628	0.0273498369277	0.0641801262294
s	0.026099805544	0.0235087901	0.03028843608	0.09783945184	0.1989291072	0.1770638328	0.204277076	0.084654774	0.0377646544	0.030983842143	0.0234696034552	0.0651204897605
s	0.01902592528	0.01892783869	0.02942082459	0.0785951098	0.187337936	0.262218968	0.173604065	0.0400841323	0.0466565782	0.02890862102	0.0361805396884	0.0790397142249
ì	0.022636039648	0.0212811961	0.0414100205312	0.08194341952	0.0874704344	0.392440024	0.1483541962	0.04371089626	0.0463124724	0.03350577184	0.0254621034241	0.0554735691124
c	0.031111833676	0.02991794646	0.03747705894	0.0962180502	0.12461270812	0.1740289088	0.1486512968	0.1375143556	0.073273782	0.039309989246	0.020007501616	0.0878767191333
h	0.0179735221	0.020371479472	0.03185389902	0.0607910714	0.108456544	0.171947306	0.1979543554	0.0768630334	0.1325582628	0.060760484928	0.04898176203	0.0714882226372
r	0.020180394128	0.020799687432	0.038574801854	0.05543432472	0.0908574498	0.328536423	0.1577901296	0.05750141504	0.0869968244	0.06542031332	0.0326082185412	0.045299972674
a	0.023774470772	0.0269280452	0.027939559022	0.0696187396	0.0788484446	0.2666830692	0.14177708	0.0855930244	0.1250179056	0.0680817338	0.0358836507192	0.049854315794
c	0.020285998106	0.01551618106	0.01748061699	0.03579333802	0.052120858	0.102224944	0.21791939	0.170391	0.1515618412	0.0777629796	0.037750631304	0.101192288632
e	0.028560848994	0.028421984228	0.037486192978	0.0505396606	0.0697732894	0.1152042144	0.1129940188	0.0625082902	0.182008068	0.138960108	0.070541285122	0.103001893882
e	0.01121791638	0.009372626186	0.013636099578	0.0282098701	0.03203439376	0.0631190576	0.116082449	0.1710503286	0.164023873	0.1299383232	0.07502314994	0.18629171804
t	0.01211480302	0.011054789954	0.013216120047	0.024527341434	0.02695125292	0.0512882616	0.0861300024	0.1430618964	0.155571804	0.2361169896	0.0881987838	0.151768048
è	0.0059636932	0.00539857196	0.01869367149	0.0262674863	0.03584260308	0.07074115826	0.0686517336	0.077367044	0.120469938	0.349651232	0.12199512412	0.09895765082
l	0.0125382872	0.010796783186	0.017346989538	0.0415774626	0.042930229934	0.0669742438	0.0877368218	0.10325705046	0.169003738	0.185949998	0.1691671422	0.092721261
i	0.00653895536	0.0083249674	0.013090694084	0.0256704128	0.0337909878	0.0440353738	0.048092206	0.0808093562	0.221577432	0.23781166	0.099247248	0.1810107302
s	0.01286500086	0.011853866216	0.012920373282	0.018509858116	0.022815885254	0.026619652812	0.037027647446	0.0638992634	0.1049471328	0.1758453004	0.247943494	0.264752616
e	0.00637315523	0.00605271492	0.010608505224	0.016580330174	0.0190486484	0.0341799002	0.04432619118	0.05062199374	0.1276615108	0.332589906	0.1450127532	0.206944252
n	0.01051018478	0.009792881845	0.01101458238	0.015117972232	0.01701805406	0.02076724978	0.02748591338	0.05356843106	0.07024423712	0.1569574068	0.2607263292	0.3467967348
a	0.01163237457	0.01211334432	0.015103289022	0.02232543334	0.02970295236	0.02660213338	0.03447824054	0.0387949226	0.094998216	0.294739138	0.244608906	0.174901267
r	0.008410726256	0.007165030694	0.00825447172	0.011429592774	0.01450591726	0.01239643204	0.02158381062	0.037969415626	0.06066368656	0.1360276666	0.343563384	0.338029756
t	0.00818981236	0.00830819302	0.00956942456	0.02004599384	0.01748316766	0.02832747708	0.0332007745	0.03293314012	0.0758453748	0.229648755	0.2453076006	0.2911404046
i	0.00659621984	0.0059181896	0.010895278134	0.01621311426	0.00894031064	0.082429819	0.02220590944	0.029788625	0.0763116276	0.222789933	0.218446156272	0.2994645754
</S>	0.027837973774	0.009061124276	0.007399735296	0.012452510406	0.011671863294	0.01206417074	0.015602949868	0.023808646008	0.0351947397	0.1056211048	0.2426630112	0.496622248
