 	se	aveva	visto	le	nuvole	le	nuvole	avrebbe	capito	che	stava	per	piovere	</S>
a	0.734068064	0.0647854678	0.023536271324	0.01655479436	0.0165789911236	0.0159637595204	0.01604127895	0.0159651789924	0.0159415118167	0.0159122530644	0.0159822545463	0.0159688627456	0.016413256806	0.0162880628914
n	0.4891336008	0.2280986792	0.03920320454	0.0225622274807	0.0205885106129	0.0183835590577	0.0190333641329	0.018683428215	0.0191279831082	0.0199246904463	0.0200104869428	0.0274566882302	0.0333311368204	0.0244625345281
ì	0.1226363294	0.364161978	0.17664664	0.03224302572	0.025621930668	0.0239696951124	0.0239582836299	0.0230075305735	0.0233838951254	0.0276502288357	0.0233954341897	0.0257269155353	0.0451062781613	0.0624916240803
c	0.0793620981	0.333445872	0.3266495128	0.0619485772	0.026973942464	0.0193776129843	0.0195513129572	0.019222163404	0.0159869172786	0.0176187877017	0.0180368079715	0.018179513521	0.0215390107678	0.0221077330892
h	0.0592860574	0.256759326	0.3412498208	0.0576537024	0.04333406104	0.0318584931826	0.0398173995541	0.0364377093193	0.0174864747556	0.0194669544602	0.020473013603	0.020811115983	0.0250683156723	0.0302975663741
e	0.1693594288	0.275915517	0.229638449	0.07600973426	0.0524943386564	0.0264096017273	0.0259666808353	0.0212422662188	0.0184965969884	0.019755273058	0.0201039563275	0.0205684653178	0.023204123033	0.0208356628945
t	0.0583317384	0.144155862	0.458785382	0.1090828768	0.029350258634	0.023826489187	0.023164011425	0.0197344398809	0.0196386277366	0.0197557606023	0.0197132711577	0.0207401678488	0.0257021027495	0.0280190258242
o	0.0649863883	0.1375014494	0.4026282848	0.119223702	0.04080404496	0.031174110814	0.026885463826	0.02073510862	0.0202956913669	0.0220885230628	0.0209644166145	0.0233967970673	0.0306360358068	0.0386798763927
r	0.0434837452	0.0656362188	0.276976676	0.357068862	0.03377892426	0.0228352949108	0.0218445699328	0.0198745161715	0.0198432964376	0.0209856770674	0.0198203755711	0.0220138898847	0.0285150084959	0.0473230413843
ì	0.03296148912	0.0554477604	0.306725592	0.280068939	0.0710104976	0.03672787846	0.02705291954	0.02335702359	0.0193760816059	0.0217978281705	0.0194149245525	0.021485197437	0.0272644749654	0.0573092994619
s	0.04209703716	0.05654968	0.2014384468	0.389975148	0.095949844	0.02970317174	0.0265290956522	0.0231287789747	0.0181678617522	0.0203140141139	0.0185014388135	0.0178630477521	0.0227540736584	0.0370282855159
o	0.02471280181	0.047257984	0.25976217	0.3191077188	0.08633624	0.04224336234	0.034172503546	0.015485292347	0.011903625269	0.0227839233305	0.028504858808	0.0287014868497	0.0304218819835	0.0486064166452
