 	Marisa	e	Nico	ee	non	hanno	mangiato	mai	</S>
M	0.732427026	0.05105703726	0.04221111636	0.028807846968	0.032833347914	0.027033661122	0.0268358868884	0.0287660033296	0.0300280741964
a	0.459213404	0.1338903342	0.057344619254	0.0542942639192	0.0520367159803	0.049727871396	0.0552713702874	0.0563889891311	0.0818324324842
r	0.4016248634	0.21335654216	0.0598580212277	0.0459811247481	0.0450196191763	0.0458480105035	0.0546758098188	0.0596872077827	0.0739486670532
ì	0.2221084736	0.3739721134	0.1183211576	0.0538339054	0.0384932535	0.044365009928	0.039366001842	0.041910771932	0.0676293911705
s	0.17849913	0.5014752072	0.122947175	0.04430018124	0.0293279484094	0.0321010653306	0.0286805680377	0.0286934767524	0.0339753397488
a	0.2217824768	0.3965984048	0.1207699438	0.07594811468	0.03885883098	0.042216171946	0.027038861888	0.027760639194	0.0490265397284
e	0.0897306478	0.454056422	0.232506933	0.05443921814	0.03417501777	0.0337921439693	0.0275400380165	0.0300408959828	0.0437186563668
N	0.05272866614	0.187312676	0.411836612	0.14242349492	0.050289348718	0.035753689688	0.032473574662	0.0356870303637	0.0514948370766
ì	0.1795205224	0.147090082	0.219089968	0.2112103694	0.0661131337	0.0397461786	0.0408346892	0.0401402809	0.0562548306712
c	0.0432339058	0.1381403896	0.350766186	0.195971998	0.10009912632	0.043991128724	0.028672196092	0.026857279712	0.0722678095013
h	0.0400532446	0.1431603666	0.345808628	0.1727612816	0.08137818642	0.06059062998	0.04031318832	0.03543039554	0.080503918796
o	0.030914340928	0.126916822	0.1820993984	0.39348261	0.0886160235	0.0522961754782	0.041313319486	0.033383079619	0.0509784761374
e	0.018949087128	0.04279227326	0.0738469412	0.248827998	0.33105776	0.1066847308	0.0657341126	0.03105353456	0.081053663022
n	0.0152286604272	0.03587331154	0.0952515	0.1612449248	0.276374676	0.1073653266	0.0997884004	0.060455401	0.1484179801
è	0.027313553708	0.0370473281	0.160362752	0.0835599604	0.1557551092	0.1646814962	0.130644496	0.0769619748	0.1636733104
c	0.02771912024	0.066566458	0.1298240496	0.1100562932	0.1378227686	0.2328631848	0.132516032	0.0502691864	0.11236283872
h	0.0195600856	0.02404836612	0.0689211442	0.0652698882	0.0913132022	0.28016959	0.197069248	0.0783578156	0.17529031894
u	0.02163726578	0.09231855724	0.0533669892	0.1340473616	0.1008741442	0.2960693348	0.142351966	0.0531282908	0.10620611608
n	0.006468727508	0.00800138626	0.01308024944	0.03451368028	0.1641372761	0.177327799	0.2330602278	0.100463462	0.2629473975
f	0.01196215852	0.012566223246	0.02594486612	0.03514530886	0.0505584228	0.1482401772	0.345181968	0.150076378	0.220324382
a	0.003514698826	0.02784500174	0.01235885088	0.0403976058	0.0431389883	0.1267058528	0.343763446	0.16072428	0.2415511798
m	0.004433119368	0.0063231519568	0.008527441254	0.010579064348	0.042626504452	0.06254226444	0.276732899	0.302723016	0.2855125468
è	0.0048947663748	0.011467135594	0.013475945002	0.02775592221	0.0384024335478	0.04943311014	0.292916024	0.2774944356	0.2841602096
n	0.01018842888	0.01510227684	0.02144126692	0.024346489	0.0489678684	0.064857564	0.20972925	0.340554342	0.2648126302
a	0.009004467614	0.011711846524	0.01136316274	0.017987012544	0.022912723664	0.04425305778	0.311133096	0.303737118	0.267897563
m	0.004166117588	0.0075077766332	0.008008930482	0.007847407193	0.018997854556	0.02074763446	0.0794341682	0.501825746	0.35146444
a	0.006090991964	0.0114155975194	0.01338159259	0.027082825646	0.033171825918	0.02804644198	0.162282436	0.424878214	0.2936499228
i	0.0047466464748	0.00727271803868	0.0084718634921	0.0083612508274	0.013776998498	0.01444381172	0.0554330112	0.58232918	0.30516454
</S>	0.0090575996658	0.010253736194	0.0113669945602	0.0109337350239	0.0125688749192	0.016532978982	0.0508230578	0.4655904	0.41287278
