 	il	cibo	vuole	mangiato	appena	lo	cucini	che	è	più	saporito	</S>
o	0.761828522	0.0462914208	0.023043571834	0.019194410052	0.0185886975362	0.0185661116071	0.0187340362034	0.018537624423	0.0185499271647	0.0185651834889	0.0190970854812	0.0190033860346
m	0.425137856	0.3357239624	0.0304809951372	0.0215715252713	0.0205895111681	0.0199899239176	0.0204554914111	0.0215915247065	0.0232037701914	0.0232553279012	0.026711808132	0.0312882052572
a	0.436680834	0.20741009	0.092042613	0.03033835531	0.02670959894	0.0228818134639	0.0242797221794	0.0254206695528	0.0236430644123	0.0287189418236	0.0370474989655	0.0448267770917
r	0.20500339	0.4960084712	0.04604885014	0.0269775156496	0.0241672974758	0.023736415244	0.0242137957262	0.0252122782763	0.0272335752025	0.0304910763613	0.035056061051	0.0358513714797
ì	0.1683206664	0.42522258	0.1162939728	0.0327179946	0.0315538138	0.0237188334874	0.0273150910495	0.0255827097106	0.0235689215161	0.025660067601	0.0345457619626	0.0654996211218
o	0.0783460368	0.5033648232	0.185644376	0.03163042323	0.0278338804942	0.0204193612901	0.0258768326253	0.0217528150347	0.0200254892033	0.0234052248583	0.0228782259301	0.0388225213238
t	0.0477101062	0.301767851	0.363868286	0.06890764768	0.027413931156	0.0256644398956	0.0249738275439	0.0247014565658	0.0245780994856	0.0252737562824	0.0276582347696	0.0374824689044
è	0.0603812702	0.151683408	0.429999866	0.0717774912	0.0442590538	0.03613464506	0.0276670138713	0.0295392487528	0.026338583123	0.0295880254739	0.0337896650174	0.0588417344491
l	0.043007567	0.139988926	0.4888258728	0.116055687	0.029059856024	0.0214028222374	0.0236764455165	0.0264670554306	0.0202887005493	0.0241973230557	0.0227461607027	0.0442834951763
i	0.0461376273	0.103770657	0.4563267752	0.120208698	0.07095527828	0.0439857367165	0.0271322671365	0.0237317447523	0.0197950191271	0.0225730831775	0.0258820206362	0.0395010089581
f	0.039143372846	0.0497486186	0.226952877	0.4377130048	0.05331108994	0.042534726672	0.0217805478006	0.0217308918475	0.0199697889435	0.0201837701144	0.0219379172114	0.0449932802773
a	0.04537332261	0.04363924886	0.274174286	0.215181742	0.188490772	0.06433951392	0.024702258946	0.0264092760946	0.0241684859012	0.0263192291303	0.0289670532042	0.0382346912399
m	0.03386341089	0.03820768324	0.100485034	0.420481687	0.1428230384	0.05118753786	0.02475318324	0.0225038755897	0.0185398949977	0.0182711683087	0.0219646022195	0.106918943254
è	0.03700148512	0.02675635082	0.0772388494	0.192738617	0.351747928	0.0999931274	0.03190265192	0.03287859852	0.0244826526816	0.0381303114066	0.0408132525004	0.0463160506639
n	0.02331867025	0.03323393914	0.092588179	0.275686664	0.3146992444	0.0779715615	0.02147899952	0.0213549778694	0.0149086909505	0.0169785279407	0.01626239581	0.0915182189565
o	0.030816898072	0.045089121516	0.0989846212	0.305742512	0.2989487928	0.06264073568	0.02762805298	0.028630885084	0.019891688087	0.020542280377	0.0203003173663	0.0407840615745
a	0.023072187876	0.023828221	0.0307425768	0.161282126	0.2663176248	0.235212298	0.0863247792	0.02632310088	0.0153184024	0.014775651916	0.0196272535868	0.0971758679898
p	0.020581636845	0.02080329076	0.02394037342	0.0969452532	0.298577783	0.2478634274	0.0863768368	0.034744432	0.01987636684	0.0242126610856	0.0328471269408	0.0932308483557
p	0.028771499798	0.02359572494	0.0344733338	0.0567644646	0.3635766388	0.231749326	0.0468800757	0.0519031262	0.02594354381	0.034728895044	0.044175647966	0.0574377193872
è	0.079873926348	0.03215298436	0.047484936	0.09668029	0.20133163	0.143589486	0.10294593048	0.0781960036	0.0333934302	0.036035546026	0.0459432468322	0.102372797814
n	0.0123228312672	0.013478722926	0.023411323	0.1016998226	0.2747362454	0.196417144	0.1413876374	0.0599777618	0.02091701134	0.01211998868	0.0138808582876	0.129650590063
a	0.0195689340568	0.0236797898796	0.04261129942	0.102463662	0.341302952	0.1709688086	0.0807388124	0.0575022016	0.0277117864	0.02017450804	0.0204696664179	0.0928075176343
o	0.01293270148	0.0127481758472	0.01392598634	0.0354453742	0.0669827524	0.231898911	0.194675954	0.1811739152	0.0374739902	0.01198579986	0.019760821592	0.180995771073
m	0.010208925403	0.010148091652	0.01094002052	0.02629128522	0.0972248698	0.1511129383	0.19289177508	0.1999206136	0.05230090114	0.02508945866	0.04283025346	0.18104087788
a	0.029937493638	0.009976050266	0.02024424358	0.03493693792	0.1721425038	0.2216772282	0.0601445182	0.16405546	0.0366377516	0.05849821926	0.09181485458	0.099934712506
r	0.008385536652	0.008513993222	0.009831558308	0.02220801938	0.03228687348	0.09548024894	0.21580616256	0.2479095321	0.085710389	0.0352257108	0.12704169776	0.11160029316
è	0.008635108114	0.007844887348	0.00948934014	0.01714719742	0.0891330312	0.1079873176	0.0883902344	0.239348298	0.053059604	0.078176016	0.14566428624	0.1551248758
i	0.00769458593	0.0080433727	0.00973555356	0.03268919974	0.04698170896	0.079277688	0.21397697406	0.1902921488	0.1198504224	0.0533774696	0.0848252798	0.15325550458
k	0.00461680246	0.004651400072	0.00568972905	0.014858337014	0.030905811902	0.04413404114	0.111304215928	0.2070359452	0.160369329	0.1018294058	0.1793701932	0.135234964
a	0.01083802672	0.007253288112	0.013869266892	0.02550475187	0.06420225602	0.0534319828	0.04455760608	0.19575805348	0.11883574212	0.160849988	0.1412404636	0.1636583739
è	0.007416217148	0.0072233610322	0.007640695037	0.0170403350268	0.0199795756464	0.032337759674	0.068176610122	0.143138189886	0.1849990972	0.1386305256	0.2182716998	0.1551457718
p	0.004939117732	0.004800437687	0.009040082544	0.014019852908	0.026670563495	0.01965191197	0.069008976868	0.12682200952	0.14784856364	0.1111848418	0.325997548	0.1400160876
l	0.00594761635	0.005958959614	0.0077099757412	0.018529952926	0.064026981998	0.028677119636	0.034234856622	0.08509648256	0.13560468504	0.202960482	0.327074356	0.0841785006
è	0.0585837404729	0.0091032575616	0.0150999509626	0.0088673392404	0.0243388499094	0.021364920742	0.0657647114532	0.10597290682	0.08822994532	0.1737490168	0.1995505548	0.22937497
o	0.00580692855	0.00491096332	0.00518871734	0.01651883822	0.02147831076	0.02042448135	0.03471814522	0.06632139694	0.14679292874	0.189330491	0.313095282	0.1754135548
s	0.005183925744	0.004141369302	0.0047599012708	0.007567716354	0.012112712746	0.008958974398	0.0292850940406	0.07643265227	0.1083029295	0.196298505	0.397399602	0.149556462
a	0.0189669086606	0.0122682265728	0.015523409932	0.012132544708	0.034120809012	0.027132855154	0.029688863972	0.10713342554	0.08383352592	0.1843826846	0.2582208074	0.216596032
p	0.0070941049302	0.0059088152748	0.006239866556	0.00819337946	0.0104544175294	0.0098141938482	0.0117192950932	0.020122063836	0.0575120116	0.115021905	0.418324108	0.329595832
o	0.0065291871364	0.0036971264864	0.0053719231672	0.0083367922568	0.0271141494722	0.015835601208	0.010553951278	0.0339746966	0.0252956577	0.1434491224	0.4859743746	0.2338674712
r	0.005729781438	0.005259514047	0.005507026249	0.008165240371	0.00976859977	0.0093876495392	0.009085246808	0.018087225594	0.037594670992	0.095686783	0.440843508	0.354884782
ì	0.006827684986	0.003659003765	0.005107228524	0.003264170946	0.016098877322	0.010678440556	0.00981239408	0.02968459042	0.02421420086	0.12690943	0.4405299624	0.323213957
t	0.0044494885168	0.004477661832	0.00486117666	0.0124561963852	0.014244994118	0.012742498311	0.011555056944	0.01524685422	0.02550314164	0.0638135854	0.545558072	0.285091192
o	0.0071644011966	0.006425438251	0.008627865004	0.0085549846636	0.0171729754536	0.010448598508	0.017394657546	0.02779929546	0.0496400501	0.122862024	0.4790496972	0.244859992
</S>	0.005987792732	0.0057081276908	0.0057969646174	0.0084932521688	0.009541232464	0.00899729438	0.007648859022	0.009439639128	0.0184948558	0.069089386	0.428951356	0.421851356
