 	qui	dentro	vuole	un	tappeto	</S>
e	0.751561856	0.0659171434	0.0443539099092	0.0417489630903	0.050043650729	0.0463744474961
t	0.605041946	0.159882883	0.056352586156	0.0571913285036	0.0591443454293	0.0623868614578
t	0.50775134	0.223764486	0.0731472166	0.0531964762412	0.0645942315492	0.077546423218
ù	0.409720366	0.2400995808	0.08432283042	0.0742770365362	0.0881434222656	0.103436905345
m	0.190129903	0.608516096	0.04801397782	0.0376232863931	0.0549688246387	0.0607478219193
è	0.1113718846	0.45234001	0.18036203706	0.0544829907727	0.107514955165	0.0939280355616
s	0.09399186846	0.614782778	0.154788151	0.042639591111	0.0335729272068	0.0602245445917
a	0.0716100596	0.3375306332	0.362998528	0.0420106910425	0.0565917084355	0.129258619384
t	0.09629038894	0.2046495312	0.525919382	0.07057887616	0.026549142304	0.0760126682774
è	0.03685263746	0.0913798731	0.533373758	0.0840553858	0.028456410486	0.22588171652
l	0.043291874714	0.096561179	0.565717488	0.1612332008	0.0374003643	0.095796033236
i	0.0236613709	0.06419284462	0.4695192734	0.127520846	0.0959789382	0.219126813914
è	0.03505382722	0.043381870308	0.09074929	0.552035001	0.0847076308	0.1940722966
n	0.0173951990248	0.02628089277	0.1030824832	0.557524836	0.10642729	0.18928924834
a	0.038394055991	0.04553583672	0.1311090102	0.457088101	0.1214017658	0.20647140606
t	0.02469994026	0.025947652508	0.03252646078	0.33740616468	0.3682973392	0.211122318
a	0.00922670132	0.01243658332	0.04067461794	0.301492086	0.5239590118	0.11221098
p	0.015710538934	0.016088915236	0.0209844717	0.1241403642	0.496568722	0.3265069672
p	0.004917488154	0.00944411166	0.01255294466	0.070085169	0.59546967	0.307530536
è	0.021235336556	0.0319014657928	0.021395488208	0.10474978402	0.449448155	0.371269714
t	0.005461365683	0.0085800961732	0.01282818996	0.0579894668	0.56410306	0.3510378626
o	0.032310678564	0.0414486954	0.04743973956	0.0684945606	0.528187724	0.282118748
</S>	0.010076098628	0.010088480692	0.01202726942	0.02564065814	0.3580389102	0.584128712
