 	lo	posso	finire	di	fare	</S>
t	0.799919666	0.0476774678	0.044511236056	0.0363277987586	0.0360125715443	0.0355512333577
o	0.66353021	0.154817296	0.04527129864	0.0460447521099	0.0453422375311	0.0449940138297
s	0.519946494	0.276014682	0.05215431996	0.0420037135887	0.0498513134098	0.0600294210165
ò	0.113123496	0.5639148388	0.09863238352	0.07800178338	0.0453154846259	0.101012007894
z	0.1205811182	0.69747077	0.0421491318	0.0338196774766	0.0361812260347	0.0697982087491
o	0.076529896	0.541989758	0.18320685332	0.09365186026	0.0341179170888	0.0705036785456
s	0.11504744	0.4136292	0.2851416026	0.057056663168	0.0520941581695	0.0770308185659
p	0.0495081922	0.3027359474	0.40968246	0.108549287	0.038608144134	0.0909158506552
i	0.0885824852	0.305136018	0.2370056182	0.14045400216	0.0708028949138	0.158019009665
c	0.0536985252	0.095386907	0.554954842	0.147994951	0.0511804346414	0.096784358226
c	0.026641992992	0.0717975552	0.521764808	0.236511142	0.06399365384	0.0792910324
è	0.06279864996	0.10004031	0.2450111484	0.196785107	0.128048375594	0.26731647936
t	0.0261316108	0.0869790758	0.322718956	0.3320566892	0.0302772168	0.20183637352
s	0.03800043866	0.076713937	0.402980262	0.302412138	0.094420248	0.0854730236
i	0.10681982946	0.1421488556	0.1467085148	0.2137788792	0.15774405284	0.2328000569
t	0.0208137292	0.02425352874	0.074218507	0.4178996308	0.19228191276	0.270532782
s	0.0223731442718	0.02765699762	0.102018105	0.451520152	0.178381348	0.218050439
è	0.026390007886	0.02042635016	0.05843390714	0.2815208952	0.374204436	0.2390243313
k	0.01209453907	0.01637894226	0.02880848974	0.2755756688	0.3493289132	0.31781349
à	0.006608020546	0.01011541798	0.03259100608	0.3210621904	0.39433899	0.2352843684
m	0.009745364214	0.01150743264	0.0213379606	0.224529708	0.488749402	0.2441301194
i	0.0090675963594	0.01351147734	0.03578152808	0.15938543908	0.484376706	0.297877112
</S>	0.0142008024	0.01434709688	0.01688756798	0.0763047856	0.442686438	0.435573258
