 	se	si	era	vestito	la	figlia	l	avessi	portata	alla	chiesa	</S>
a	0.668732964	0.138487019	0.024851748434	0.02216691536	0.01840801391	0.01820895137	0.0181268234493	0.0180410758626	0.0180403239166	0.0181419481605	0.0182916696861	0.0185025164648
n	0.480856556	0.276591224	0.0362876430328	0.0242317676158	0.0224430225967	0.021658917188	0.0212528909788	0.0216997345966	0.0212488804659	0.0250447787994	0.0244273605892	0.02425717984
ì	0.1278139822	0.235586214	0.28058505	0.05334359172	0.04150473694	0.02962922304	0.0251367915611	0.0367730458539	0.0368387815999	0.0379021647674	0.0352334461042	0.0596531088647
c	0.0725238624	0.2359881668	0.330707114	0.153816344	0.034690173	0.019772891574	0.0182340791633	0.0302300057132	0.0313097703795	0.0270603483721	0.0202726796007	0.0253946499676
h	0.0902237836	0.235515402	0.272736512	0.07416782	0.04742397496	0.023962136006	0.0214174616412	0.0615767075721	0.0733516483261	0.0375533439787	0.027735937158	0.0343351744889
a	0.1842539524	0.248030672	0.19363823968	0.13589826752	0.038870004589	0.0240189057511	0.0227723341904	0.0314385555743	0.0311802330292	0.0308759664589	0.0310623980081	0.0279607032756
n	0.0827263006	0.148457845	0.335881632	0.208067854	0.03703250422	0.0233860023172	0.0232078800375	0.023760493608	0.0235161296549	0.0241651272696	0.0359528153782	0.0338453645721
d	0.04554128462	0.0670124416	0.252922918	0.295755886	0.086342652	0.0318374275	0.0259659150726	0.0320919573367	0.0314623932679	0.0349879161205	0.0489908387609	0.0470886099263
ì	0.11665260372	0.123683941	0.1443748252	0.1975206404	0.1221725739	0.03574973282	0.024182759386	0.0457743046615	0.0482125993483	0.0411802462397	0.0534555524836	0.04704035115
s	0.0647762683	0.0917544088	0.2131111368	0.193490216	0.2501033954	0.0389628774	0.021777134834	0.0271675360135	0.0303067844095	0.0218487387121	0.0207199117015	0.0259814936141
o	0.037399755	0.0564636432	0.153092432	0.305878828	0.232127324	0.0510160474	0.02348795108	0.02573009642	0.0276677200403	0.0225685630268	0.0407714622859	0.023796200256
n	0.0493295018	0.0679997761	0.107074596	0.2443700528	0.264526082	0.1147224206	0.02495742218	0.022089223556	0.0218932190078	0.022077713682	0.0245378911916	0.0364222513357
t	0.0276495671672	0.04488645375	0.0475236494	0.212430187	0.411871138	0.0958577692	0.02485190686	0.0202132358514	0.0200731910543	0.0204560080349	0.0343417463166	0.0398452484886
a	0.138630676427	0.06603883496	0.0695472646	0.217235286	0.2520101092	0.0609819754	0.0281984143	0.0284096441	0.0289547009724	0.0272297699956	0.0463695618586	0.0363938454208
i	0.02759354753	0.03053184454	0.0437976424	0.130208654	0.281292758	0.27938684	0.046077334	0.022607754754	0.0223436509652	0.0226945408273	0.0399520569848	0.053513298552
k	0.0261227394644	0.051819245966	0.031147267	0.0860060458	0.2071952048	0.368656763	0.0648885134	0.02278746956	0.0215709838914	0.0219268546034	0.0392731432044	0.0586054856263
i	0.0992793625968	0.068437869748	0.02036589456	0.0693211118	0.147061604	0.2559043594	0.0945618798	0.0293865102	0.05330291432	0.04600266396	0.0402223748362	0.0761535726217
a	0.02351814298	0.02688438426	0.0318725332	0.0671835778	0.136092452	0.317943616	0.201137056	0.02482815982	0.02478147923	0.0221367062589	0.0393146419384	0.0843072587411
t	0.0217229310604	0.0388128748	0.02252847198	0.04299277334	0.0947447718	0.3925328408	0.15475476	0.02988679608	0.02763516153	0.0245091668992	0.0730668489403	0.076812547748
è	0.03351384024	0.0525552238	0.0174454114	0.0407985306	0.1081266348	0.2048918424	0.1613896146	0.0409177122	0.1235402008	0.05750827334	0.045263829176	0.114048819475
r	0.0196710617912	0.02346754052	0.02759762714	0.0395960112	0.101629246	0.210674094	0.2582141966	0.0939051292	0.086743046294	0.0281571182162	0.0374211900851	0.0729237667131
a	0.016765294024	0.0188844036	0.019534758672	0.030939889	0.0806282108	0.218653323	0.306154428	0.106629211	0.0804452643	0.02255013002	0.0499831491864	0.0488320024114
i	0.021872688504	0.02488912726	0.02708977494	0.0345760488	0.0501393326	0.1073816366	0.3014132192	0.1628010754	0.1028543482	0.0200062874	0.0263956921668	0.120580604529
n	0.0258958083846	0.034581462304	0.024522430544	0.03192023033	0.04729759824	0.0930835778	0.2253397396	0.1264118836	0.172574198	0.0236331904	0.0594250422894	0.1353148035
ì	0.022278130194	0.04051759248	0.018929404574	0.042716038106	0.06683312192	0.1140388184	0.16498931	0.124189002	0.1969736296	0.0537203879	0.05168297728	0.10313151678
c	0.0192599375868	0.021217372196	0.02345291308	0.030269440088	0.04672060276	0.10593186246	0.143912458	0.256033785	0.2031932698	0.0223875146	0.0457622439666	0.081858556614
h	0.018315552272	0.027667364944	0.0198386156	0.03647365622	0.0513818294	0.075979045	0.1600814286	0.1343843882	0.2390437596	0.0447538838	0.108707880236	0.083372683836
a	0.0387577225054	0.025952561766	0.02137746815	0.03275950263	0.04606654356	0.0638586932	0.13078061	0.1750570456	0.223704042	0.1529313832	0.0262119319308	0.06254240538
p	0.010368960092	0.01072670761	0.0102142095	0.01220697472	0.0175849417	0.02287816762	0.0590972786	0.1483861394	0.258568474	0.1689283548	0.0625339924	0.2185057472
à	0.019732268298	0.0208615652108	0.0088268661	0.01642725054	0.02520475009	0.03961867386	0.05983356494	0.0753915644	0.325037112	0.1808817948	0.060294182	0.1678904192
r	0.00979980944	0.016701228052	0.015677132524	0.020658072344	0.026899678474	0.04198027428	0.0534387114	0.2051303	0.2564327654	0.134993587	0.0872931366	0.1309953882
o	0.007949495546	0.01361056672	0.009690233026	0.017831888122	0.026774081366	0.0308705603	0.0786832402	0.1326700328	0.29439251	0.1585176422	0.0510087758	0.1780009652
n	0.0084486554924	0.00985709413	0.01098589354	0.015695298212	0.017409634736	0.0205929799	0.03236462326	0.093431751	0.1547084432	0.1935616366	0.1449544464	0.297989352
