 	non	è	li	dimentichiamo	mai	i	i	padri	e	le	madri	</S>
e	0.77544851	0.03870763008	0.024704154544	0.018293090578	0.017929793504	0.0177302582364	0.0176908663294	0.0178251366154	0.0176777147514	0.0177127248897	0.0179061577001	0.0183740282109
n	0.527529748	0.1689674484	0.1089625633	0.0198887018694	0.0196129806279	0.0199863428443	0.0198442599141	0.0194511132622	0.0201528965322	0.0249988765791	0.0266727271123	0.0239322682998
è	0.1328756532	0.368160558	0.2345227222	0.0320854248	0.025953219406	0.0247876422538	0.0244064340488	0.0250439958945	0.0242711566631	0.0245748310726	0.0294380543752	0.0538803327216
n	0.1439479586	0.427722082	0.2140396248	0.0477029458	0.0242560736028	0.0199295554182	0.0196881512006	0.0187885513366	0.0202501917012	0.0212520402783	0.0191272894821	0.0232956459249
a	0.1031820746	0.2972671428	0.2956178048	0.0900797432	0.03777637532	0.0274622900939	0.0243411410502	0.0212693158138	0.0237420030662	0.0253331649153	0.0227773061164	0.0311518437208
l	0.075187644	0.153448971	0.320702216	0.235959596	0.03050464994	0.023289555563	0.0223292996075	0.0246725131534	0.0251469352313	0.0256295048083	0.0305332004532	0.0325957797729
l	0.0405489824	0.056504649	0.2288688868	0.361084969	0.0696800336	0.0552384566	0.03770978932	0.02926768492	0.026548050084	0.0312547477706	0.0225548798337	0.0407387239214
i	0.1532816736	0.0942227144	0.118723102	0.2886033442	0.082677063	0.048026594014	0.0388867995416	0.026658195792	0.0309278165145	0.0382043388842	0.0290885318911	0.0506998633747
m	0.046373448	0.0982724838	0.1617427316	0.2909836996	0.1084633088	0.045215875108	0.031496284422	0.041968870436	0.0287844176587	0.0290869798006	0.0246049727125	0.0930069313195
o	0.026840349032	0.0381343233	0.1102751308	0.368004518	0.0668139147	0.04760266174	0.06074422514	0.049225788896	0.0389770198926	0.0781109867796	0.0207371722963	0.0945339310735
n	0.0542503992	0.0466907872	0.1080417144	0.261277118	0.2091507752	0.089122918426	0.04425867824	0.0387330687	0.0250040712424	0.0257561166926	0.0246844459819	0.0730298317725
ì	0.030072193454	0.0395780356	0.06620225668	0.2773003808	0.21320301	0.0885018718	0.06973466684	0.0506507172	0.03590671722	0.0415298564694	0.0199959426408	0.0673244331121
s	0.025847701408	0.037469726	0.05392646248	0.163041938	0.4459080308	0.0780702562	0.04631019208	0.05550619109	0.020835424952	0.0208130733537	0.0175625636016	0.0347085594795
