 	hai	già	mangiato	</S>
ì	0.768139946	0.06445435248	0.063371482634	0.10403422847
s	0.719604174	0.1098477084	0.091268000452	0.0792800704
e	0.55753069	0.240731802	0.0934560038	0.1082815744
g	0.127744078	0.519849426	0.215998277	0.136408231608
i	0.2162588384	0.4927134768	0.13206814524	0.15895959022
à	0.0784841198	0.51219631	0.276894636	0.13242493434
f	0.0266676788	0.16056363	0.695954514	0.1168141704
a	0.079907356	0.189173414	0.55585577	0.17506351
m	0.049593589592	0.06098170642	0.565632412	0.3237923
è	0.076560209866	0.150203614	0.493159602	0.280076618
n	0.04245361262	0.05423488132	0.623553274	0.279758189
a	0.020839628632	0.066464975	0.637796858	0.274898472
</S>	0.03292628964	0.04983543152	0.2504969292	0.666741348
