 	qui	dentro	deve	mettere	un	tappeto	</S>
c	0.74510635	0.06790060478	0.0390954692596	0.0365463273709	0.0350473586117	0.0382750323549	0.0380288377479
i	0.637738056	0.10139756748	0.0568309205609	0.0456050339737	0.0436463690407	0.0523806766787	0.062401487873
ù	0.464064026	0.242766556	0.0607643342934	0.0490880677497	0.0537809895299	0.0668124255772	0.0627235234122
m	0.1603616106	0.614308006	0.0624004346	0.035372851513	0.0349246082248	0.0445878213575	0.0480445854409
è	0.148157578	0.364443228	0.1664454424	0.113958723384	0.0488602745571	0.0895870683356	0.0685476659666
s	0.0984900906	0.640090798	0.1048780526	0.0409828411752	0.0319661507663	0.0331471416037	0.050444933175
a	0.0636143346	0.379305948	0.250998092	0.135009809014	0.0305565067082	0.0597532569839	0.0807619638819
è	0.0930719644	0.233721424	0.416387275	0.115080735	0.0452129654745	0.0323053481828	0.0642204457847
n	0.041326717312	0.1036333622	0.44582932	0.2398522798	0.0342918277952	0.0275849714845	0.107481422098
a	0.05615122445	0.0888689518	0.397759896	0.2701784822	0.045288230844	0.0412413357864	0.100511793558
v	0.05532340764	0.073240756986	0.2480614152	0.423485456	0.0841139398	0.025165068346	0.090609991682
à	0.03952083576	0.04297011362	0.097495471	0.465164134	0.1792292538	0.0426778584	0.13294233642
l	0.022642756468	0.03749337564	0.1734131474	0.400642542	0.23411458	0.03245190354	0.09924182642
i	0.0168219500444	0.02900257462	0.1209020026	0.43111255	0.156944294	0.04865701974	0.196559677576
è	0.031214077358	0.03716908462	0.06121719904	0.1910395156	0.439502655	0.0631021748	0.1767552136
n	0.01513114271	0.02184157374	0.0475892498	0.19027218	0.499165122	0.0627120216	0.16328861034
a	0.038813822632	0.0413103093	0.06178495308	0.1668637168	0.4332111612	0.07271188368	0.18530415008
t	0.020481831812	0.02207329732	0.025412320088	0.0418287816	0.372568402	0.306599712	0.211035804
a	0.01046247796	0.01179644822	0.01623177526	0.0735235808	0.435130108	0.3651707106	0.0876848662
p	0.015364767308	0.015683808908	0.0170703338	0.03171831242	0.1618310352	0.449581418	0.308750317
p	0.0044616214	0.00740952486	0.01004794014	0.0311108932	0.1191972454	0.5407658892	0.287006778
è	0.015286609328	0.030187898016	0.0084103965	0.070138758	0.11080067396	0.4572810684	0.3078944762
t	0.0046740459626	0.010346031888	0.008108800632	0.02194503726	0.07402309678	0.5736891556	0.3072139902
o	0.019713899206	0.024546829066	0.02234633758	0.0476236712	0.1099148124	0.552805096	0.22304949
</S>	0.007567413328	0.007767678246	0.0082612754	0.0102889694	0.02690329972	0.426038752	0.513172596
