 	Marika	non	ha	mangiato	mai	un	rustico	</S>
e	0.669116304	0.13671615108	0.03487834408	0.029588196866	0.0291991512156	0.0299883013342	0.039460352852	0.0310531530805
M	0.5646262652	0.156905173724	0.0511507686191	0.0397939038427	0.0415913466361	0.0463504457785	0.0519462018742	0.0476357706136
à	0.4032737144	0.1462540766	0.08352982265	0.061865507796	0.0712345157629	0.0974239088056	0.0553317510714	0.0810867049378
r	0.437823048	0.2335412122	0.125415435726	0.0463437634311	0.0385784073332	0.0376735402651	0.0344311496405	0.0461935925867
i	0.2889960248	0.224100528	0.2614329928	0.068423227482	0.043283543783	0.0392762625785	0.0346047806651	0.039882653772
k	0.1627496742	0.4406300788	0.212666402	0.047452598316	0.0318680947598	0.0305561738318	0.0301851871908	0.0438916560971
a	0.06027773116	0.240101557	0.451973926	0.079137773	0.03855963456	0.0359895008546	0.0349537248628	0.0590061852964
e	0.1007818516	0.250950684	0.28898877	0.181007106	0.03663676571	0.0310040758092	0.0400225331066	0.0706081516047
n	0.03632339354	0.0885566692	0.2706197452	0.372101382	0.0834612575	0.079786165873	0.0302762324022	0.0388751554069
è	0.04167429966	0.0740780832	0.205782804	0.363227926	0.1257028656	0.0768104494	0.0383273486894	0.0743960666294
f	0.0448377482	0.0674562674	0.1773999736	0.446451608	0.1086489744	0.039853767448	0.0255626227519	0.0897890294224
a	0.0253414316	0.03910452148	0.194898949	0.3968509424	0.116775376	0.118093423032	0.030419319271	0.0785162814732
m	0.02880539954	0.0419233718	0.073431469	0.2779059872	0.363650502	0.0822976464	0.0315336168416	0.100451967794
è	0.01378503334	0.03281034196	0.101344071	0.1623642828	0.395433286	0.1384482167	0.039125165114	0.11668988718
n	0.0234031338	0.02449737386	0.0557265852	0.2022928166	0.38903167	0.12733186	0.03102928832	0.146687060554
a	0.01999429646	0.027538718242	0.044353504	0.1802385092	0.4453974014	0.08458012	0.022510789072	0.175386761494
m	0.010388985646	0.011778419206	0.01622700118	0.04292533168	0.2061468734	0.4295275104	0.068459684	0.2145463908
a	0.01239129866	0.02019313988	0.03230584282	0.0909127738	0.2444636824	0.246424703	0.1011727238	0.252135748
i	0.011653069192	0.0228927398676	0.016814153048	0.0485321473	0.13053860006	0.37129555814	0.1941276106	0.2041464444
a	0.011759046078	0.0144775075238	0.01710105981	0.03532651278	0.0879370777	0.39542240792	0.2832516488	0.1547247032
r	0.009919667968	0.0142434946913	0.016475180308	0.038901104688	0.10454067542	0.340995039	0.290547876	0.184376961
ù	0.007194020574	0.00729535117	0.01221544506	0.037303556412	0.07448827938	0.2308704828	0.412341364	0.2182915738
s	0.00849416826	0.01151520888	0.01339448126	0.03558419712	0.0662365848	0.171956614	0.507475766	0.1853429656
t	0.012038779952	0.0086605571	0.01155614282	0.03105190938	0.06715220354	0.209508178	0.383562478	0.276469624
i	0.005712780569	0.0171636708268	0.04923444848	0.03094858482	0.0489111625	0.1351693288	0.42348226	0.2893780494
k	0.025229726512	0.0077145308406	0.011760074242	0.01460675962	0.02074000842	0.053393808	0.494405634	0.37214932
o	0.0075587321636	0.005747788352	0.009041010134	0.02014819956	0.03436543876	0.1009513764	0.47119746	0.350989932
</S>	0.005770476411	0.0114430036944	0.011703743026	0.01692868532	0.02125066906	0.0649495572	0.372782234	0.495171668
