 	guardate	che	il	ladro	che	il	ladro	è	entrato	da	qui	che	ci	sono	i	segni	</S>
k	0.7323602956	0.0275191762	0.01947282274	0.01673816386	0.015712445238	0.0157418275474	0.0157091803024	0.0157064123628	0.015704664846	0.0156172620889	0.0156145418103	0.0156112905916	0.0156100724781	0.0156146377527	0.0156138109259	0.0156800321005	0.0159732281533
a	0.631098512	0.04909769412	0.03552208208	0.019009375434	0.0177117141859	0.0178908208563	0.0198446711909	0.0195977895331	0.0210767946227	0.0190429665892	0.0190178130561	0.0198136060515	0.0173069320725	0.0204604800541	0.0218827256536	0.0250064297082	0.0266196038584
n	0.34963216	0.281664346	0.052925316404	0.0243081246744	0.0215505213469	0.0222663962711	0.0222397724422	0.0216332890167	0.0215420177902	0.0211341903838	0.0211044136929	0.0211296120096	0.0209404197476	0.0215571678431	0.0213923263653	0.0290021681883	0.0259777888583
o	0.3111495806	0.209273214	0.0859344104	0.024658118444	0.0259653731087	0.0250279599159	0.0269530430564	0.0283057914255	0.0336916742491	0.0282660710685	0.0265737297406	0.0234810237234	0.0184343135715	0.02319014765	0.0204438673761	0.036098998793	0.0525526671236
n	0.1401206088	0.3710819166	0.1764485324	0.046619476138	0.020497091272	0.0218323814356	0.0218924275207	0.0204522808604	0.0204852757443	0.0183885412853	0.0180726914588	0.0179073655019	0.0176120495821	0.0185162654706	0.0184486399361	0.0268232446392	0.0248012856908
ì	0.1822575044	0.2061763496	0.1754683072	0.0623235838	0.0264592969	0.0268055118	0.02722557734	0.026786695836	0.0316692132	0.0281179796008	0.0275130286756	0.0243279158009	0.0191030120145	0.021697390055	0.0214009685611	0.0377433954442	0.0549241793644
s	0.0629402872	0.3387340322	0.242593154	0.1275391028	0.01796274636	0.016996683252	0.0164836560364	0.0179860959595	0.020492888504	0.0195182261987	0.0185331428171	0.0172701900826	0.0126557004036	0.0185116204727	0.0131139492156	0.0160021665685	0.0226661937276
e	0.09602368	0.31928176	0.2013463826	0.0849944248	0.03304375372	0.02493638918	0.023466213267	0.024271283984	0.0276587643174	0.0251709216449	0.0233549515474	0.0191134584631	0.0145547789437	0.0191244494215	0.0146482834614	0.0197443255434	0.0292661952273
t	0.0580602334	0.1961185712	0.455318878	0.0490567518	0.018988998436	0.0177601068194	0.0196860207202	0.020146820202	0.0211818129414	0.019680282723	0.0182055605211	0.0157988800252	0.0143408201109	0.0159796932745	0.0155401416285	0.0194698306786	0.024666548273
e	0.0570431601	0.160947945	0.2785291304	0.1832769538	0.0422336486	0.0273923762	0.0233578778	0.0237293996095	0.02715466646	0.0237549108231	0.0230913843264	0.0195733418668	0.0156049773294	0.0163306143535	0.0163099275054	0.0232627440105	0.0384069926281
