 	sul	muro	vuole	uno	specchio	</S>
s	0.804716862	0.04887673428	0.036370060122	0.0358174283708	0.0377340823058	0.0364848660898
t	0.714400482	0.101257176	0.0407580933052	0.0418930588298	0.0522300728983	0.0494610557444
o	0.557550734	0.237296825494	0.0496702913245	0.0462762171656	0.048844692519	0.060361161846
t	0.575138552	0.248673724	0.04202539692	0.0432270349129	0.0453719638317	0.0455631637854
ì	0.1084179064	0.442077821	0.05788037	0.048140625246	0.161506726442	0.181976340112
c	0.300174124	0.507466836	0.0598602418	0.038825137337	0.0440492219222	0.0496244077551
h	0.0989967851	0.366856834	0.24688048	0.0418852583988	0.120357764176	0.125022801161
o	0.2296129526	0.312391484	0.265334065	0.05481036488	0.0636546079937	0.0741965841028
t	0.09431231652	0.295705542	0.435786888	0.042054567626	0.0441987584587	0.0879418805944
è	0.02035003576	0.0924839392	0.448009028	0.0576955168	0.12351370742	0.25794765356
l	0.0553913068	0.104189546	0.600120128	0.0535424096	0.0276049471462	0.1591516534
i	0.01668567696	0.1041824198	0.5028113654	0.07082730326	0.114644938694	0.19084842096
o	0.048859899006	0.05842154654	0.192855628	0.3590848748	0.0852739306	0.2555040042
j	0.0268168838	0.03252174476	0.08539868206	0.456772498	0.1656047286	0.23288532424
e	0.00974528878	0.01866069128	0.04451878912	0.3095919588	0.38346276	0.2340204154
l	0.018498427426	0.019957012686	0.03687087476	0.342705366	0.342393304	0.2395749054
ì	0.0062713155	0.012387864334	0.0264999842	0.178871764	0.467231382	0.3087376888
</S>	0.025120242176	0.028356544152	0.12386774754	0.133176882	0.493750825	0.195727834
