 	pure	che	ti	ho	visto	una	volta	solamente	non	ti	dimentico	mai	</S>
p	0.72666029	0.05024272714	0.0267864222956	0.0212250436199	0.0200226663089	0.0191702176849	0.0208147567967	0.0189123973863	0.0191915293939	0.0190081490217	0.0189437977184	0.0193246501903	0.0196973289855
ù	0.6159644492	0.0552127333	0.057470612462	0.0230293400486	0.0244130570261	0.0248639906093	0.0432275677188	0.0249858114025	0.0216718164892	0.0233869262699	0.0230092107018	0.0252345007891	0.037530049057
r	0.351598989	0.337602365	0.0660033608	0.0301041760548	0.0269241053816	0.0243682005874	0.0230605369458	0.0241598378524	0.0218531170154	0.0234484990071	0.020034267574	0.0253091396553	0.0255333044915
u	0.43683541	0.254158476	0.07919938952	0.02739205294	0.0252505087568	0.0236481891846	0.0309801029697	0.0234864870796	0.0188430722352	0.0203924590424	0.0179206460771	0.0213866898511	0.0205064254483
k	0.100095532	0.53139711	0.1428638276	0.0245510051553	0.022270037926	0.0214183545907	0.0249653938234	0.0221612264986	0.0208308895462	0.02083578895	0.0209817820085	0.0228609566332	0.0247680889392
a	0.109375273	0.445238938	0.104874226	0.0593400002	0.04321255554	0.0362283248628	0.066868548828	0.0252639758066	0.0199839255513	0.0206600502985	0.0190043535636	0.0215352052065	0.0284149376498
s	0.0678311612	0.279142689	0.349672852	0.0761306116	0.033268934092	0.022940416637	0.0322659482044	0.0243211161764	0.0208684654893	0.0201981416297	0.0204022762209	0.0235633808951	0.0293938608842
ì	0.05273910228	0.2669941152	0.282441666	0.076583742	0.0660212608	0.02883661824	0.0500306671085	0.0311420012752	0.0250671108728	0.0236556685088	0.0202775706609	0.0238485700069	0.0523620558613
t	0.0569219714	0.165195272	0.353982664	0.106522843	0.08426621469	0.0319401584652	0.044035827807	0.0293468101769	0.0208436506147	0.020488805087	0.0161026128554	0.0230250529139	0.0473282408711
a	0.037391214	0.1457943252	0.315585628	0.1779804638	0.0875306818	0.040660504336	0.0426081904298	0.0320610718214	0.0226161595308	0.0214076426828	0.0175572348549	0.0214339369181	0.0373730920937
m	0.0353971478	0.089151126	0.2867433496	0.180656075	0.0898856423	0.1280972413	0.0425056951193	0.0238977377819	0.0233879931581	0.0201190016881	0.0191278279378	0.0211323570913	0.0398988349519
i	0.038966173	0.0525134688	0.2057832688	0.101721259	0.221734634	0.0884316154	0.037507419712	0.053863326064	0.0297135578337	0.0345791684184	0.0207670974274	0.0331825540011	0.0812361936213
a	0.03244783024	0.058105719	0.1147110822	0.2358151208	0.16106918	0.167405638	0.0530790814714	0.031453879308	0.0281832392606	0.0247262422234	0.0235677189163	0.0253436169245	0.0440916007608
f	0.023840794884	0.03124148324	0.0518159038	0.2175950176	0.238414128	0.2327753296	0.03564185584	0.0278612201672	0.0236132535099	0.0218095716239	0.0255181939079	0.0233759898204	0.046497378958
o	0.034404653224	0.03661452787	0.0593042272	0.115321805	0.281447832	0.18028443916	0.03132980866	0.09073106768	0.02423396516	0.029551233356	0.028422412298	0.026524187564	0.0618297099209
r	0.027829530816	0.03574856172	0.0503449932	0.130777492	0.2493395844	0.2248945088	0.0455431394	0.06110691872	0.026717744608	0.024966673098	0.0253504411521	0.0241990451245	0.0731815343362
à	0.024065795336	0.026412735946	0.0425283175	0.0974137594	0.332784408	0.1715577342	0.03784697784	0.0836174778	0.02761938276	0.02841185432	0.0254715282548	0.027635936997	0.0746341636856
s	0.021869567192	0.02730706132	0.0338105293	0.0962964266	0.2155161922	0.337150822	0.03976031064	0.0821715342	0.021227596926	0.020856055285	0.0143077371224	0.0191131339327	0.0706132025641
o	0.01898865896	0.0235897574546	0.03729226314	0.109657851	0.293126148	0.1904261372	0.06025574204	0.112049419	0.02933005456	0.032206076374	0.017879821598	0.0188301762035	0.0563678377378
l	0.028030272922	0.03177102382	0.034984941774	0.0509568506	0.1146882206	0.21279032	0.127795051	0.1938113852	0.05178907604	0.02996634888	0.0200171302972	0.018282855154	0.0851165077376
a	0.023086485306	0.024522513902	0.029188809914	0.0580628592	0.148914642	0.1780853458	0.1062742894	0.2038421268	0.03897183334	0.0456696473	0.0367681465	0.027731568952	0.0788817019036
m	0.02258070593	0.023640976176	0.02487412771	0.0282790394	0.0557804061	0.1742300852	0.1511997602	0.2371492776	0.080669229	0.0405980884	0.01896893706	0.017708279812	0.124321078445
è	0.024263639044	0.025074425062	0.02591954085	0.0370297996	0.0759895262	0.1141175588	0.113254834	0.2261450216	0.038542532	0.0683736412	0.0714944354	0.06067093476	0.119124108118
n	0.016736336242	0.01868093535	0.019184225688	0.0272041326	0.0658068348	0.1811643364	0.0794365642	0.321182356	0.07702513558	0.0560006196	0.029360017924	0.01645544175	0.0917630802686
