 	quando	divento	vecchia	vendo	la	casa	in	in	Trieste	e	vengo	qui	da	vivere	al	mare	</S>
m	0.7121030876	0.0444761468526	0.0215328006588	0.016295996755	0.0157055962749	0.0154782034719	0.015175222391	0.0151387855865	0.0150756185492	0.0151808800511	0.016800985649	0.0150516554709	0.0149841103887	0.014407544507	0.0149931170971	0.0185175003347	0.019082628447
ò	0.4054537604	0.11135580098	0.0534092637023	0.0356868510196	0.0325034837095	0.0319846508234	0.0297987248051	0.0250316807627	0.027570576226	0.0224475717456	0.0354789776053	0.0261136274068	0.0243130654057	0.0266187782047	0.0267935578097	0.0280106580084	0.0574290146046
t	0.548999728	0.1841788026	0.038084038172	0.0206613968361	0.0182092513532	0.0181066668166	0.0159805861535	0.0145425769705	0.0162729205739	0.0137699623768	0.0158514754482	0.0150075506709	0.0144996515164	0.0157450030945	0.0148502852128	0.0157183248973	0.0195218874335
t	0.3181082466	0.2409934134	0.08415069686	0.0378664289125	0.0320935288473	0.0367670107468	0.0261244294153	0.0243029271285	0.0280527592485	0.0176140024194	0.0291562664083	0.0228457348265	0.0200852612039	0.0224866857618	0.0192490588053	0.021979375684	0.0181243090811
e	0.2932923314	0.162206533988	0.127960812832	0.0521744152467	0.0410609434166	0.0420321002035	0.0279519248322	0.023383023818	0.0368430416025	0.0207568121832	0.0387143788288	0.022550833135	0.0208906074279	0.0264508396658	0.0215562841533	0.0230302094627	0.0191448714085
j	0.170176922	0.4056033986	0.05690622402	0.0291777840173	0.0284547958687	0.030100978896	0.026757419765	0.0254943236742	0.0247663123153	0.0250216981421	0.0266637313907	0.023918389244	0.0235316987876	0.0237544680983	0.0238940936817	0.0271942722645	0.0285835439134
è	0.1303545684	0.3279898908	0.0635782446	0.066879077348	0.0465790195346	0.0368746748692	0.0351165576876	0.0286004426626	0.0363723277628	0.023465881989	0.0470907162506	0.0251041153977	0.0229461771633	0.0267019302077	0.0211152437126	0.0230153197473	0.0382158034406
n	0.119517866	0.524333262	0.0793938644	0.031489006979	0.0224785699788	0.0202238869824	0.0175984518729	0.0159011332096	0.0190123756131	0.0158418799623	0.0246529681169	0.0150637510456	0.0184030584042	0.0179759191187	0.0145371581559	0.0166229428186	0.0269539845966
n	0.10321869	0.3858026514	0.169211728	0.0616903952194	0.0315178832469	0.0291103216907	0.0294851663661	0.0263458296343	0.0261658091255	0.0186417184559	0.0270754414133	0.0159575788178	0.0149355862089	0.0163016503253	0.013810938729	0.0142922429441	0.0164363860211
o	0.1301728608	0.2869531236	0.1626858112	0.0698792856972	0.0413785672094	0.0381252893262	0.0380670186416	0.0352414174258	0.0346512835322	0.023740612141	0.0312857456079	0.0187829862029	0.0176456816021	0.0190469449003	0.0172670708023	0.0158503813022	0.0192258013212
m	0.04811198254	0.35644109	0.2246754488	0.07110611646	0.0400094935972	0.0255650667655	0.0248430525674	0.0229065194966	0.0214474607797	0.0217782609705	0.0290884779109	0.0180957395506	0.0184965180188	0.0181146125538	0.0173266573656	0.0186459546503	0.0233476455806
e	0.03526595266	0.1853682328	0.2950520644	0.03958199172	0.0335687171	0.04479844566	0.0337047271075	0.0313039414934	0.0369313131518	0.0283233938501	0.0422574564238	0.0271407052821	0.0243453529877	0.0231488701901	0.0200191476271	0.0297797482827	0.0694099656505
v	0.03896814608	0.1021422192	0.4391367486	0.1091017377	0.044065360752	0.0279486070504	0.0275220664674	0.0253496840531	0.0233130233886	0.0237393550718	0.0301433126786	0.0177542929487	0.0177495087041	0.0166314784511	0.0158472348992	0.0168157949097	0.023771323272
è	0.03523080198	0.0874511848	0.3718689934	0.090046095	0.04372405	0.04278062	0.0455442507132	0.0481721767115	0.036322656164	0.0294773201529	0.0348101988345	0.0227046159582	0.0210106765602	0.0188175690567	0.0156174615024	0.0194196876714	0.0370016116355
k	0.040740695	0.1041969704	0.3041543248	0.2523097268	0.0554352985	0.02883587541	0.0233275190496	0.0182198194954	0.0206437736982	0.0173719464281	0.0366212414835	0.0132462332888	0.0169670129946	0.0142297219547	0.0113132950201	0.0133416785784	0.0290447563757
k	0.02873928972	0.085082569	0.4126105008	0.1794587556	0.0380056449	0.0275773738	0.0278002924948	0.0277418842898	0.0246648861323	0.0195116154601	0.028277544172	0.0171949112016	0.0150845394916	0.0132047751859	0.0124102788594	0.0149985830199	0.0276365342919
i	0.04407863272	0.0951024794	0.3880543288	0.1112681798	0.039450850408	0.04241150269	0.0406855290735	0.0401808598371	0.0339333884163	0.0265329324698	0.0267913690551	0.0198986014719	0.0179527762753	0.0154404035583	0.0167426927467	0.0160626901223	0.0254130120598
a	0.02882476028	0.04536479326	0.2161884766	0.336903592	0.0777004536	0.041351653	0.035738378722	0.0335760074513	0.0293326843571	0.0266430733046	0.0287165958073	0.0171309487208	0.016466293828	0.0143604293066	0.0127819653606	0.0138748689102	0.0250451166139
p	0.01799035682	0.0286938904	0.1357022686	0.324822196	0.14333803	0.0628110418	0.0396383729232	0.0329969663826	0.0325671532075	0.0295785755301	0.0298742748545	0.0178909395179	0.0189078450499	0.0264481983524	0.0194444906677	0.0151338668719	0.0241617347233
u	0.02771429487	0.032592230632	0.110442132	0.29451759	0.1027595952	0.0814346988	0.05186650674	0.05239209828	0.0397978975604	0.0290735541094	0.0327041005253	0.0237304628965	0.0239707231935	0.0204837568525	0.0150588579598	0.0182107233678	0.0432508091465
l	0.024777783026	0.03120791556	0.0622691798	0.285047294	0.2330334254	0.0847733908	0.04205712574	0.03017325035	0.025663730709	0.0258594952307	0.024359768617	0.0159566439971	0.0207620609333	0.0264055952976	0.0191332551915	0.0162943433496	0.0322258514699
ò	0.02187607778	0.023860932768	0.0779830242	0.2600341	0.14104768	0.1161976778	0.056764582	0.051833841	0.03278781672	0.027348356236	0.027465144	0.0224854659552	0.0252280815756	0.0291005530037	0.0235603984922	0.0223947527377	0.04003141996
t	0.01546838732	0.0188739635	0.0418390346	0.2376235132	0.2506293772	0.1459640292	0.04552419164	0.02941667636	0.0348593125654	0.0278803952852	0.0326812649491	0.0171062417145	0.0225638017199	0.016522908933	0.0130243377463	0.016382985521	0.0336396576986
o	0.00899422532	0.010534614066	0.087931581	0.241061296	0.1409260948	0.165658029	0.0464125678	0.02647772106	0.024163677914	0.017987897968	0.0333054448666	0.0296889905997	0.0249823891945	0.015273156203	0.023483563323	0.0344201882672	0.0686986204688
s	0.026695954888	0.030952415928	0.039203951	0.1526221422	0.2588982848	0.137454656	0.06772316	0.0374334102	0.03090206266	0.037625162956	0.0256796423734	0.0229378258205	0.0303439617056	0.0263506519012	0.020903595456	0.0214666806836	0.0328064778735
p	0.00927892878	0.010680645092	0.0296678766	0.1688396546	0.1884120394	0.1669081654	0.0813780466	0.0415219305	0.03780885874	0.03077833826	0.03163673999	0.0338867457765	0.0288343340122	0.021038361013	0.0227209877985	0.0353084159761	0.0612999332394
ì	0.023514317124	0.01291180108	0.049498995	0.1281595236	0.1615085328	0.196370439	0.0753695294	0.043028685528	0.056854156566	0.031354714785	0.0367619766483	0.0288797573019	0.0349310564997	0.0294985405135	0.0226942313648	0.0238159330343	0.0448478885551
t	0.01286919492	0.0189894696	0.0314583378	0.162041642	0.202687675	0.198315056	0.0717162758	0.0371832354	0.0425985694	0.03504737306	0.033662274296	0.0251846912696	0.0276591947151	0.0247231557646	0.0166188191096	0.0161894088248	0.0430555474229
i	0.00930720422	0.009702763572	0.0307955545	0.1415774514	0.1536357968	0.186638684	0.0967042668	0.051959272	0.03787111414	0.02923963856	0.038146180196	0.038167241094	0.028953610197	0.0209195712994	0.0275703461567	0.0320981546765	0.0667130941159
a	0.02018007788	0.022846474874	0.02772209592	0.0658371886	0.1574914882	0.161067317	0.1181593424	0.068697581	0.051705636	0.05701956652	0.02596629624	0.0402040038996	0.0446801958037	0.0374848444921	0.0262140809297	0.0233779937216	0.0513457651941
p	0.01617912833	0.017575997504	0.023743350214	0.0665144272	0.1524279028	0.1470521052	0.091731471	0.0849592094	0.0532161695	0.05746785432	0.038410647648	0.042645707194	0.0478056691252	0.0653862589302	0.0373433037699	0.0175932421227	0.0399475407963
u	0.013319302646	0.013875736538	0.0204396548	0.04833633206	0.127197098	0.2232202794	0.113460048	0.0631893318	0.054527591	0.040735139	0.04483455312	0.045943379572	0.0467596283787	0.0335431451093	0.0282193747384	0.027696309079	0.0547029923199
T	0.01376845973	0.0168943364296	0.024364286092	0.04527658976	0.0875649398	0.1041339306	0.130220165	0.1164879954	0.0767588654	0.0725866686	0.0409376032	0.036132177376	0.0391732390866	0.0669733425024	0.0435438734551	0.0229695741924	0.0622137254579
r	0.007443606612	0.010030753232	0.023926856688	0.05320302822	0.1225567	0.1782126366	0.095046455	0.05793207	0.0711987024	0.0424382702	0.09012676829	0.0369430329908	0.034370726444	0.0559026035445	0.0384840481317	0.0375460945773	0.0446376809346
i	0.004960616572	0.0098644832068	0.02021809396	0.02672058756	0.1174114168	0.1492414136	0.1247751986	0.0767016954	0.069200548	0.0491151342	0.07833711312	0.04329778898	0.0430921645018	0.0210094350438	0.0257847842698	0.0372327476037	0.103036855667
è	0.01530386839	0.017261896303	0.022005733766	0.03956054692	0.0833431116	0.1017119376	0.1015144988	0.0764305398	0.1321976516	0.0747882232	0.07276711776	0.04160147906	0.042583860363	0.029398808539	0.0199028188932	0.0216064962118	0.108021267531
s	0.01189954	0.013231873764	0.03328843538	0.0350099589	0.0855526434	0.1311958728	0.1006958892	0.0852360058	0.1330834764	0.0468964964	0.0959463717	0.043342073646	0.041276895636	0.0366939651184	0.024464382423	0.0285148131091	0.0536710924146
t	0.00816716254	0.009073166646	0.018019072384	0.03567716081	0.0687634131	0.109658111	0.0871210746	0.0946210242	0.1041042112	0.0617866896	0.0819152472	0.04191313572	0.044541352928	0.025754653881	0.0267409536612	0.0612694760621	0.120874016098
e	0.02369169448	0.011810760248	0.039931015236	0.042653840852	0.065366352	0.0733129648	0.084989544	0.08296537	0.1404260908	0.0643111192	0.06914783932	0.0505494098	0.04458686528	0.032826681921	0.03305177602	0.0498374702026	0.0905411430371
c	0.01339724576	0.0158170858	0.02039952656	0.02558282976	0.0495762238	0.0724484466	0.0839168404	0.088015308	0.1400054266	0.0752291168	0.0581970754	0.0746674536	0.06180478036	0.06005899544	0.0392543835946	0.0336378609204	0.087991605101
e	0.007102455798	0.007216002224	0.010550691752	0.021629720306	0.03140334408	0.0566853512	0.079719811	0.1235222668	0.1121454518	0.0958906946	0.0961418148	0.068432018	0.0498571368	0.049845547984	0.0501766721012	0.0724834761969	0.067197618198
è	0.00796742116	0.0092516074554	0.015609877	0.02061860069	0.02821928126	0.0330262471	0.0596169982	0.0987476934	0.0788318532	0.1419650762	0.091271305	0.0610286874	0.0579060142	0.05257640486	0.0341464187494	0.0375398903852	0.17167658905
r	0.00868298994	0.00781037294	0.0220252163	0.01657670112	0.03307371868	0.0610543232	0.0734535092	0.0967179902	0.175380022	0.0481537372	0.1031530864	0.0661318084	0.04755547028	0.072054667	0.0540840979864	0.049006701232	0.065085588132
k	0.003806509224	0.00481671812	0.010963396808	0.01672265037	0.02643063492	0.0367349178	0.0561896312	0.0858672246	0.152400284	0.0743653116	0.088276022	0.0784676762	0.0675463066	0.046696884152	0.05204249774	0.095897900296	0.102775560152
o	0.0187241317	0.0121431412874	0.026357017274	0.034276288286	0.03868749072	0.04365418836	0.05601993692	0.0568738322	0.1199676848	0.0541480166	0.0503048542	0.0969265104	0.0454526287	0.023298105654	0.03019353	0.05449452654	0.238478324046
