 	devo	comprare	il	pane	ogni	giorno	</S>
è	0.746069101	0.04127438222	0.05306248422	0.05309660566	0.024269330942	0.0278883232226	0.0543397398826
n	0.639539672	0.1264109788	0.03970098146	0.0413764107058	0.0436829050941	0.0526958181513	0.0565932248616
a	0.298866572	0.47291301	0.054026262	0.03835237398	0.038984347801	0.0435152870223	0.0533422133926
v	0.1182130702	0.543719918	0.1281441082	0.040326298346	0.0397389371977	0.0509730156738	0.0788846362561
o	0.057425584	0.28733756112	0.258397164	0.1867887624	0.0756298348	0.043700086804	0.0907210016304
r	0.0739873634	0.2427780092	0.402318816	0.0502289943	0.0531326586422	0.044201937187	0.133352256483
à	0.041755264	0.229986623	0.291023152	0.1206060472	0.0989125902	0.0575963462	0.160119925104
s	0.0635858484	0.1724442	0.399968364	0.1456017038	0.0629013452	0.0430969679553	0.112401598
o	0.04251469574	0.23648699	0.395561582	0.133328626	0.0760851755	0.036798074672	0.0792247481857
o	0.028511358824	0.0526192814	0.341539959	0.3276472284	0.1026514164	0.0270377050316	0.119993241163
s	0.020902662932	0.03614378926	0.239214495	0.376094218	0.1445056226	0.040958514428	0.14218068972
s	0.02582338989	0.01997571958	0.192609076	0.474714374	0.1202854506	0.0627527314	0.1038392657
o	0.019207916954	0.02115984836	0.2005820272	0.47716605	0.1541106252	0.05274315295	0.07503028558
m	0.012533955376	0.01549476138	0.0531046182	0.1658239616	0.275589142	0.2509700426	0.22648354216
ì	0.00725860478	0.00932953218	0.0306568394	0.306815666	0.167149898	0.2696411942	0.20914825
k	0.01596380072	0.0269496194	0.0576234066	0.093667167	0.381460024	0.2303019196	0.194033952
a	0.01129301672	0.00850416492	0.0316059656	0.230610312	0.226056204	0.227411688	0.2645185648
m	0.02075641442	0.019587509714	0.03206531988	0.05557837954	0.248249226	0.285297092	0.338466182
è	0.009619140046	0.00389050668	0.01864883046	0.0811099221	0.198101197	0.446930716	0.241699808
r	0.00797149118	0.01344509136	0.01733621686	0.02640260532	0.164423625	0.447467304	0.3229537226
i	0.00632673892	0.005837109672	0.00881305274	0.03123335586	0.116163741	0.498594276	0.3330318082
</S>	0.010425438062	0.00938096788	0.011366237682	0.013782266992	0.03396061848	0.378273892	0.542810646
