 	un	forno	che	fa	buon	pane	</S>
è	0.788942766	0.0462535146	0.03314645352	0.0316519129	0.0312593947774	0.0350770000658	0.033669043074
n	0.705002406	0.0781727606	0.044540441526	0.046531197233	0.0411262742319	0.0427958469201	0.0418311444244
a	0.510720674	0.258881976	0.06836108494	0.0398869617406	0.0392609756992	0.0371984821391	0.0456898549408
f	0.295607942	0.452275812	0.06494533206	0.0452126475219	0.0438711285189	0.0454690264685	0.0526181517454
ù	0.097236986	0.486755016	0.1668918472	0.0839562141	0.0511519705188	0.048454299368	0.065553801846
r	0.127110288	0.561137722	0.1464435168	0.042485982512	0.0331653554883	0.0320834379869	0.0575736942751
n	0.0725212266	0.575756843	0.184856428	0.06263845112	0.014842421242	0.0339823397031	0.0554022867752
o	0.1264105814	0.45208662	0.1879725248	0.0924561304834	0.0436109007754	0.0377479505641	0.05971508871
k	0.06138988554	0.1199031292	0.611460416	0.079468297	0.0253174841332	0.031604382245	0.0708563169077
a	0.0488441348	0.1422094804	0.477097974	0.14273494	0.039700544452	0.0341642658	0.115248532249
i	0.0350920353	0.064166672	0.4022512806	0.288952694	0.02104985346	0.022863403974	0.165624096946
k	0.018429766086	0.02765279674	0.2261910906	0.50970023	0.04949539058	0.03658876046	0.131942084592
à	0.026997398725	0.05155643402	0.1383867926	0.445793268	0.1763904488	0.0678481538	0.09302734666
n	0.019776386	0.0559863085	0.1375429882	0.416642276	0.1459684248	0.0401070972	0.1839765674
n	0.014274432434	0.04259147686	0.134855111	0.4057912728	0.1412457708	0.0318406488	0.22940135584
i	0.029772877872	0.03375281788	0.1144630994	0.368784655	0.1867174234	0.0502856923	0.216223464488
t	0.01026419036	0.0128436421	0.02622093174	0.23522891112	0.2583885418	0.17196229	0.285091562
s	0.010671501538	0.0148500458	0.04300152846	0.253742618	0.2600490142	0.2226351966	0.1950502494
o	0.007161567424	0.02434524146	0.0301840754	0.1621119872	0.3616856866	0.2788851224	0.13562643206
m	0.012466317512	0.014505378056	0.021210601864	0.07394861416	0.218378087	0.359793492	0.29969746
ì	0.0057783030094	0.009171424668	0.017311810374	0.06366794712	0.1269706564	0.565350888	0.2117490274
k	0.0078778233696	0.020298282297	0.022878169278	0.05439479422	0.103555216	0.6089502	0.182045572
a	0.0059231494682	0.0111236197692	0.021226814156	0.05007742976	0.0854899702	0.638322786	0.187836246
l	0.0092775882556	0.0093208063396	0.01098637196	0.02182813776	0.1216158626	0.482765814	0.344205588
ò	0.0061309428134	0.006866506684	0.011501723636	0.03321936672	0.0680795256	0.600317942	0.273883868
</S>	0.007353591893	0.00975120318	0.0163892289108	0.03805618328	0.06108770844	0.449070294	0.41829195
