 	dopo	Giovanni	é	tornato	a	casa	</S>
d	0.653936924	0.1262480053	0.051625302457	0.0375378431406	0.0351924327357	0.0540656678258	0.0413939661702
ò	0.606213772	0.11008022534	0.0570748984518	0.0489969855167	0.0535386430901	0.0540132050922	0.0700821660214
p	0.656578946	0.162898502	0.0392877368992	0.0358482390054	0.0348241088081	0.036399769659	0.0341627358124
u	0.556495888	0.225861038	0.06017477468	0.0421309751091	0.0344827210879	0.0367678430494	0.044086843781
o	0.154001762	0.620438812	0.0608577856382	0.0447116693818	0.0368046994313	0.0396932172262	0.0434921073496
G	0.0706504488	0.452677452	0.256599579	0.059190110508	0.0439563021287	0.0442256664084	0.0727004815034
i	0.12067725086	0.280443981	0.2131189696	0.098549871	0.0580734562	0.15820596108	0.070930441988
o	0.10241192652	0.470671794	0.219014008	0.058164842408	0.0434745372388	0.0427131190062	0.0635497199405
v	0.05000742674	0.1140152796	0.392793224	0.2017283324	0.069537740758	0.0713448741714	0.100573071195
à	0.0932789679	0.155694181	0.2788074148	0.0825286268	0.084097186	0.1953217438	0.110271917468
n	0.06327522434	0.1178422424	0.54996183	0.131884114	0.03407468828	0.02645142304	0.076510565388
n	0.06842656106	0.119922354	0.395893456	0.157738946	0.0551432124	0.06451601546	0.138359388026
i	0.0625071805	0.1329687548	0.374897263	0.144794261	0.0844365191	0.0756322769864	0.124763945095
j	0.0263820661	0.04965990908	0.2195325708	0.470778368	0.0936074388	0.0484547588	0.09158495394
ù	0.0228397124	0.03149514612	0.128737742	0.395701008	0.138263246	0.105116542	0.1778464373
r	0.0163053289	0.0347773194	0.1545019974	0.431412458	0.192940613	0.0528491122	0.11721328228
i	0.01435243376	0.02469335876	0.1384527984	0.345197457	0.199878882	0.092006518	0.1854185348
s	0.017315030246	0.023871195752	0.0496973316	0.3549288406	0.27984957	0.1422145292	0.1321234334
e	0.00870614502	0.01375037146	0.0481433973	0.1942469944	0.321918959	0.183007632	0.2302265026
è	0.01816199134	0.02220615954	0.029831997	0.1252877478	0.2583833108	0.258222164	0.28790664
s	0.01016500488	0.0125260794	0.02245764398	0.0988596859	0.181852542	0.56056178	0.1135770871
s	0.00953536462	0.012092394	0.03034720603	0.0590895658	0.183510608	0.58185703	0.123567695
u	0.013747918252	0.01179384214	0.02665943	0.05128113	0.3279823	0.410622994	0.1579121992
</S>	0.00820057594	0.00840263852	0.013728096146	0.02177675278	0.0884113876	0.398226248	0.461254172
