 	tutto	il	cibo	vuole	girato	</S>
ò	0.758458132	0.06921286354	0.044003610156	0.0445079731048	0.04451108043	0.039306401314
l	0.610238324	0.17623614208	0.04707829728	0.0472676364687	0.0636294023133	0.0555501739134
o	0.350918208	0.4055313352	0.08841693448	0.0442116257	0.041856327992	0.0690655917318
o	0.158605532	0.57112848	0.12588404024	0.0419684138338	0.0494963723333	0.0529171916047
m	0.0529198634	0.315891707	0.4216102766	0.0454450486	0.0850948616004	0.079038211807
a	0.0854894358	0.235461409	0.285695412	0.1747094134	0.11720588249	0.10143860512
r	0.0801497756	0.26905723	0.376281389	0.11037730412	0.076776707048	0.087357661746
ì	0.04152317846	0.13797578	0.4078626044	0.163210592	0.0456963834	0.20373128288
o	0.087127134	0.1086111612	0.393161482	0.2768637488	0.0432427558	0.09099379762
t	0.0305070444	0.05909107654	0.240231974	0.472140214	0.0942525904	0.10377709358
è	0.02650197313	0.04958095566	0.1953039246	0.3697550352	0.0671049872	0.2917531214
l	0.0291499924	0.045475175	0.109586264	0.547108036	0.1198067832	0.14887375372
i	0.0194703178	0.03019320592	0.133052158	0.473924545	0.1341987898	0.2091611674
v	0.02167433432	0.02398235886	0.03206559754	0.140079038	0.5062341708	0.2759644288
o	0.0160002662	0.018338161806	0.0196220033	0.1964185966	0.47834543	0.2712754
t	0.01057682286	0.01110864512	0.01489898376	0.05282276566	0.534406794	0.376185938
i	0.00858456048	0.0100441356726	0.00928767596	0.082717505	0.721331978	0.1680343072
m	0.00824477252	0.008361131254	0.0101226417	0.02581158022	0.590188588	0.3572714672
m	0.00891449606	0.010208689898	0.01118699174	0.05185846112	0.459495978	0.45833528
è	0.02894341802	0.036029257096	0.0166705544	0.0616261398	0.539152774	0.3175779066
n	0.00842743528	0.02009377244	0.03223914	0.0504932568	0.45342918	0.4353172392
o	0.0201004822	0.01965824375	0.0259525822	0.07545873846	0.526570512	0.332259376
</S>	0.00984123653	0.009870914494	0.0122413807	0.0242434086	0.427759236	0.516043852
