 	questa	la	costruirono	mastri	che	erano	i	muratori	</S>
t	0.738779482	0.04494099466	0.035641895958	0.0308145114782	0.0295980680741	0.0296255186583	0.0296188953743	0.0307574276149	0.0302233351549
ù	0.687433698	0.07650826644	0.0336951564494	0.0319443023701	0.0317920932595	0.0311462849158	0.0327256578112	0.0364624543922	0.0382920929221
o	0.699651402	0.1105513978	0.0298291401	0.0266456835714	0.0263261148058	0.026404600968	0.0251071476359	0.0268397198938	0.0286447334077
o	0.291957814	0.498268403	0.03247029078	0.0287036235084	0.0271003381514	0.026813753858	0.030349040707	0.031450657092	0.0328861270577
f	0.127943487	0.603468478	0.05661765666	0.0390613113223	0.0280719315097	0.0283252132455	0.0396322216414	0.0355374453302	0.0413423309812
r	0.1269533132	0.296295704	0.2731339708	0.1075063616	0.03683303148	0.0303136810328	0.0346490606212	0.036122006985	0.0581930507215
a	0.1698071906	0.3575126706	0.25117483	0.059708962732	0.0296062253525	0.0296894695068	0.027999595702	0.0333720947875	0.0411289544489
b	0.0862862602	0.540957732	0.118997857	0.074270581568	0.0292041568318	0.0279711791471	0.0312876981957	0.0367765588311	0.054247995456
b	0.06529634086	0.344642414	0.276707551	0.1175850356	0.0440070487	0.04368353694	0.0295242397981	0.0326488954294	0.0459050419467
i	0.2303057418	0.1884101686	0.220414256	0.09626285396	0.0689875039802	0.0532234077062	0.0276614279074	0.0349947581602	0.0797397757341
k	0.0504789206	0.265394878	0.320927472	0.183133901	0.040504956686	0.03188657226	0.0306568557257	0.0318248058663	0.0451917703797
è	0.08139918074	0.176602552	0.383691786	0.184149346	0.0418704666	0.03403042122	0.0248307401594	0.0268475866623	0.046577919478
s	0.06285140172	0.161141858	0.369828444	0.233075404	0.0568940094	0.02922707318	0.0215677372166	0.0219701628797	0.0434440174416
s	0.027414001	0.1463492184	0.3407111674	0.2356191586	0.0637412198	0.0614731446	0.0155205133008	0.0466647187107	0.062506852894
