 	i	piccoli	i	bambini	non	possono	mangiare	il	gelato	prima	di	mangiare	prima	di	mangiare	</S>
a	0.7154277108	0.0739258332	0.016073697552	0.0151515948894	0.0159401792554	0.0150541198098	0.0148344252759	0.014819138661	0.0147592902283	0.0148164299288	0.0148159481538	0.0147703215284	0.0148221781334	0.0148365463787	0.014814726356	0.0151379011304
k	0.336383298	0.3957154266	0.0194675235984	0.0155751614387	0.0148399356405	0.0147269422422	0.016167661378	0.0160397879869	0.0171311233963	0.0190972749415	0.0174105304752	0.0173256132276	0.0220409579775	0.0209490565078	0.0289896657444	0.0281400107087
è	0.2881976956	0.3201143486	0.0847431902	0.0444328398	0.01713103102	0.01787977194	0.0213090238472	0.0196471301652	0.0205161843553	0.0193872414835	0.0188929199754	0.0185380897865	0.0183077624167	0.0186947996692	0.0350667730917	0.0371413511163
c	0.144414834	0.56147388	0.05770774236	0.0259795542	0.014124858926	0.0172710207485	0.0166143054263	0.0162243485365	0.0198068800966	0.0200474361885	0.0174664309838	0.0156481501539	0.0187880363644	0.016427890031	0.0189945296636	0.0190101797022
c	0.1495230518	0.455373912	0.127594166	0.04348846508	0.01673671404	0.020588274752	0.0189064886703	0.0176389557834	0.0210215335557	0.0202182486942	0.0187280796104	0.0145256032742	0.0196198079881	0.0146931544214	0.0197278417472	0.0216157431969
i	0.3396015284	0.2057320566	0.08614415746	0.07355106858	0.0183883869258	0.0331738761454	0.0235673921221	0.020906725336	0.0283996100584	0.0329059874689	0.0284181993041	0.0166460911663	0.0327682542785	0.0174624420181	0.0202440303051	0.022090087739
a	0.0954349708	0.32534427	0.1482653666	0.1114110808	0.02136803634	0.0204126405955	0.0201016432937	0.0202191982878	0.0221265855087	0.0198499606559	0.0197635284846	0.0198027796998	0.0200126717726	0.0202228146517	0.032618152728	0.08304644846
a	0.0602243008	0.18062505	0.2650311212	0.1961059056	0.03689711	0.022450715012	0.0231202885451	0.0205541041852	0.0282992253224	0.020133070863	0.0194762109695	0.019514431923	0.0204755026281	0.0230663134322	0.0287135038254	0.0353131247293
r	0.0683087075	0.154797427	0.25165012	0.1460162708	0.068492864	0.0301160184	0.027021136994	0.022445427311	0.0312948461089	0.0244473653339	0.0202675377294	0.0213743102051	0.0251838793082	0.0377165161681	0.0310359464591	0.0398316487083
è	0.08260216796	0.0760473172	0.241796818	0.1696952766	0.0303957708	0.0859137064	0.036940542	0.0315816974	0.028799525312	0.0307096688979	0.0280745305354	0.0284321168152	0.0218456983331	0.0213592272721	0.0304567681932	0.0553492205638
t	0.0285376962	0.0588259096	0.1863003926	0.3135982386	0.0727112452	0.0915614628	0.02364071806	0.0199227174634	0.0291102106915	0.0293892904828	0.0238776070585	0.0196612538943	0.0220127641873	0.0161405990278	0.0214001410225	0.0433098025809
i	0.038215570198	0.0476581888	0.188724312	0.2984425014	0.06362871162	0.0825945624	0.0468184638	0.038052880226	0.0306333215066	0.0263863524572	0.0243519734546	0.0215142846652	0.0196493968638	0.0134914391517	0.0200747042636	0.0397634348916
e	0.02775463728	0.0338956862	0.1243345232	0.1322432978	0.2877355544	0.1302959746	0.02280809312	0.01592735244	0.0226661501584	0.0244753632337	0.0166562112504	0.0191165981854	0.0206768136791	0.0180940672719	0.0191800780844	0.0841397132327
s	0.0338277908552	0.041913855244	0.0832488702	0.14152058506	0.2178203574	0.1591291232	0.0330363226	0.029039028	0.027935745114	0.028140345651	0.0231158136631	0.0262592527955	0.0278407957752	0.0396055279517	0.0360487454603	0.0515177973994
ò	0.024388673774	0.02578422998	0.0823665946	0.0730685652	0.0625910604	0.2736221332	0.0958297108	0.0732259716	0.0362531962	0.0327618109873	0.0298622149818	0.0380309416905	0.0341030294969	0.0278205442568	0.0306201746568	0.059671266778
z	0.020297592908	0.02677978652	0.0568952708	0.0824817228	0.1388777032	0.349087622	0.0436235408	0.0315715198	0.022624242804	0.0236623879943	0.0233968606832	0.0203167023036	0.0458690880248	0.0403941599946	0.0244956845681	0.0496260628844
u	0.0183734330142	0.02089720974	0.045620753	0.0639462254	0.10994476786	0.265702516	0.154307394	0.0774004496	0.05088380846	0.0240615355202	0.0268829924869	0.0248732922858	0.0260766012601	0.0179736038045	0.026771765346	0.0462835873995
n	0.030343486462	0.031412546622	0.0456555546	0.04618826406	0.1482844376	0.142326219	0.1913480408	0.091492551	0.0215552609	0.0183445967292	0.0194762338324	0.0226988351912	0.0313300309343	0.0218488952423	0.0270737024939	0.110621256056
f	0.0180775921008	0.022134073536	0.0360288694	0.04922961264	0.0671780528	0.1450367028	0.1874094426	0.177988046	0.045125979	0.0316165761914	0.0279347040888	0.0357911040631	0.0263262763224	0.0307250910532	0.0355780026173	0.0638199227353
à	0.0195503286744	0.014902544484	0.020373963	0.01888821254	0.03550984496	0.0674976494	0.12831763	0.1879813046	0.1963904658	0.0332747454	0.0400935719414	0.0409634722431	0.0353023679269	0.0359593131657	0.0518148520944	0.0731796724749
i	0.0156619516968	0.017822814692	0.02492492096	0.0337368858	0.1314652268	0.161121837	0.1150927272	0.1493870394	0.0319224888	0.0245761658	0.02485942544	0.0240893906306	0.0671568004469	0.0277634057119	0.0334716448095	0.116947331823
o	0.0090466763786	0.0106145133392	0.0157281687	0.020086934136	0.07289901136	0.1085746454	0.1539828104	0.2689591592	0.023892825	0.01198746824	0.02134811602	0.023538908563	0.0200341353688	0.0347647156793	0.105688155079	0.0988538660962
g	0.014235234945	0.018774929172	0.02631798305	0.028403077922	0.06174384786	0.08677814389	0.16663378962	0.21568912758	0.03170573108	0.008948110898	0.01660044974	0.028536495974	0.010440763559	0.0371130468872	0.102458080786	0.145621251966
e	0.0107934661222	0.021959985186	0.02928947348	0.0295941321	0.03808704984	0.07241287026	0.1056328602	0.1823276834	0.1046899268	0.02517162916	0.0340351232	0.037874064964	0.020507082003	0.051760807126	0.0673487434014	0.168515083741
l	0.015404806282	0.018710812524	0.0249023998734	0.0269208214704	0.041032423918	0.063336303668	0.142860126426	0.204883096866	0.0510875865	0.014839009556	0.03997287326	0.05267294242	0.0108368219982	0.0242689539955	0.193499056732	0.0747717845316
à	0.0064762157664	0.007086943721	0.01223964566	0.0166082474	0.01869914336	0.031244423332	0.0857591455	0.1818627704	0.184659202	0.04359462342	0.04845773614	0.0309469591	0.031354170666	0.090403974316	0.119566745236	0.091040025967
o	0.0139968535026	0.0147831832072	0.020023541676	0.022352850724	0.06459460454	0.03956409398	0.0991692962	0.209054037	0.07192852818	0.01558656306	0.1129454062	0.05059689788	0.045078992636	0.041342798872	0.0982743610986	0.0807079634566
p	0.0105173151656	0.0110617017396	0.0135038270406	0.0142435023727	0.0287455423068	0.026907348207	0.084732308406	0.179735217854	0.0982512684612	0.01446230007	0.090770121524	0.09073057006	0.014857677922	0.0452236812	0.180966708384	0.095290954754
r	0.0062487659976	0.007292468462	0.00964176043	0.0129635138712	0.0168491381192	0.021009154668	0.043109074594	0.11281836788	0.11526868024	0.08035387452	0.129582243694	0.05636445308	0.01919403254	0.04548744668	0.19649471112	0.12732249276
ì	0.001936409094	0.00334176059	0.0041009588	0.0052297589592	0.01226587386	0.011123844412	0.04712048524	0.09892689	0.15357279522	0.111475319932	0.0848966834	0.1359866092	0.0228245982	0.073734388676	0.0857347378869	0.147728803
m	0.01632627339	0.016690537072	0.0182850668326	0.019514139342	0.041096338824	0.03043163234	0.06400265772	0.1366623072	0.06914236176	0.02706350636	0.09827130744	0.13123528024	0.05150711848	0.0385670706	0.14178740622	0.09941697228
a	0.006546693722	0.0072843303322	0.0095243017206	0.014311601647	0.0186806465546	0.028567116674	0.035888981732	0.07151080969	0.137621762468	0.0828636823	0.11074134649	0.101230526386	0.04837695794	0.0593340716	0.13913352756	0.128383714634
k	0.0109488756496	0.0114720976868	0.0137184000834	0.0143023535726	0.0213466836	0.0142603751072	0.04160440247	0.043450919034	0.095834440308	0.050649606228	0.117827131416	0.2017523195	0.0184571988	0.1228560236	0.12058577224	0.1009335376
a	0.00682941945332	0.006605713066	0.0097390708938	0.0117276976427	0.0144557940106	0.020525936281	0.023138416024	0.04678780054	0.05968505804	0.0654694083632	0.147225146358	0.08480661048	0.08030731288	0.0953199138	0.1832718842	0.1441046865
n	0.0081279337086	0.0089730417724	0.0094712546822	0.0097975330166	0.013012807498	0.010382713044	0.022767776396	0.022808947906	0.035750515463	0.0377751601926	0.0973258831412	0.23875349918	0.024087414	0.150767478	0.16371379006	0.1464841882
a	0.0078144631012	0.009041928278	0.0110704965012	0.01265938654	0.0161305612012	0.01948687836	0.02278592932	0.04305946184	0.08394389718	0.04970022814	0.12045370338	0.08648661842	0.052918684	0.17718395	0.1376297788	0.1496340128
f	0.0056621554134	0.0056621453912	0.0063856123532	0.006654239328	0.0099716888026	0.006669552303	0.017434378422	0.01600823467	0.026718434714	0.032795418298	0.0878574423828	0.20337714892	0.02962752366	0.1670809346	0.2197573364	0.1583377706
a	0.0071976724974	0.0064652977052	0.0091606325992	0.0108300598206	0.010223314156	0.01599993733	0.02128181714	0.03268539286	0.07377668584	0.039641261044	0.11846925948	0.105478698	0.11613906734	0.1278439164	0.1137309996	0.1910759868
n	0.0053997478404	0.00531863319412	0.00613671950374	0.0064778154966	0.0091150290582	0.0061504404486	0.016990147158	0.01417738228	0.022818720858	0.024932433567	0.061700024961	0.18648312566	0.03973500792	0.1588048108	0.234729772	0.201030441
e	0.00491051199406	0.0065664983811	0.0081765134892	0.0103480904204	0.0120365156836	0.015846204978	0.016351984384	0.02508211785	0.075141192714	0.0267703739892	0.0963371158	0.10393800158	0.0711880136	0.1883859988	0.1670616542	0.17185915
p	0.005958664237	0.005916149929	0.0066070212464	0.0068465917852	0.0094333053676	0.006632972716	0.01533855809	0.013392889844	0.022254932472	0.026070599966	0.06789432433	0.15271849686	0.03602784574	0.14087637	0.299743247	0.1842882672
r	0.006118823857	0.005638736051	0.007363079558	0.0114180817717	0.0100976989048	0.015547277476	0.02209508702	0.0288944958	0.06431118745	0.029150847608	0.067033858132	0.08662271106	0.14138970234	0.144074023	0.229934532	0.13030966
